LLI Vessel Type,LLI NO,Name,Status,Flag,Net Weight,Built,Vessel Type and Size,DWT,Hull Type,Call Sign,Gross Tonnes,Yard Number,Built By,Built At,Length Overall (m),Length Between Perpendicular (m),Breadth Extreme (m),Breadth Moulded (m),Depth (m),Maximum Draught (m),Freeboard (m),Engine Built By,Designed By,Company contact,Company contact Country/Region,Port Of Registry,TEU Capacity,Beneficial Owner,Beneficial Owner Country/Region,Commercial Operator,Commercial Operator Country/Region,Registered Owner,Registered Owner Country/Region,Technical Manager,Technical Manager Country/Region,Third Party Operator,Third Party Operator Country/Region,Nominal Owner,Nominal Owner Country/Region,ISM Manager,ISM Manager Country/Region,Scrubber type,Scrubber operating arrangement,Scrubber manufacturer,Scrubber installation type,IMO,MMSI,Engine Power (kW),Engine Horsepower,Engine Designation
fully cellular containership,10000623,Ji Hai Zhi Ming,Live,China,2099,2009,Unknown size,4033,Single,BPEH,3748,—,—,Unknown,100.0,—,16.40,—,7.70,4.5,3.20,—,Unknown Engine Designer,Shanghai Hai Hua Shipping Company Limited (HASCO),People's Republic of China,—,—,Shanghai International Port Group Logistics Company Limited (SIPG),People's Republic of China,Shanghai Hai Hua Shipping Company Limited (HASCO),People's Republic of China,Shanghai Hai Hua Shipping Company Limited (HASCO),People's Republic of China,Shanghai Hai Hua Shipping Company Limited (HASCO),People's Republic of China,—,—,—,—,—,—,—,—,—,—,8579045,413371030,—,—,G8300ZC16B
fully cellular containership,10001450,Ferdos II,Live,Unknown,1822,2008,Unknown size,5451,Single,—,2827,—,Zhejiang Yueqing Qiligang Ship Industry Company Limited,Yueqing,83.0,—,—,15.00,7.30,6.0,1.30,Ningbo Zhonghua,China Engine Builder,Unknown Owners,—,—,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,—,—,—,—,—,—,—,—,—,—,9499228,—,1765,2400,G8300CZ28B
fully cellular containership,100052,Target,Dead,Bahamas,7725,1977,"Small Feeder,  -1'TEU",18628,Double Bottom,—,13610,272,Mitsubishi Heavy Industries Limited Shipbuilding,Hiroshima,162.0,151.09,22.92,22.92,13.42,9.85,3.57,Mitsubishi Heavy Industries Limited,Sulzer Turbomachinery Services,Indian Breakers,—,Nassau,545,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7531230,—,7382,9900,6RND68
fully cellular containership,10010420,Seroja Lima,Live,Panama,47960,2011,"Neo-Panamax, 8'-12'TEU",90388,Single,3FTU,86682,2268,Mitsubishi Heavy Industries Limited Shipbuilding,Nagasaki,316.0,302.00,—,45.60,25.00,14.54,10.46,Mitsui Engineering & Shipbuilding Company Limited (Tamano),B&W Diesel A/S,Tokei Kaiun Limited (K.K.),Japan,Panama,8110,Tokei Kaiun Limited (K.K.),Japan,Tokei Kaiun Limited (K.K.),Japan,Leo Ocean S.A. (1.0%) & Tokei Kaiun Limited (99.0%),Panama,Bernhard Schulte Shipmanagement (Hong Kong) Limited Partnership,"Hong Kong, S.A.R., China",—,—,—,—,Bernhard Schulte Shipmanagement (Hong Kong) Limited Partnership,"Hong Kong, S.A.R., China",—,—,—,—,9567661,357988000,62810,72586,11K98MC-C
fully cellular containership,10010422,OOCL Durban,Live,Panama,47960,2011,"Neo-Panamax, 8'-12'TEU",90079,Single,3FFV6,87697,2269,Mitsubishi Heavy Industries Limited Shipbuilding,Nagasaki,316.0,302.00,—,45.60,25.00,14.54,10.46,Mitsui Engineering & Shipbuilding Company Limited (Tamano),B&W Diesel A/S,Nissen Kaiun Company Limited (Nissen Kaiun KK),Japan,Panama,8540,Nissen Kaiun Company Limited (Nissen Kaiun KK),Japan,Nissen Kaiun Company Limited (Nissen Kaiun KK),Japan,Sun Lanes Shipping S.A.,Japan,Synergy Maritime Private Limited,India,Orient Overseas Container Line Limited (OOCL),"Hong Kong, S.A.R., China",—,—,Synergy Maritime Private Limited,India,—,—,—,—,9567673,351109000,62810,72586,11K98MC-C
fully cellular containership,10012645,Lian He 22,Live,China,—,—,Unknown size,—,Single,BLAL9,—,—,—,"",25.0,—,6.00,—,—,2.8,—,—,Unknown Engine Designer,Unknown Owners,—,—,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,—,—,—,—,—,—,—,—,—,—,—,413434490,—,—,UNKNOWN
fully cellular containership,10015932,Kali Mas,Live,Indonesia,2906,2010,"Small Feeder,  -1'TEU",8100,Single,PNEW,6603,WZ-08-17,Lianyungang Wuzhou Shipbuilding Industry Company Limited,China,119.9,115.00,—,21.80,7.20,5.2,2.00,Ningbo Zhonghua,China Engine Builder,P.T. Temas Tbk (TEMAS Line),Indonesia,Jakarta,537,P.T. Temas Tbk (TEMAS Line),Indonesia,P.T. Temas Tbk (TEMAS Line),Indonesia,P.T. Temas Tbk (TEMAS Line),Indonesia,P.T. Temas Tbk (TEMAS Line),Indonesia,—,—,—,—,P.T. Temas Tbk (TEMAS Line),Indonesia,—,—,—,—,9562051,525019527,1765,2400,G8300ZC18B
fully cellular containership,10015933,Jales Mas,Live,Indonesia,3937,2010,"Small Feeder,  -1'TEU",8100,Single,PNQT,6499,WZ-08-18,Lianyungang Wuzhou Shipbuilding Industry Company Limited,Wuzhou,119.9,115.01,—,21.80,7.20,5.2,2.00,Ningbo Zhonghua,China Engine Builder,P.T. Temas Tbk (TEMAS Line),Indonesia,Jakarta,537,P.T. Temas Tbk (TEMAS Line),Indonesia,P.T. Temas Tbk (TEMAS Line),Indonesia,P.T. Temas Tbk (TEMAS Line),Indonesia,P.T. Temas Tbk (TEMAS Line),Indonesia,—,—,—,—,P.T. Temas Tbk (TEMAS Line),Indonesia,—,—,—,—,9562063,525019417,1765,2400,G8300ZC18B
fully cellular containership,100303,MSC Dominique,Dead,Panama,9373,1977,"Feeder, 1'-2'TEU",27727,Single,—,27721,—,—,France,208.0,192.00,30.50,30.50,18.19,10.9,7.29,—,Unknown Engine Designer,MSC,—,Panama,1632,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7400651,—,28337,38000,UNKNOWN
fully cellular containership,10041418,Tucapel,Live,Liberia,45480,2012,"Neo-Panamax, 8'-12'TEU",98902,Single,A8VQ3,88586,1906,Samsung Shipbuilding & Heavy Industries Company Limited,Goeje Is.,299.92,285.00,—,45.60,24.60,13.5,11.10,Doosan Engine Company Limited,B&W Diesel A/S,Bocomm Aviation Leasing Ireland Company Limited,Republic of Ireland,Monrovia,8004,Bank of Communications Company Limited,People's Republic of China,Bocomm Aviation Leasing Ireland Company Limited,Republic of Ireland,Xiang L20 Ireland International Ship Lease Company Limited,Republic of Ireland,Anglo-Eastern (Germany) GmbH,Germany,Hull 1794 Company Limited,Liberia,—,—,Anglo-Eastern (Germany) GmbH,Germany,—,—,—,—,9569970,636092784,68520,91887,7K98ME-MK7
fully cellular containership,1005,Al Ahmadiah,Dead,Saudi Arabia,7340,1969,"Small Feeder,  -1'TEU",15763,Single,—,14539,204 Theodosia,—,U.S.S.R.,194.0,180.73,21.85,21.85,13.21,9.58,3.63,K/S Burmeister & Wain I,B&W Diesel A/S,UASC,—,—,860,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7003520,—,8948,12000,B&W DIESEL
fully cellular containership,100663,EAX Sincerity,Dead,"Hong Kong, S.A.R., China",10456,1977,"Small Feeder,  -1'TEU",26763,Single,—,19804,771,Mitsubishi Heavy Industries Limited Shipbuilding,Shimonoseki,182.0,176.49,26.07,26.00,16.00,10.99,5.01,Mitsubishi Heavy Industries Limited,Sulzer Turbomachinery Services,Chinese Breakers,—,Hong Kong,940,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7513771,—,12975,17400,6RND90
fully cellular containership,10070481,Al Bazm II,Live,United Arab Emirates,4991,2011,"Feeder, 1'-2'TEU",13944,Single,A6E2172,11173,4050,HD Hyundai Mipo Company Limited,Ulsan,149.46,139.00,25.00,22.70,11.20,8.9,2.30,—,B&W Diesel A/S,Abu Dhabi Marine Operations & Services Company LLC (ADNOC Logistics & Services),United Arab Emirates,—,1104,Abu Dhabi National Oil Company (ADNOC),United Arab Emirates,Abu Dhabi Marine Operations & Services Company LLC (ADNOC Logistics & Services),United Arab Emirates,Al Bazem Marine Services - Sole Proprietorship LLC,United Arab Emirates,Abu Dhabi Marine Operations & Services Company LLC (ADNOC Logistics & Services),United Arab Emirates,—,—,—,—,Abu Dhabi Marine Operations & Services Company LLC (ADNOC Logistics & Services),United Arab Emirates,—,—,—,—,9573505,470552000,—,—,8S35MC
fully cellular containership,10074165,Al Sadr I,Live,United Arab Emirates,4991,2011,"Feeder, 1'-2'TEU",13944,Single,A6E2180,11173,4051,HD Hyundai Mipo Company Limited,Ulsan,149.46,139.00,25.00,22.70,11.20,8.9,2.30,—,B&W Diesel A/S,Abu Dhabi Marine Operations & Services Company LLC (ADNOC Logistics & Services),United Arab Emirates,—,1104,Abu Dhabi National Oil Company (ADNOC),United Arab Emirates,Abu Dhabi Marine Operations & Services Company LLC (ADNOC Logistics & Services),United Arab Emirates,Al Sadr Marine Services - Sole Proprietorship LLC,United Arab Emirates,Abu Dhabi Marine Operations & Services Company LLC (ADNOC Logistics & Services),United Arab Emirates,—,—,—,—,Abu Dhabi Marine Operations & Services Company LLC (ADNOC Logistics & Services),United Arab Emirates,—,—,—,—,9574016,470143000,—,—,8S35MC
fully cellular containership,10077,Orient Strength,Dead,Panama,6600,1972,"Small Feeder,  -1'TEU",13581,Single,—,11490,695,Mitsubishi Heavy Industries Limited Shipbuilding,Shimonoseki,155.0,143.00,21.85,21.85,13.40,10.05,3.35,Sulzer Mitsubishi,Sulzer Turbomachinery Services,Shreyas,—,Panama,596,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7227243,—,7159,9600,6RND76
fully cellular containership,10094717,GSL Rossi,Live,Liberia,22319,2012,"Panamax, 3'-5'TEU",47420,Single,D5QF7,39753,SF303,Rongcheng Shenfei Shipbuilding - NOW Rongcheng Zhonghai Machinery Company Limited - which see,Rongcheng,227.5,210.90,32.32,32.20,20.30,12.5,4.11,Qingdao Qiyao Wartsila MHI Linshan Marine Diesel Company Limited,Wartsila Corporation,Global Ship Lease Incorporated (GSL),United Kingdom,Monrovia,3405,Global Ship Lease Incorporated (GSL),United Kingdom,Global Ship Lease Incorporated (GSL),United Kingdom,Global Ship Lease 57 LLC,Liberia,Technomar Shipping Incorporated,Greece,Zim Integrated Shipping Services Limited,Israel,—,—,Technomar Shipping Incorporated,Greece,—,—,—,—,9565338,636018553,26160,35567,6RT-FLEX82C
fully cellular containership,10094755,AS Nora,Live,Marshall Islands,22319,2014,"Panamax, 3'-5'TEU",45986,Single,V7A6444,39753,SF305,Rongcheng Shenfei Shipbuilding - NOW Rongcheng Zhonghai Machinery Company Limited - which see,Rongcheng,228.2,210.90,32.32,32.20,20.30,12.5,7.80,Qingdao Qiyao Wartsila MHI Linshan Marine Diesel Company Limited,Wartsila Corporation,MPC Container Ships ASA,Norway,Majuro,3405,MPC group of companies,Germany,MPC Container Ships ASA,Norway,'AS Nora' Schifffahrtsgesellschaft mbH & Company KG,Germany,Wilhelmsen Ahrenkiel Ship Management GmbH & Company KG,Germany,AS Nora Marine Corporation,Liberia,—,—,Wilhelmsen Ahrenkiel Ship Management GmbH & Company KG,Germany,Unknown,Unknown,Unknown Scrubber Manufacturer,—,9565340,538090658,26160,35567,6RT-FLEX82C
fully cellular containership,10107,Orient Spirit,Dead,Panama,7530,1972,"Small Feeder,  -1'TEU",12300,Single,—,10503,690,Mitsubishi Heavy Industries Limited Shipbuilding,Shimonoseki,152.0,142.49,22.00,22.00,13.41,9.67,3.74,Sulzer Mitsubishi,Sulzer Turbomachinery Services,Shreyas,—,Panama,574,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7205726,—,8948,12000,6RND76
fully cellular containership,10111,Northern Triumph,Dead,Bahamas,8252,1971,"Small Feeder,  -1'TEU",18992,Single,—,14299,—,—,Japan,155.0,151.99,24.95,24.95,12.96,9.6,3.36,Sulzer Mitsubishi,Sulzer Turbomachinery Services,Unknown Owners,—,Nassau,900,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7038678,—,10440,14000,7RND76
fully cellular containership,101120,Sky Interest,Dead,Tuvalu,21637,1977,"Panamax, 3'-5'TEU",49262,Single,—,52007,904,Verolme Botlek B.V.,Rotterdam,258.0,247.40,32.26,32.26,24.16,13.03,11.13,Schelde Marine Services,Sulzer Turbomachinery Services,Bangladesh Breakers,—,Funafuti,3005,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7428380,—,19985,26800,8RND90M
fully cellular containership,10113,Bunga Raya,Dead,Malaysia,9747,1970,"Small Feeder,  -1'TEU",18901,Single,—,14658,—,—,Japan,187.0,—,25.00,—,13.00,9.6,3.40,—,Unknown Engine Designer,Malaysian I.,—,—,903,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7025982,—,10440,14000,UNKNOWN
fully cellular containership,10116,Bunga Seroja,Dead,Malaysia,5730,1972,"Small Feeder,  -1'TEU",12300,Single,—,10503,691,Mitsubishi Heavy Industries Limited Shipbuilding,Shimonoseki,152.0,142.49,22.00,22.00,13.41,9.67,3.74,Sulzer Mitsubishi,Sulzer Turbomachinery Services,Malaysia I.,—,—,574,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7218369,—,8948,12000,6RND76
fully cellular containership,10121,Orient Stride,Dead,Panama,6600,1972,"Small Feeder,  -1'TEU",13613,Single,—,11490,694,Mitsubishi Heavy Industries Limited Shipbuilding,Shimonoseki,155.0,143.00,21.87,21.87,13.40,10.05,3.35,Sulzer Mitsubishi,Sulzer Turbomachinery Services,Shreyas,—,Panama,596,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7129051,—,7159,9600,SULZER DIESEL
fully cellular containership,101257,MSC Serena,Dead,Panama,13039,1977,"Feedermax, 2'-3'TEU",40849,Double Bottom,—,38991,615,Flender Werft AG,Lubeck,240.0,233.02,32.31,32.20,18.85,11.0,7.85,MAN Energy Solutions SE,MAN Energy Solutions SE,Indian Breakers,—,Panama,2602,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7502904,—,24832,33300,K10SZ90/160A
fully cellular containership,101343,Palliser Bay,Dead,U.K.,13245,1977,"Feedermax, 2'-3'TEU",39710,Single,—,44150,1005,Bremer Vulkan Werft und Maschinenfabrik GmbH,Bremen,248.0,236.23,32.24,32.24,21.52,12.03,9.49,Bremer Vulkan Verbund Ag,MAN Energy Solutions SE,P & O Nedlloyd C.L.,—,—,2130,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7416923,—,11931,16000,K8SZ90/160
fully cellular containership,101454,Xin Chang,Dead,Cambodia,1254,1977,"Small Feeder,  -1'TEU",3342,Double Bottom,—,2213,93,Kagoshima Dock & Iron Works Company Limited,Kagoshima,80.0,72.01,13.61,13.61,6.51,5.23,1.28,Mak Motoren GmbH & Company KG,Mak Motoren GmbH & Company KG,Xin Chang,—,Phnom Penh,168,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7613428,—,1566,2100,6M453
fully cellular containership,101474,Permai 3,Live,Indonesia,3236,1977,"Small Feeder,  -1'TEU",8710,Single,YGPC,7793,1053,Miho Shipbuilding Company Limited,Shimizu,132.11,122.00,20.05,20.05,10.52,7.01,3.51,Hitachi B&W,B&W Diesel A/S,P.T. Jayakusuma Perdana Lines,Indonesia,Jakarta,392,P.T. Jayakusuma Perdana Lines,Indonesia,P.T. Jayakusuma Perdana Lines,Indonesia,P.T. Jayakusuma Perdana Lines,Indonesia,P.T. Jayakusuma Perdana Lines,Indonesia,—,—,—,—,P.T. Jayakusuma Perdana Lines,Indonesia,—,—,—,—,7622118,525013005,4586,6150,6S70MC
fully cellular containership,101476,Kota Berani,Dead,Singapore,6194,1977,"Small Feeder,  -1'TEU",15790,Double Bottom,—,14995,1001,Seebeckwerft AG,Bremerhaven,161.0,151.31,25.51,25.50,13.70,9.42,4.28,MAN Energy Solutions SE,MAN Energy Solutions SE,Bangladesh Breakers,—,Singapore,853,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7508714,—,10291,13800,K6SZ78/155A
fully cellular containership,101623,Heritage Express,Dead,Panama,5355,1977,"Small Feeder,  -1'TEU",14878,Double Bottom,—,11217,—,—,West Germany,145.0,135.01,22.05,22.05,13.82,9.02,4.80,MAN Energy Solutions SE,MAN Energy Solutions SE,Knutsen O.,—,Panama,550,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7509158,—,9441,12660,12V52/55A
fully cellular containership,101667,Hai Xiang Tong,Dead,China,1254,1977,"Small Feeder,  -1'TEU",3342,Double Bottom,—,2213,96,Kagoshima Dock & Iron Works Company Limited,Kagoshima,92.0,84.00,13.54,13.54,6.81,5.23,1.58,Mak Motoren GmbH & Company KG,Mak Motoren GmbH & Company KG,Xin Chang,—,—,168,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7613454,—,1566,2100,6M453
fully cellular containership,101674,Red Sea,Dead,Malta,6715,1977,"Feeder, 1'-2'TEU",18834,Single,—,15560,852,Evergreen Heavy Industry Company,Nagasaki,186.0,172.75,25.40,25.40,13.82,10.02,3.80,Ishikawajima-Harima Heavy Industries Company Limited,Sulzer Turbomachinery Services,Bangladesh Breakers,—,Valletta,1214,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7611597,—,14783,20100,6RND90M
fully cellular containership,101717,Maria S.,Dead,Panama,1285,1977,"Small Feeder,  -1'TEU",3645,Single,—,2614,205,Scheepswerf & Machinefabriek Barkmeijer Stroobos B.V. Shipbuilding,Stroobos,93.0,84.51,13.77,13.77,7.83,5.57,2.26,Alpha Diesels A/S,Alpha Diesels A/S,Shega-Trans,—,Panama,159,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7514220,—,1471,2000,16V23LU
fully cellular containership,102036,MSC Federica,Dead,Panama,11579,1978,"Feeder, 1'-2'TEU",23942,Single,—,26962,—,—,Italy,208.0,191.88,30.56,30.56,18.19,10.39,7.80,—,Unknown Engine Designer,MSC,—,Panama,1465,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7427582,—,28337,38000,UNKNOWN
fully cellular containership,102051,Marin,Dead,Unknown,4908,1977,"Small Feeder,  -1'TEU",14055,Double Bottom,—,11217,101,Howaldtswerke-Deutsche Werft GmbH (HDW),Hamburg,145.0,135.01,22.05,22.00,13.82,9.02,4.80,MAN Energy Solutions SE,MAN Energy Solutions SE,P & O Nedlloyd C.L.,—,—,728,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7509160,—,6935,9300,12V52/55A
fully cellular containership,102213,Nedlloyd Muscat,Dead,U.K.,21263,1977,"Feedermax, 2'-3'TEU",47197,Single,—,52055,1400,Seebeckwerft AG,Bremerhaven,258.0,248.22,32.31,32.31,20.65,13.02,7.63,Weser AG,MAN Energy Solutions SE,Chinese Breakers,—,Southampton,2984,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7510901,—,19150,25680,K8SZ90/160A
fully cellular containership,102214,Carolina A.,Dead,Unknown,4362,1977,"Small Feeder,  -1'TEU",11031,Single,—,8819,778,J.J. Sietas Shipbuilding GmbH & Company KG,Hamburg,153.0,140.01,21.50,21.50,11.21,8.58,2.63,3 Maj Brodogradiliste d.d.,Semt Pielstick SA,Indian Breakers,—,—,574,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7429255,—,8501,11400,12PC3V-480
fully cellular containership,102356,Primorye Maru,Dead,Singapore,3307,1977,"Small Feeder,  -1'TEU",8002,Single,—,6308,98,Kagoshima Dock & Iron Works Company Limited,Kagoshima,128.0,118.01,21.01,21.01,8.41,6.62,1.79,Akasaka Diesels Limited,Mitsubishi Heavy Industries Limited,Chinese Breakers,—,Singapore,423,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7627974,—,5295,7200,6UEC52/105D
fully cellular containership,102444,MSC Namibia,Dead,Liberia,13329,1977,"Feeder, 1'-2'TEU",27893,Double Bottom,—,27754,63/102,Stocznia Gdansk Shipbuilding,Gdansk,204.0,193.45,30.80,30.80,15.60,11.0,4.60,Zaklady Przemyslu Metalowego H. Cegielski S.A.,Sulzer Turbomachinery Services,Indian Breakers,—,Monrovia,1538,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7383906,—,21625,29000,10RND90
fully cellular containership,102454,Monte Rosa,Dead,Panama,22956,1977,"Feedermax, 2'-3'TEU",44829,Single,—,58653,1071,Mitsubishi Heavy Industries Limited Shipbuilding,Kobe,289.0,273.00,32.20,32.20,20.10,12.33,7.77,Mitsubishi Heavy Industries Limited,Sulzer Turbomachinery Services,Chinese Breakers,—,Panama,2364,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7425637,—,31319,42000,12RND90M
fully cellular containership,10251,CanMar Venture,Dead,"Hong Kong, S.A.R., China",4906,1971,"Small Feeder,  -1'TEU",16960,Single,—,15647,—,—,U.K.,167.0,153.47,25.60,25.60,15.24,9.17,6.07,—,Unknown Engine Designer,Canada Maritime,—,Hong Kong,793,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7102352,—,11186,15000,UNKNOWN
fully cellular containership,10252,CanMar Spirit,Dead,"Hong Kong, S.A.R., China",4906,1971,"Small Feeder,  -1'TEU",16963,Single,—,15647,—,—,U.K.,167.0,153.47,25.66,25.66,15.24,9.17,6.07,K/S Burmeister & Wain I,B&W Diesel A/S,Canada Maritime,—,Hong Kong,793,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7046015,—,11186,15000,B&W DIESEL
fully cellular containership,10253,Biokovo,Dead,Croatia,7857,1970,"Small Feeder,  -1'TEU",16970,Single,—,15680,1343,—,U.K.,167.0,—,25.70,—,15.20,9.2,6.00,—,Unknown Engine Designer,Snaefell,—,—,793,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7027394,—,11186,15000,UNKNOWN
fully cellular containership,10254360,Bernhard Schepers,Live,Antigua & Barbuda,5391,2011,"Feeder, 1'-2'TEU",10600,Single,V2HS6,10318,07STIG235,Sainty Shipbuilding Corporation Limited,Yangzhou,151.72,142.37,—,23.40,9.50,8.0,1.50,—,Mak Motoren GmbH & Company KG,TS-Shipping GmbH & Company KG,Germany,St. John's,1036,TS-Shipping GmbH & Company KG,Germany,TS-Shipping GmbH & Company KG,Germany,ms 'Konstanze' Schiffahrts UG (haftungsbeschrankt) & Company KG,Germany,TS-Shipping GmbH & Company KG,Germany,Unifeeder A/S,Denmark,—,—,TS-Shipping GmbH & Company KG,Germany,—,—,—,—,9492505,305741000,9000,12228,8M43
fully cellular containership,10254361,Heinrich,Live,Madeira,5391,2012,"Feeder, 1'-2'TEU",13147,Single,CQET9,10318,07STIG236,Sainty Shipbuilding Corporation Limited,Yangzhou,151.74,142.42,—,23.40,11.75,8.0,3.75,MAN Energy Solutions SE,MAN Energy Solutions SE,HS Bereederungs GmbH & Company KG (HS Schiffahrts),Germany,Funchal,1036,HS Bereederungs GmbH & Company KG (HS Schiffahrts),Germany,HS Bereederungs GmbH & Company KG (HS Schiffahrts),Germany,MS ''WES HEINRICH'' Schiffahrts GmbH & Company KG,Germany,Wessels Shipmanagement GmbH & Company KG,Germany,Arkon Allied Container GmbH & Company KG,Germany,—,—,Wessels Shipmanagement GmbH & Company KG,Germany,—,—,—,—,9584475,255806484,9000,12228,8L48/60
fully cellular containership,10254362,Helena,Live,Madeira,5391,2012,"Feeder, 1'-2'TEU",10600,Single,CQEW6,10318,07STIG237,Sainty Shipbuilding Corporation Limited,Yangzhou,151.74,142.37,23.40,23.40,11.75,8.0,3.75,MAN Diesel & Turbo SE,MAN Energy Solutions SE,HS Bereederungs GmbH & Company KG (HS Schiffahrts),Germany,Funchal,1036,HS Bereederungs GmbH & Company KG (HS Schiffahrts),Germany,HS Bereederungs GmbH & Company KG (HS Schiffahrts),Germany,HS Schiffahrts GmbH & Company KG ms 'Helena Schepers',Germany,Liberty Blue Shipmanagement GmbH & Company KG,Germany,Ocean Network Express Private Limited (ONE),Republic of Singapore,—,—,Liberty Blue Shipmanagement GmbH & Company KG,Germany,—,—,—,—,9584487,255806505,9000,12228,8L48/60
fully cellular containership,10254363,Katharina Schepers,Live,Madeira,5391,2012,"Feeder, 1'-2'TEU",10600,Single,CQEZ2,10318,07STIG238,Sainty Shipbuilding Corporation Limited,Yangzhou,151.72,142.37,23.40,23.40,9.50,8.0,1.50,MAN Energy Solutions SE,MAN Energy Solutions SE,HS Bereederungs GmbH & Company KG (HS Schiffahrts),Germany,Funchal,1036,HS Bereederungs GmbH & Company KG (HS Schiffahrts),Germany,HS Bereederungs GmbH & Company KG (HS Schiffahrts),Germany,HS Schiffahrts GmbH & Co KG ms 'Katharina Schepers',Germany,HS Bereederungs GmbH & Company KG (HS Schiffahrts),Germany,—,—,—,—,HS Bereederungs GmbH & Company KG (HS Schiffahrts),Germany,—,—,—,—,9584865,255806525,9000,12228,8L48/60
fully cellular containership,102575,MSC Katie,Dead,Panama,12930,1977,"Feedermax, 2'-3'TEU",38908,Single,—,35599,1418,—,Le Havre,236.14,192.00,30.50,30.50,18.19,10.41,7.78,Sulzer Mitsubishi,Sulzer Turbomachinery Services,Indian Breakers,—,Panama,2562,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7434444,—,22080,29610,9RTA76
fully cellular containership,102576,Asia Express,Dead,Panama,16879,1977,"Panamax, 3'-5'TEU",48878,Single,—,52615,298,Societe Industrielle France-Dunkirk,Dunkirk,258.0,247.38,32.26,32.26,24.13,13.15,10.98,CCM Sulzer,Sulzer Turbomachinery Services,Bangladesh Breakers,—,Panama,3101,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7423029,—,12990,17420,8RND90M
fully cellular containership,103006,Salam Murni,Dead,Malaysia,2286,1977,"Small Feeder,  -1'TEU",7078,Single,—,6214,1054,Miho Shipbuilding Company Limited,Shimizu,118.0,108.01,20.01,20.01,10.52,7.02,3.50,B&W Diesel A/S,B&W Diesel A/S,Indian Breakers,—,—,376,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7622120,—,4586,6150,7K45GF
fully cellular containership,103007,MSC Sierra,Dead,Liberia,13124,1977,"Feeder, 1'-2'TEU",27802,Double Bottom,—,27970,B463/02,Stocznia Gdansk Shipbuilding,Gdansk,203.83,193.02,30.82,30.80,15.60,11.0,4.60,Zaklady Przemyslu Metalowego H. Cegielski S.A.,Sulzer Turbomachinery Services,Indian Breakers,—,Monrovia,1596,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7383918,—,21625,29000,10RND90
fully cellular containership,103020,Rubens,Dead,Malta,11630,1977,"Feeder, 1'-2'TEU",29240,Single,—,21449,773,Tangen Verft AS,Kragero,198.05,190.56,25.43,25.43,14.80,10.35,4.48,Nylands Verksted,B&W Diesel A/S,Bangladesh Breakers,—,Valletta,1198,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7521998,—,9769,13100,7K67GF
fully cellular containership,103213,MSC Austria,Dead,Liberia,14742,1977,"Feedermax, 2'-3'TEU",40624,Double Bottom,—,38991,616,Flender Werft AG,Lubeck,240.0,233.03,32.21,32.20,14.93,11.7,3.23,MAN Energy Solutions SE,MAN Energy Solutions SE,Pakistan Breakers,—,Monrovia,2594,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7502916,—,24832,33300,K10SZ90/160A
