LLI Vessel Type,LLI NO,Name,Status,Flag,Net Weight,Built,Vessel Type and Size,DWT,Hull Type,Call Sign,Gross Tonnes,Yard Number,Built By,Built At,Length Overall (m),Length Between Perpendicular (m),Breadth Extreme (m),Breadth Moulded (m),Depth (m),Maximum Draught (m),Freeboard (m),Engine Built By,Designed By,Company contact,Company contact Country/Region,Port Of Registry,TEU Capacity,Beneficial Owner,Beneficial Owner Country/Region,Commercial Operator,Commercial Operator Country/Region,Registered Owner,Registered Owner Country/Region,Technical Manager,Technical Manager Country/Region,Third Party Operator,Third Party Operator Country/Region,Nominal Owner,Nominal Owner Country/Region,ISM Manager,ISM Manager Country/Region,Scrubber type,Scrubber operating arrangement,Scrubber manufacturer,Scrubber installation type,IMO,MMSI,Engine Power (kW),Engine Horsepower,Engine Designation
vehicle carrier,12793938,Victoria Highway,Live,Panama,24391,2018,50'+ gt,21114,Single,3FZQ2,75528,F006,Imabari Shipbuilding Company Limited (Tadotsu),Tadotsu,199.98,192.00,—,37.20,22.23,10.52,11.71,Kobe Diesel Company Limited,Unknown Engine Designer,Shoei Kisen KK (Shoei Kisen Kaisha Limited),Japan,Panama,—,Imabari Shipbuilding Company Limited,Japan,Shoei Kisen KK (Shoei Kisen Kaisha Limited),Japan,Olive Investment Corporation S.A.,Panama,Wallem Shipmanagement Limited (WSM),"Hong Kong, S.A.R., China",—,—,—,—,Wallem Shipmanagement Limited (WSM),"Hong Kong, S.A.R., China",—,—,—,—,9827255,374069000,13140,17621,7UEC60LSE
vehicle carrier,12862573,Sakura Leader,Live,Japan,21685,2017,50'+ gt,18800,Double Hull,7KGP,70000,3735,—,Unknown,199.96,—,38.00,38.00,38.00,9.58,28.42,—,B&W Diesel A/S,Nippon Yusen Kabushiki Kaisha (NYK Line) (Nippon Yusen Kaisha),Japan,Tokyo,—,Nippon Yusen Kabushiki Kaisha (NYK Line) (Nippon Yusen Kaisha),Japan,Nippon Yusen Kabushiki Kaisha (NYK Line) (Nippon Yusen Kaisha),Japan,Nippon Yusen Kabushiki Kaisha (NYK Line) (Nippon Yusen Kaisha),Japan,NYK Shipmanagement Private Limited,Republic of Singapore,—,—,—,—,NYK Shipmanagement Private Limited,Republic of Singapore,—,—,—,—,9861861,431851000,—,—,7S60ME-C8
vehicle carrier,12912576,An Ji 27,Live,China,11109,2019,-30'gt,7000,Single,BOAB3,19838,JLZ9180501,Jinling Shipyard,China,141.90,129.60,—,24.40,13.13,6.60,6.53,Wartsila Corporation,Wartsila Corporation,Shanghai Ansheng Automotive Shipping Company Limited,People's Republic of China,Shanghai,—,SAIC Motor Corporation Limited (SAIC),People's Republic of China,Shanghai Ansheng Automotive Shipping Company Limited,People's Republic of China,Shanghai Ansheng Automotive Shipping Company Limited,People's Republic of China,Anji Cosco Shipping RoRo Carriers (Shanghai) Company Limited,People's Republic of China,Shanghai Ansheng Automotive Shipping Company Limited,People's Republic of China,—,—,Anji Cosco Shipping RoRo Carriers (Shanghai) Company Limited,People's Republic of China,—,—,—,—,9851529,413212430,4980,6678,6X40
vehicle carrier,12914334,An Ji 31,Live,China,11421,2021,-30'gt,5500,Double Bottom,BOLZ2,20394,AH0053AL,Qingdao Beihai Shipbuilding Heavy Industry Company Limited,Qingdao,141.20,129.60,—,24.20,—,—,—,—,Unknown Engine Designer,SAIC Anji Logistics Company Limited,People's Republic of China,Shanghai,—,SAIC Motor Corporation Limited (SAIC),People's Republic of China,SAIC Anji Logistics Company Limited,People's Republic of China,Anji Shipping Company Limited,People's Republic of China,Anji Shipping Company Limited,People's Republic of China,—,—,—,—,Anji Shipping Company Limited,People's Republic of China,—,—,—,—,9852559,413255050,—,—,7S60ME-C8
vehicle carrier,12914351,Anji 32,Live,China,11577,2021,-30'gt,5500,Double Bottom,BOLZ3,20674,AH0054L,Qingdao Beihai Shipbuilding Heavy Industry Company Limited,Qingdao,141.20,129.60,—,24.40,13.00,6.00,6.59,—,Unknown Engine Designer,SAIC Anji Logistics Company Limited,People's Republic of China,Shanghai,—,SAIC Motor Corporation Limited (SAIC),People's Republic of China,SAIC Anji Logistics Company Limited,People's Republic of China,Anji Shipping Company Limited,People's Republic of China,Anji Shipping Company Limited,People's Republic of China,COSCO Shipping Lines Company Limited,People's Republic of China,—,—,Anji Shipping Company Limited,People's Republic of China,—,—,—,—,9852561,413255060,—,—,7S60ME-C8
vehicle carrier,12988041,Cherokee,Live,Marshall Islands,9425,2021,30'-50'gt,21903,Single,V7A4288,31417,H3089,Guangzhou Wenchong Shipyard Company Limited,Guangzhou,180.00,176.82,—,36.60,16.20,6.70,9.50,—,Akasaka Diesels Limited,CG RAILWAY LLC,United States of America,Majuro,—,SEACOR Holdings Incorporated (50%) & Genesee & Wyoming Incorporated (50%),United States of America,CG RAILWAY LLC,United States of America,Rail Ferry Newbuild I LLC,Marshall Islands,Seabulk Fleet Management LLC,United States of America,—,—,—,—,Seabulk Fleet Management LLC,United States of America,—,—,—,—,9870927,538009078,—,—,6S35ME-B9
vehicle carrier,130127,Jarama,Dead,Norway (Int. Register),1422,1980,-30'gt,1956,Single,—,4743,—,—,Spain,88.00,80.02,17.00,17.00,12.12,4.75,7.37,—,Unknown Engine Designer,U.E.C.C. (Norway),—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7805980,—,2237,3000,UNKNOWN
vehicle carrier,13013257,Auto Advance,Live,Madeira,10409,2021,30'-50'gt,11300,Single,CQKD,35667,H2633,Jiangnan Shipyard (Group) Company Limited,China,169.00,164.50,—,28.00,—,—,—,—,Unknown Engine Designer,United European Car Carriers Unipessoal Limitada,Madeira,Madeira,—,United European Car Carriers AS,Norway,United European Car Carriers Unipessoal Limitada,Madeira,United European Car Carriers Unipessoal Limitada,Madeira,United European Car Carriers AS,Norway,—,—,—,—,United European Car Carriers AS,Norway,—,—,—,—,9881299,255738000,—,—,7S50ME-C
vehicle carrier,13013284,Auto Achieve,Live,Madeira,10409,2022,30'-50'gt,11300,Single,CQKI,35667,H2664,Jiangnan Shipyard (Group) Company Limited,China,169.00,163.58,—,28.00,29.12,8.80,20.32,—,Sulzer Turbomachinery Services,United European Car Carriers Unipessoal Limitada,Madeira,Madeira,—,United European Car Carriers AS,Norway,United European Car Carriers Unipessoal Limitada,Madeira,United European Car Carriers Unipessoal Limitada,Madeira,United European Car Carriers AS,Norway,—,—,—,—,United European Car Carriers AS,Norway,—,—,—,—,9881304,255739000,—,—,6RT-Flex50DF
vehicle carrier,130513,Nichiwa Maru,Dead,Japan,1870,1978,-30'gt,3196,Single,—,2997,—,—,Japan,112.00,101.90,18.00,18.00,6.25,6.11,0.14,—,Unknown Engine Designer,Fukuju,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7717949,—,3952,5300,UNKNOWN
vehicle carrier,1312533,Gold Kochav,Live,Panama,25783,2012,50'+ gt,22196,Single,3FLQ2,59835,D1006,Hengli Shipping (Dalian) Company Limited,Wafangdian,199.07,190.50,38.00,32.30,20.00,11.20,8.80,K Shipbuilding Company Limited,B&W Diesel A/S,Hyacinth Shipping Company Limited,Switzerland,Panama,—,North Star Group,Switzerland,Hyacinth Shipping Company Limited,Switzerland,Bugle Shipping Company Limited,Isle of Man,MSC Shipmanagement Limited,Cyprus,Mediterranean Shipping Company S.A. (MSC),Switzerland,—,—,MSC Shipmanagement Limited,Cyprus,—,—,—,—,9463205,373124000,—,—,7S60MC-C
vehicle carrier,1320991,Gold Hoshi,Live,Panama,25783,2011,50'+ gt,22288,Single,3FJT7,59835,D-1005,Hengli Shipping (Dalian) Company Limited,Wafangdian,199.08,190.50,32.26,32.26,34.70,11.20,23.50,STX Engine Company Limited,B&W Diesel A/S,Gram Car Carriers AS,Norway,Panama,—,Mediterranean Shipping Company S.A. (MSC),Switzerland,Gram Car Carriers AS,Norway,Anemone Shipping Company Limited,Isle of Man,MSC Shipmanagement Limited,Cyprus,—,—,—,—,MSC Shipmanagement Limited,Cyprus,—,—,—,—,9453298,371715000,—,—,7S60MC-C
vehicle carrier,13297294,Siem Confucius,Live,Liberia,22774,2020,50'+ gt,22000,Double Bottom,D5LL5,72900,XSI463A,Xiamen Shipbuilding Industry Company Limited,China,199.90,195.60,38.02,38.00,21.39,10.00,4.82,—,Unknown Engine Designer,Siem Car Carriers AS,United Kingdom,Monrovia,—,Siem Industries Incorporated (Siem Industries S.A.),Cayman Islands,Siem Car Carriers AS,United Kingdom,LS-LBR Company Limited,Liberia,Siem Shipping UK Limited,United Kingdom,—,—,—,—,Siem Shipping UK Limited,United Kingdom,—,—,—,—,9841017,636017540,—,—,7S60ME-C10.5-GI-EGRBP
vehicle carrier,13307962,Auto Aspire,Live,Madeira,10701,2022,30'-50'gt,12452,Single,CQKJ,35667,H2665,Jiangnan Shipyard (Group) Company Limited,China,169.00,164.46,—,28.00,13.00,8.80,4.20,—,Unknown Engine Designer,United European Car Carriers Unipessoal Limitada,Madeira,Funchal,—,United European Car Carriers AS,Norway,United European Car Carriers Unipessoal Limitada,Madeira,United European Car Carriers Unipessoal Limitada,Madeira,United European Car Carriers AS,Norway,—,—,—,—,United European Car Carriers AS,Norway,—,—,—,—,9895812,255742000,—,—,7S50ME-C
vehicle carrier,13323665,Mayan,Live,Marshall Islands,9425,2021,30'-50'gt,21900,Single,V7A4569,31417,H3090,Guangzhou Huangpu Shipbuilding Company Limited,China,180.00,176.82,—,36.60,16.20,6.70,9.50,—,Unknown Engine Designer,CG RAILWAY LLC,United States of America,Majuro,—,SEACOR Holdings Incorporated (50%) & Genesee & Wyoming Incorporated (50%),United States of America,CG RAILWAY LLC,United States of America,Rail Ferry Newbuild I LLC,Marshall Islands,Seabulk Fleet Management LLC,United States of America,—,—,—,—,Seabulk Fleet Management LLC,United States of America,—,—,—,—,9896799,538009307,—,—,7S50ME-C
vehicle carrier,13363667,Century Highway Green,Live,Japan,22054,2021,50'+ gt,16700,Single,7KHZ,73515,F035,Imabari Shipbuilding Company Limited (Tadotsu),Japan,199.98,195.00,—,37.20,19.15,9.72,9.43,—,Unknown Engine Designer,"Sumitomo Mitsui Trust Bank, Limited And Mizuho Bank, Limited",Japan,Kobe,—,"Sumitomo Mitsui Trust Bank, Limited And Mizuho Bank, Limited",Japan,"Sumitomo Mitsui Trust Bank, Limited And Mizuho Bank, Limited",Japan,FC Lead Leasing Limited And Mahonia Leasing Company Limited,Japan,'K' Line RoRo Bulk Ship Management Company Limited,Japan,Kawasaki Kisen Kaisha Limited (Kawasaki Kisen KK) ('K' Line),Japan,—,—,'K' Line RoRo Bulk Ship Management Company Limited,Japan,—,—,—,—,9875202,431009000,—,—,7UEC60LSE
vehicle carrier,13366662,Blanco Ace,Live,Panama,21813,2021,50'+ gt,17500,Double Bottom,3E3970,72707,3742,Shin Kurushima Dockyard Company Limited,Japan,199.95,196.00,—,38.00,15.00,9.70,5.30,—,B&W Diesel A/S,Osaka Shipping Company Limited (Osaka Senpaku KK),Japan,Panama,—,Osaka Shipping Company Limited (Osaka Senpaku KK),Japan,Osaka Shipping Company Limited (Osaka Senpaku KK),Japan,Golden Helm Shipping Company S.A.,Panama,Osaka Fleet Company Limited,Japan,Toyota Tsusho United Kingdom,United Kingdom,—,—,Osaka Fleet Company Limited,Japan,—,—,—,—,9889112,352978142,—,—,7S60ME-C8
vehicle carrier,13366692,Azul Ace,Live,Panama,21812,2021,50'+ gt,17961,Double Bottom,HPGP,72705,3741,Shin Kurushima Dockyard Company Limited,Japan,199.96,—,—,38.00,21.15,9.73,11.42,—,Unknown Engine Designer,Shunzan Kaiun KK (Shunzan Kaiun Company Limited),Japan,Panama,—,Shunzan Kaiun KK (Shunzan Kaiun Company Limited),Japan,Shunzan Kaiun KK (Shunzan Kaiun Company Limited),Japan,Primavera Montana S.A.,Panama,Shunzan Kaiun KK (Shunzan Kaiun Company Limited),Japan,Transportes y Consignaciones Maritimas S.A.,Spain,—,—,Shunzan Kaiun KK (Shunzan Kaiun Company Limited),Japan,—,—,—,—,9889100,372424000,—,—,7UEC60LSE
vehicle carrier,13369649,Xiang Long Dao,Live,China,23325,2021,30'-50'gt,8500,Single,BOTB8,43195,18121029,Guangzhou Shipyard International Company Limited,China,208.00,—,—,28.60,—,6.60,3.21,—,Unknown Engine Designer,COSCO Shipping Ferry Company Limited,People's Republic of China,Dalian,—,China COSCO Shipping Corporation Limited (China Cosco Shipping Group) (COSCO Shipping) (COSCOCS),People's Republic of China,COSCO Shipping Ferry Company Limited,People's Republic of China,COSCO Shipping Ferry Company Limited,People's Republic of China,COSCO Shipping Ferry Company Limited,People's Republic of China,—,—,—,—,COSCO Shipping Ferry Company Limited,People's Republic of China,—,—,—,—,9904015,414556000,—,—,9S50MC-C
vehicle carrier,13374251,Mao Hong,Live,China,19924,2021,30'-50'gt,11773,Single,BOQY8,35425,CMHI-221-2,Hudong-Zhonghua Shipbuilding (Group) Company Limited,China,169.10,164.50,—,28.00,28.79,—,—,—,B&W Diesel A/S,China Merchants Guangzhou RoRo Shipping Company Limited (CMRORO),People's Republic of China,Shenzhen,—,China Merchants Group Limited,"Hong Kong, S.A.R., China",China Merchants Guangzhou RoRo Shipping Company Limited (CMRORO),People's Republic of China,Shenzhen China Merchants RORO Transportation Company Limited,People's Republic of China,Shenzhen China Merchants RORO Transportation Company Limited,People's Republic of China,—,—,—,—,Shenzhen China Merchants RORO Transportation Company Limited,People's Republic of China,—,—,—,—,9903217,414526000,—,—,6S50ME-C8
vehicle carrier,13374257,Tang Hong,Live,China,19924,2021,30'-50'gt,11220,Single,BONZ5,35579,CMHI-221-1,China Merchants Heavy Industry (Jiangsu) Company Limited,Jiangsu,169.10,164.50,—,28.00,28.79,7.60,21.19,—,B&W Diesel A/S,China Merchants Guangzhou RoRo Shipping Company Limited (CMRORO),People's Republic of China,Shenzhen,—,China Merchants Group Limited,"Hong Kong, S.A.R., China",China Merchants Guangzhou RoRo Shipping Company Limited (CMRORO),People's Republic of China,Shenzhen China Merchants RORO Transportation Company Limited,People's Republic of China,Shenzhen China Merchants RORO Transportation Company Limited,People's Republic of China,Shenzhen China Merchants Ro-Ro Transportation Company Limited,People's Republic of China,—,—,Shenzhen China Merchants RORO Transportation Company Limited,People's Republic of China,—,—,—,—,9903205,414496000,—,—,6S50ME-C8
vehicle carrier,13385777,Plumeria Leader,Live,Japan,21686,2022,50'+ gt,17210,Double Hull,7KKS,72287,3743,Shin Kurushima Dockyard Company Limited,Japan,199.95,196.00,—,38.00,14.20,9.58,4.62,—,B&W Diesel A/S,Nippon Yusen Kabushiki Kaisha (NYK Line) (Nippon Yusen Kaisha),Japan,Tokyo,—,Nippon Yusen Kabushiki Kaisha (NYK Line) (Nippon Yusen Kaisha),Japan,Nippon Yusen Kabushiki Kaisha (NYK Line) (Nippon Yusen Kaisha),Japan,Nippon Yusen Kabushiki Kaisha (NYK Line) (Nippon Yusen Kaisha),Japan,NYK Shipmanagement Private Limited,Republic of Singapore,—,—,—,—,NYK Shipmanagement Private Limited,Republic of Singapore,—,—,—,—,9906984,431667000,16660,22341,7S60ME-C8
vehicle carrier,13400964,Siem Aristotle,Live,Liberia,22774,2020,50'+ gt,19090,Double Bottom,D5PC8,72900,XSI463B,Xiamen Shipbuilding Industry Company Limited,China,199.90,195.62,38.00,38.00,21.39,8.65,4.82,—,Unknown Engine Designer,Siem Car Carriers AS,United Kingdom,Monrovia,—,Siem Industries Incorporated (Siem Industries S.A.),Cayman Islands,Siem Car Carriers AS,United Kingdom,LS-LBR Company Limited,Liberia,SIEM Ship Management S.p z.o.o,Poland,Volkswagen Group Logistics GmbH & Company OHG,Germany,—,—,Siem Shipping UK Limited,United Kingdom,—,—,—,—,9841029,636018304,—,—,7S60ME-C10.5-GI-EGRBP
vehicle carrier,134075,Sinulog,Live,Philippines,1029,1971,-30'gt,1513,Single,DUA2451,1600,158,Kanda Shipbuilding Company Limited,Kure,94.00,—,16.10,—,7.90,4.60,3.30,—,Unknown Engine Designer,Hijos de F. Escano Incorporated,Philippines,Manila,—,Hijos de F. Escano Incorporated,Philippines,Hijos de F. Escano Incorporated,Philippines,Escano Lines Incorporated,Philippines,Hijos de F. Escano Incorporated,Philippines,—,—,—,—,—,—,—,—,—,—,7109893,—,2237,3000,6EL40
vehicle carrier,134526,Aethon-1,Dead,Comoros,1997,1979,-30'gt,2873,Single,—,6655,275,Sasebo Heavy Industries Company Limited,Tokyo,107.56,90.00,16.00,16.00,7.99,5.52,2.47,The Hanshin Diesel Works Limited,Yanmar Diesel Engine Company Limited,Universal S.Log,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7821831,—,3309,3200,12ZL-ST
vehicle carrier,134564,Autoroute,Dead,Madeira,2134,1979,-30'gt,1849,Single,—,7114,1197,Mitsui Engineering & Shipbuilding Company Limited (Tamano),Tamano,100.00,94.01,17.40,17.40,14.61,4.21,10.40,Mitsui Engineering & Shipbuilding Company Limited,Mitsui Engineering & Shipbuilding Company Limited,Turkish Breakers,—,Madeira,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7822079,—,3356,4500,6L42M
vehicle carrier,13479826,Shin Ei Maru,Live,Japan,—,2021,-30'gt,6950,Single,JD4866,14500,808,Naikai Zosen Shipbuilding Corporation,Innoshima,174.95,—,29.00,29.00,20.60,7.22,13.38,—,MAN Diesel AS,"Japan Railway Construction, Transport & Technology Agency & Kuribayashi Maritime KK",Japan,Tokyo,—,"Japan Railway Construction, Transport & Technology Agency",Japan,"Japan Railway Construction, Transport & Technology Agency & Kuribayashi Maritime KK",Japan,"Japan Railway Construction, Transport & Technology Agency & Kuribayashi Maritime KK",Japan,Kuribayashi Maritime Company Limited,Japan,—,—,—,—,Kuribayashi Maritime Company Limited,Japan,—,—,—,—,9866512,431015938,—,—,9S50ME-C8.5
vehicle carrier,135457,Pelander,Dead,Panama,15335,1979,-30'gt,11080,Single,—,24891,2106,Shin Kurushima Dockyard Company Limited,Tokyo,165.00,155.00,27.60,27.60,11.69,7.82,3.87,Kawasaki Shipbuilding Corporation,MAN Energy Solutions SE,Chinese Breakers,—,Panama,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7913115,—,8826,12000,12V52/55A
vehicle carrier,13549836,Wild Rose Leader,Live,Liberia,21554,2023,50'+ gt,19222,Single,5LIG9,71846,JLZ9200410,China Merchants Heavy Industry (Jiangsu) Company Limited,China,199.90,195.60,38.05,38.00,15.50,10.10,5.40,—,Wartsila Corporation,Mitsubishi Ore Transport Company Limited (Mitsubishi Koseki Yuso KK),Japan,Monrovia,—,Mitsubishi Group of Companies,Japan,Mitsubishi Ore Transport Company Limited (Mitsubishi Koseki Yuso KK),Japan,Golden Trident Shipping Incorporated,Liberia,Mitsubishi Ore Transport Company Limited (Mitsubishi Koseki Yuso KK),Japan,NYK RORO Shipping,Japan,—,—,Mitsubishi Ore Transport Company Limited (Mitsubishi Koseki Yuso KK),Japan,—,—,—,—,9925370,636022333,—,—,7X62DF
vehicle carrier,13549837,Jasmine Leader,Live,Liberia,21800,2023,50'+ gt,19800,Single,5LIG8,72800,JLZ9200409,China Merchants Jinling Shipyard (Nanjing) Company Limited,China,199.90,195.60,38.00,38.00,16.00,10.00,6.00,—,Wartsila Corporation,Nippon Yusen Kabushiki Kaisha (NYK Line) (Nippon Yusen Kaisha),Japan,Monrovia,—,Nippon Yusen Kabushiki Kaisha (NYK Line) (Nippon Yusen Kaisha),Japan,Nippon Yusen Kabushiki Kaisha (NYK Line) (Nippon Yusen Kaisha),Japan,Hoshinoyume Maritima SA,Panama,NYK Shipmanagement Private Limited,Republic of Singapore,NYK Line (Korea) Company Limited,Republic of Korea,—,—,NYK Shipmanagement Private Limited,Republic of Singapore,—,—,—,—,9925368,636022332,—,—,7X62DF
vehicle carrier,135513,Diamond Ray,Dead,Malta,15017,1979,30'-50'gt,17714,Single,—,45571,4630,Hitachi Shipbuilding Corporation (Saikai),Sakai,190.00,180.00,32.20,32.20,13.05,8.92,4.13,Hitachi Zosen Corporation,B&W Diesel A/S,Chinese Breakers,—,Valletta,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7821477,—,12356,16800,8L67GFCA
vehicle carrier,13599720,Baltic Constructor,Live,Poland,47,—,-30'gt,55,Single,SNOP,156,—,—,Gemlik,29.75,—,—,8.64,2.97,—,—,AB Volvo Penta,Unknown Engine Designer,Baltic Diving Solutions Sp z oo,Poland,Gdynia,—,Baltic Diving Solutions Sp z oo,Poland,Baltic Diving Solutions Sp z oo,Poland,Baltic Diving Solutions Sp z oo,Poland,Baltic Diving Solutions Sp z oo,Poland,—,—,—,—,—,—,—,—,—,—,8566919,261007303,283,—,UNKNOWN
vehicle carrier,13601954,Cielo Ace,Live,Panama,—,2025,50'+ gt,19853,Single,3E7047,73137,6243,Shin Kurushima Dockyard Company Limited,,199.96,—,14.00,—,—,—,—,—,Unknown Engine Designer,Mitsui O.S.K. Lines Limited (MOL),Japan,Panama,—,Mitsui O.S.K. Lines Limited (MOL),Japan,Mitsui O.S.K. Lines Limited (MOL),Japan,Irene Line Shipping SA,Panama,MOL Ship Management (Singapore) Private Limited,Republic of Singapore,—,—,—,—,MOL Ship Management Company Limited (MOLSHIP),Japan,—,—,—,—,9999383,352004807,—,—,UNKNOWN
vehicle carrier,13652722,Sakura,Live,Japan,—,2021,-30'gt,2285,Single,JD4937,2993,6103,—,,118.00,—,—,16.60,11.99,4.41,7.58,—,Unknown Engine Designer,Sanshin Kaiun K.K.,Japan,—,—,Sanshin Kaiun K.K.,Japan,Sanshin Kaiun K.K.,Japan,Seitoku Kaiun Company Limited,Japan,Auru K.K.,Japan,—,—,—,—,Auru K.K.,Japan,—,—,—,—,9908396,431017258,—,—,6L35MC
vehicle carrier,13676292,Freesia Leader,Live,Liberia,21800,2023,50'+ gt,19800,Single,5LIH2,71846,JLZ9200411,China Merchants Jinling Shipyard (Nanjing) Company Limited,,199.90,196.00,38.00,38.00,16.00,10.00,6.00,Wartsila Corporation,Wartsila Corporation,Nippon Yusen Kabushiki Kaisha (NYK Line) (Nippon Yusen Kaisha),Japan,Monrovia,—,Nippon Yusen Kabushiki Kaisha (NYK Line) (Nippon Yusen Kaisha),Japan,Nippon Yusen Kabushiki Kaisha (NYK Line) (Nippon Yusen Kaisha),Japan,Kamaishi Maritime SA,Panama,NYK Shipmanagement Private Limited,Republic of Singapore,—,—,—,—,NYK Shipmanagement Private Limited,Republic of Singapore,—,—,—,—,9933987,636022334,—,—,7X62DF
vehicle carrier,13706,Daiho Maru,Dead,Japan,13690,1967,-30'gt,27172,Single,—,21024,—,—,,—,—,—,—,—,—,—,—,Unknown Engine Designer,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,6719081,—,7159,9600,UNKNOWN
vehicle carrier,13716109,CMA CGM Monza,Live,Malta,21600,2024,50'+ gt,19800,Single,9HA6117,71631,W0302,China Merchants Jinling Shipyard (Weihai) Company Limited,,199.90,196.00,38.00,38.00,36.58,15.50,21.08,—,Wartsila Corporation,Eastern Pacific Shipping Private Limited,Republic of Singapore,Valletta,—,Quantum Pacific Group,Monaco,Eastern Pacific Shipping Private Limited,Republic of Singapore,Lucar Marine Limited,Liberia,Eastern Pacific Shipping (UK) Limited,United Kingdom,CMA CGM SA (The French Line),France,—,—,Eastern Pacific Shipping (UK) Limited,United Kingdom,—,—,—,—,9953808,249121000,—,—,7X62DF
vehicle carrier,13716119,Lake Herman,Live,Liberia,21512,2023,50'+ gt,19800,Single,5LEK5,72800,JLZ8210425,China Merchants Heavy Industry (Jiangsu) Company Limited,,199.90,195.60,38.00,38.00,36.58,10.00,26.58,—,Wartsila Corporation,Mizuho Sangyo Company Limited,Japan,Monrovia,—,Mizuho Sangyo Company Limited,Japan,Mizuho Sangyo Company Limited,Japan,Fair Wind Navigation S.A.,Panama,Eastern Pacific Shipping (UK) Limited,United Kingdom,Eastern Pacific Shipping Private Limited,Republic of Singapore,—,—,Eastern Pacific Shipping (UK) Limited,United Kingdom,—,—,—,—,9953119,636021536,—,—,7X62DF
vehicle carrier,13716126,CMA CGM Silverstone,Live,Malta,21600,2024,50'+ gt,19800,Single,9HA5998,71631,W0301,China Merchants Jinling Shipyard (Weihai) Company Limited,,199.90,196.00,38.00,38.00,36.58,15.50,21.08,—,Wartsila Corporation,Eastern Pacific Shipping Private Limited,Republic of Singapore,Valletta,—,Quantum Pacific Group,Monaco,Eastern Pacific Shipping Private Limited,Republic of Singapore,Carbul Marine Limited,Liberia,Eastern Pacific Shipping (UK) Limited,United Kingdom,CMA CGM SA (The French Line),France,—,—,Eastern Pacific Shipping (UK) Limited,United Kingdom,—,—,—,—,9953793,256854000,—,—,7X62DF
vehicle carrier,13716128,CMA CGM Indianapolis,Live,Malta,21503,2023,50'+ gt,19800,Single,9HA5878,71675,W0300,Jinling Shipyard,China,199.90,195.60,38.00,38.00,36.58,10.00,26.58,—,Wartsila Corporation,Eastern Pacific Shipping Private Limited,Republic of Singapore,Valletta,—,Quantum Pacific Group,Monaco,Eastern Pacific Shipping Private Limited,Republic of Singapore,Bellcar Marine Limited,Liberia,Eastern Pacific Shipping (UK) Limited,United Kingdom,CMA CGM SA (The French Line),France,—,—,Eastern Pacific Shipping (UK) Limited,United Kingdom,—,—,—,—,9953717,256542000,—,—,7X62DF
vehicle carrier,13727,Daishin Maru,Dead,Japan,10935,1971,-30'gt,15628,Single,—,15581,—,—,,—,—,—,—,—,—,—,—,Unknown Engine Designer,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7035418,—,8613,11550,UNKNOWN
vehicle carrier,137366,Pearl Ray,Dead,Liberia,15106,1980,30'-50'gt,26830,Single,—,45376,1073,Sumitomo Heavy Industries Limited Shipbuilding,Tokyo,190.00,180.02,32.01,32.01,13.06,8.91,4.15,"Sumitomo Heavy Industries, Limited",Sulzer Turbomachinery Services,Indian Breakers,—,Monrovia,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7825435,—,12356,16800,7RND76M
vehicle carrier,137535,St.Barbara,Dead,Malta,15630,1980,-30'gt,10729,Single,—,27087,2127,Shin Kurushima Dockyard Company Limited,Tokyo,165.00,155.00,27.64,27.60,13.94,7.80,6.14,Kawasaki Shipbuilding Corporation,MAN Energy Solutions SE,Indian Breakers,—,Valletta,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7913139,—,8948,12000,12V52/55A
vehicle carrier,137560,Hoegh Tramper,Dead,Bahamas,10011,1980,30'-50'gt,12619,Double Bottom,—,33369,448,Tsuneishi Shipbuilding Company Limited,Japan,180.00,167.73,29.21,29.20,12.53,8.52,4.01,B&W Diesel A/S,B&W Diesel A/S,Hoegh Autoliners.,—,Nassau,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7900209,—,8352,11200,6L67GFC
vehicle carrier,13760488,Thor Highway,Live,Liberia,21445,2024,50'+ gt,18700,Single,5LNE6,69470,21110060,Guangzhou Shipyard International Company Limited,China,199.99,195.60,—,38.00,15.00,10.00,5.00,—,B&W Diesel A/S,Financial Partners Group Company Limited (FPG),Japan,Monrovia,—,Financial Partners Group Company Limited (FPG),Japan,Financial Partners Group Company Limited (FPG),Japan,Solt Holding Liberia 36 SA,Liberia,Lauterjung Shipmanagement GmbH & Company KG,Germany,Kawasaki Kisen Kaisha Limited (Kawasaki Kisen KK) ('K' Line),Japan,—,—,Lauterjung Shipmanagement GmbH & Company KG,Germany,—,—,—,—,9948164,636023332,—,—,6S60ME-C10-GI
