LLI Vessel Type,LLI NO,Name,Status,Flag,Net Weight,Built,Vessel Type and Size,DWT,Hull Type,Call Sign,Gross Tonnes,Yard Number,Built By,Built At,Length Overall (m),Length Between Perpendicular (m),Breadth Extreme (m),Breadth Moulded (m),Depth (m),Maximum Draught (m),Freeboard (m),Engine Built By,Designed By,Company contact,Company contact Country/Region,Port Of Registry,TEU Capacity,Beneficial Owner,Beneficial Owner Country/Region,Commercial Operator,Commercial Operator Country/Region,Registered Owner,Registered Owner Country/Region,Technical Manager,Technical Manager Country/Region,Third Party Operator,Third Party Operator Country/Region,Nominal Owner,Nominal Owner Country/Region,ISM Manager,ISM Manager Country/Region,Scrubber type,Scrubber operating arrangement,Scrubber manufacturer,Scrubber installation type,IMO,MMSI,Engine Power (kW),Engine Horsepower,Engine Designation
vehicle carrier,10001259,Dione Leader,Live,Japan,18878,2013,50'+ gt,21111,Single,7KPJ,62927,5662,Shin Kurushima Dockyard Company Limited,Onishi,199.94,190.00,—,32.26,24.12,10.33,24.70,Kobe Diesel Company Limited,B&W Diesel A/S,Nippon Yusen Kabushiki Kaisha (NYK Line) (Nippon Yusen Kaisha),Japan,Tokyo,—,Nippon Yusen Kabushiki Kaisha (NYK Line) (Nippon Yusen Kaisha),Japan,Nippon Yusen Kabushiki Kaisha (NYK Line) (Nippon Yusen Kaisha),Japan,Urushi Ship Holding LLC,Japan,Hachiuma Steamship Company Limited (Hachiuma Kisen KK),Japan,—,—,—,—,Hachiuma Steamship Company Limited (Hachiuma Kisen KK),Japan,—,—,—,—,9561954,431172000,15540,18283,7S60MC-C
vehicle carrier,10001327,Glorious Ace,Live,Cayman Islands,18159,2010,50'+ gt,18836,Single,ZGAL,58939,710,Minami-Nippon Shipbuilding Company Limited,Usuki,199.95,190.00,—,32.20,21.19,9.82,24.38,Mitsui Engineering & Shipbuilding Company Limited,B&W Diesel A/S,Meiji Shipping Company Limited,Japan,George Town,—,Meiji Shipping Group,Japan,Meiji Shipping Company Limited,Japan,Esteem Maritime S.A.,Panama,MMS Company Limited,Japan,—,—,—,—,MMS Company Limited,Japan,—,—,—,—,9561277,319409000,15130,18283,7S60MC-C
vehicle carrier,10001328,Elegant Ace,Live,Panama,18159,2010,50'+ gt,18833,Single,3E3535,58939,709,Minami-Nippon Shipbuilding Company Limited,Usuki,199.95,190.00,—,32.20,21.19,9.82,24.78,Mitsui Engineering & Shipbuilding Company Limited (Tamano),B&W Diesel A/S,MOL Auto Logistics (India) Private Limited,India,Panama,—,Mitsui O.S.K. Lines Limited (MOL),Japan,MOL Auto Logistics (India) Private Limited,India,Polar Express S.A.,Panama,MOL Ship Management (Singapore) Private Limited,Republic of Singapore,—,—,—,—,MOL Ship Management (Singapore) Private Limited,Republic of Singapore,—,—,—,—,9561265,352980796,15130,18283,7S60MC-C
vehicle carrier,10001330,Tranquil Ace,Live,Panama,18159,2009,50'+ gt,18840,Single,H3XK,58939,708,Minami-Nippon Shipbuilding Company Limited,Usuki,199.95,190.00,—,32.20,21.19,9.82,11.37,Mitsui Engineering & Shipbuilding Company Limited (Tamano),B&W Diesel A/S,Masumoto Shipping Company Limited,Japan,Panama,—,Masumoto Shipping Company Limited,Japan,Masumoto Shipping Company Limited,Japan,Prosper World Marine Company Limited,Liberia,Masumoto Shipping Company Limited,Japan,—,—,—,—,Masumoto Shipping Company Limited,Japan,—,—,—,—,9561253,353943000,15130,18283,7S60MC-C
vehicle carrier,100031,Eastern Highway,Dead,Liberia,8519,1977,-30'gt,7305,Single,—,16588,361,Tsuneishi Shipbuilding Company Limited,Hiroshima,152.00,145.00,23.10,23.10,12.18,7.62,4.56,Mitsui Engineering & Shipbuilding Company Limited,B&W Diesel A/S,Chinese Breakers,—,Monrovia,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7627261,—,8352,11200,6K67GF
vehicle carrier,100425,Carib Sun,Dead,Bahamas,2976,1977,-30'gt,2175,Single,—,4343,—,—,Spain,88.00,80.02,15.96,15.96,14.15,5.20,8.95,—,Unknown Engine Designer,Joint Vessels,—,Nassau,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7409114,—,2237,3000,UNKNOWN
vehicle carrier,10096513,Chesapeake Highway,Live,Panama,17561,2010,50'+ gt,21643,Single,3FPH4,58535,NE077,Nantong COSCO KHI Ship Engineering Company Limited (NACKS),Nantong,199.90,190.00,—,32.26,23.75,10.02,24.33,Kawasaki Heavy Industries Limited (Tokyo),Unknown Engine Designer,'K' Line RoRo Bulk Ship Management Company Limited,Japan,Panama,—,Kawasaki Kisen Kaisha Limited (Kawasaki Kisen KK) ('K' Line),Japan,'K' Line RoRo Bulk Ship Management Company Limited,Japan,KAW 1652 Shipping S.A.,Panama,'K' Line RoRo Bulk Ship Management Company Limited,Japan,—,—,—,—,'K' Line RoRo Bulk Ship Management Company Limited,Japan,—,—,—,—,9565546,351733000,13200,17701,6S60MC-C
vehicle carrier,10096514,Cape Town Highway,Live,Panama,17561,2011,50'+ gt,21676,Single,3FOK4,58535,NE078,Nantong COSCO KHI Ship Engineering Company Limited (NACKS),Nantong,199.90,190.00,—,32.26,23.75,10.02,24.33,Kawasaki Heavy Industries Limited Shipbuilding Division,Unknown Engine Designer,'K' Line RoRo Bulk Ship Management Company Limited,Japan,Panama,—,Kawasaki Kisen Kaisha Limited (Kawasaki Kisen KK) ('K' Line),Japan,'K' Line RoRo Bulk Ship Management Company Limited,Japan,KAW1653 Shipping SA,Panama,'K' Line RoRo Bulk Ship Management Company Limited,Japan,—,—,—,—,'K' Line RoRo Bulk Ship Management Company Limited,Japan,—,—,—,—,9565558,372031000,13200,17701,6S60MC-C
vehicle carrier,10096515,Dalian Highway,Live,Panama,17561,2011,50'+ gt,21616,Single,3FYE5,58535,NE079,Nantong COSCO KHI Ship Engineering Company Limited (NACKS),Nantong,199.90,190.00,—,32.26,23.75,10.02,24.33,Kawasaki Heavy Industries Limited Shipbuilding Division,Unknown Engine Designer,Tokyo Century Corporation,Japan,Panama,—,Tokyo Century Corporation,Japan,Tokyo Century Corporation,Japan,Rockfish Marine S.A.,Panama,'K' Line RoRo Bulk Ship Management Company Limited,Japan,—,—,—,—,'K' Line RoRo Bulk Ship Management Company Limited,Japan,—,—,—,—,9565560,357694000,13200,17701,6S60MC-C
vehicle carrier,101373,Fresa,Dead,Philippines,7430,1977,-30'gt,13515,Single,—,12304,—,—,Japan,176.00,166.00,32.00,32.00,12.48,9.03,3.45,—,Unknown Engine Designer,Teihcson,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7627493,—,12528,16800,UNKNOWN
vehicle carrier,101411,Western Highway,Dead,Japan,5229,1977,-30'gt,9880,Single,—,9832,—,—,Japan,160.00,—,24.90,—,10.00,7.80,2.20,—,Unknown Engine Designer,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7621918,—,8501,11400,UNKNOWN
vehicle carrier,101574,Southern Princess,Dead,Panama,8459,1977,-30'gt,8513,Single,—,20388,1041,Imabari Shipbuilding Company Limited (Marugame),Marugame,152.00,145.00,24.70,24.70,9.80,8.02,1.78,Mitsubishi Heavy Industries Limited,Sulzer Turbomachinery Services,Chinese Breakers,—,Panama,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7632357,—,8501,11400,6RND68
vehicle carrier,10164579,Morning Cara,Live,Panama,19152,2011,50'+ gt,18907,Single,3FVC2,59454,1531,Imabari Shipbuilding Company Limited (Marugame),Marugame,199.97,190.00,32.25,32.20,21.31,10.02,13.15,Kobe Hatsudoki,Mitsubishi Heavy Industries Limited,Mitsui O.S.K. Lines Limited (MOL),Japan,Panama,—,Mitsui O.S.K. Lines Limited (MOL),Japan,Mitsui O.S.K. Lines Limited (MOL),Japan,Ultima Shipholding S.A.,Panama,World Marine Company Limited,Japan,EUKOR Car Carriers Incorporated,Republic of Korea,—,—,World Marine Company Limited,Japan,—,—,—,—,9574092,355768000,13260,18907,8UEC60LSII
vehicle carrier,10164580,Morning Crystal,Live,Panama,19148,2011,50'+ gt,18918,Single,3FKJ9,59524,1530,Imabari Shipbuilding Company Limited (Marugame),Marugame,199.97,190.00,—,32.26,21.31,10.02,13.15,Kobe Hatsudoki,Mitsubishi Heavy Industries Limited,Shoei Kisen KK (Shoei Kisen Kaisha Limited),Japan,Panama,—,Imabari Shipbuilding Company Limited,Japan,Shoei Kisen KK (Shoei Kisen Kaisha Limited),Japan,Los Halillos Shipping Company S.A.,Panama,Fleet Ship Management Private Limited,Republic of Singapore,EUKOR Car Carriers Incorporated,Republic of Korea,—,—,Fleet Ship Management Private Limited,Republic of Singapore,—,—,—,—,9574080,371706000,13260,18907,8UEC60LSII
vehicle carrier,10164581,California Highway,Live,Panama,19152,2010,50'+ gt,18644,Single,3FJL6,59447,1527,Imabari Shipbuilding Company Limited (Marugame),Marugame,199.97,190.00,—,32.26,21.31,10.02,13.15,Kobe Hatsudoki,Mitsubishi Heavy Industries Limited,'K' Line RoRo Bulk Ship Management Company Limited,Japan,Panama,—,Kawasaki Kisen Kaisha Limited (Kawasaki Kisen KK) ('K' Line),Japan,'K' Line RoRo Bulk Ship Management Company Limited,Japan,9107 Eagles Line SA,Panama,'K' Line RoRo Bulk Ship Management Company Limited,Japan,—,—,—,—,'K' Line RoRo Bulk Ship Management Company Limited,Japan,—,—,—,—,9574078,352732000,13260,18907,8UEC60LSII
vehicle carrier,10164658,Dover Highway,Live,Japan,19006,2011,50'+ gt,18720,Single,7JKA,59030,1538,Imabari Shipbuilding Company Limited (Marugame),Marugame,199.97,192.00,—,32.26,21.31,10.02,13.15,Kobe Diesel Company Limited,Mitsubishi Heavy Industries Limited,'K' Line RoRo Bulk Ship Management Company Limited,Japan,Kobe,—,Kawasaki Kisen Kaisha Limited (Kawasaki Kisen KK) ('K' Line),Japan,'K' Line RoRo Bulk Ship Management Company Limited,Japan,'K' Line RoRo Bulk Ship Management Company Limited,Japan,'K' Line RoRo Bulk Ship Management Company Limited,Japan,—,—,—,—,'K' Line RoRo Bulk Ship Management Company Limited,Japan,—,—,—,—,9574107,432824000,13260,18907,8UEC60LSII
vehicle carrier,10164659,Canadian Highway,Live,Panama,19152,2010,50'+ gt,18581,Single,3EVW3,59447,1526,Imabari Shipbuilding Company Limited (Marugame),Marugame,199.97,190.00,—,32.26,21.31,10.02,13.15,Kobe Hatsudoki,Mitsubishi Heavy Industries Limited,Libera Corporation,Japan,Panama,—,Libera Corporation,Japan,Libera Corporation,Japan,Centennial Shipping SA,Panama,'K' Line RoRo Bulk Ship Management Company Limited,Japan,Seven Seas Highway Shipping LLC,United States of America,—,—,'K' Line RoRo Bulk Ship Management Company Limited,Japan,—,—,—,—,9574066,352718000,13260,18907,8UEC60LSII
vehicle carrier,10164692,Morning Christina,Live,Panama,19152,2010,50'+ gt,18922,Single,3FKX8,59601,1516,Imabari Shipbuilding Company Limited (Marugame),Marugame,199.97,190.00,—,32.26,21.31,10.02,13.15,Kobe Hatsudoki,Mitsubishi Heavy Industries Limited,K.K. Hakuyo Kaiun,Japan,Panama,—,K.K. Hakuyo Kaiun,Japan,K.K. Hakuyo Kaiun,Japan,Lucia Navigation (Panama) S.A.,Panama,Excel Marine Company Limited,Japan,EUKOR Car Carriers Incorporated,Republic of Korea,—,—,Excel Marine Company Limited,Japan,Unknown,Unknown,Unknown Scrubber Manufacturer,Retrofit,9574054,371140000,13260,18907,8UEC60LSII
vehicle carrier,102403,Car Express,Dead,Bahamas,2122,1977,-30'gt,3088,Single,—,5605,751,Kegoya Dock K.K.,Kure,98.00,89.97,16.60,16.60,7.88,6.02,1.86,—,Unknown Engine Designer,V. Ships S.,—,Nassau,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7701067,—,3356,4500,UNKNOWN
vehicle carrier,103063,Puppis,Dead,Panama,4189,1977,-30'gt,3876,Single,—,8834,415,Naikai Zosen Shipbuilding Corporation,Setoda,116.00,105.00,18.80,18.80,11.10,6.72,4.38,—,Unknown Engine Designer,Toyofuji,—,Panama,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7632797,—,4474,6000,UNKNOWN
vehicle carrier,103064,Chief Dragon,Dead,Panama,3321,1977,-30'gt,6849,Single,—,4910,—,—,,120.00,113.50,23.00,23.00,7.95,6.22,1.73,—,Unknown Engine Designer,—,—,Panama,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7612905,—,6786,9100,UNKNOWN
vehicle carrier,10324721,Miyarabi II,Live,Japan,6789,2010,-30'gt,6700,Single,JD3080,22633,1185,Saiki Heavy Industries Shipbuilding,Saiki,168.71,155.00,—,26.00,18.00,6.72,3.28,Mitsui Engineering & Shipbuilding Company Limited (Tamano),B&W Diesel A/S,Ryukyu Kaiun Kaisha,Japan,Naha,—,Ryukyu Kaiun Kaisha,Japan,Ryukyu Kaiun Kaisha,Japan,Ryukyu Kaiun Kaisha,Japan,Ryukyu Kaiun Kaisha,Japan,—,—,—,—,Ryukyu Kaiun Kaisha,Japan,—,—,—,—,9580338,432995000,13280,14608,8S50MC-C
vehicle carrier,10326310,Glovis Century,Live,South Korea,20557,2012,50'+ gt,20895,Single,D8GC,58465,H2399,HD Hyundai Heavy Industries Company Limited,Ulsan,199.98,188.60,—,32.26,14.30,10.02,4.28,HD Hyundai Heavy Industries Company Limited,B&W Diesel A/S,Hyundai Glovis Company Limited,Republic of Korea,Jeju,—,Hyundai Glovis Company Limited,Republic of Korea,Hyundai Glovis Company Limited,Republic of Korea,Hyundai Glovis Company Limited,Republic of Korea,G-Marine Service Company Limited (GMS),Republic of Korea,Tesla Shipping Limited,Turkiye,—,—,G-Marine Service Company Limited (GMS),Republic of Korea,—,—,—,—,9590589,441200000,11387,15270,6S60MC-C
vehicle carrier,10326312,Glovis Challenge,Live,South Korea,20557,2012,50'+ gt,20895,Single,D8GI,58465,H2400,HD Hyundai Heavy Industries Company Limited,Ulsan,199.98,188.60,—,32.26,20.11,10.02,10.09,HD Hyundai Heavy Industries Company Limited,Unknown Engine Designer,Hyundai Glovis Company Limited,Republic of Korea,Jeju,—,Hyundai Glovis Company Limited,Republic of Korea,Hyundai Glovis Company Limited,Republic of Korea,Hyundai Glovis Company Limited,Republic of Korea,G-Marine Service Company Limited (GMS),Republic of Korea,—,—,—,—,G-Marine Service Company Limited (GMS),Republic of Korea,—,—,—,—,9590591,441190000,—,—,7S60MC-C
vehicle carrier,103566,Olive Ace,Dead,Liberia,11632,1977,30'-50'gt,13873,Single,—,38772,1136,Mitsui Engineering & Shipbuilding Company Limited (Tamano),Tamano,176.00,166.00,32.00,32.00,12.48,9.03,3.45,Mitsui Engineering & Shipbuilding Company Limited,B&W Diesel A/S,Bangladesh Breakers,—,Monrovia,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7628174,—,12528,16800,9L67GF
vehicle carrier,103604,Morning Rise,Dead,Panama,5316,1977,-30'gt,8417,Single,—,17720,279,Onomichi Shipbuilding Company Limited,Onomichi,154.00,143.52,23.60,23.60,13.00,9.57,3.43,NKK Corporation,Semt Pielstick SA,Chinese Breakers,—,Panama,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7641085,—,7649,10400,16PC2-5V-400
vehicle carrier,103727,Elduga,Dead,Cambodia,1778,1977,-30'gt,1313,Single,—,5927,876,A. Vuijk & Zonens Scheepswerven B.V.,Capelle aan den Yssel,89.00,77.02,18.01,18.01,13.72,4.23,9.49,Mak Motoren GmbH & Company KG,Mak Motoren GmbH & Company KG,Bangladesh Breakers,—,Phnom Penh,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7533393,—,2354,3200,9M453AK
vehicle carrier,104173,Neptune Diamond,Dead,Panama,7339,1977,-30'gt,8146,Single,—,24463,1815,Mitsubishi Heavy Industries Limited Shipbuilding,Nagasaki,169.00,160.00,25.60,25.60,10.01,7.24,2.77,—,Unknown Engine Designer,Mitsubishi O.T.,—,Panama,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7638686,—,8948,12000,UNKNOWN
vehicle carrier,104736,Wild Lily,Dead,Panama,2133,1977,-30'gt,2155,Single,—,5256,1063,Omishima Dock K.K.,Japan,95.00,86.90,15.40,15.40,6.93,5.21,1.72,Akasaka Diesels Limited,Akasaka Diesels Limited,Chinese Breakers,—,Panama,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7709710,—,2834,3800,6DM51SS
vehicle carrier,105304,Rigoletto,Dead,Sweden,22539,1977,30'-50'gt,13315,Single,—,43487,4556,Hitachi Shipbuilding Corporation (Innoshima),Innoshima,190.00,180.00,32.20,32.20,13.60,8.52,5.08,Hitachi Zosen Corporation,Sulzer Turbomachinery Services,Wallenius AB,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7616248,—,12975,17400,6RND90
vehicle carrier,10539042,Neptune Ace,Live,Bahamas,18299,2010,50'+ gt,18436,Single,C6YU3,59006,714,Minami-Nippon Shipbuilding Company Limited,Usuki,199.95,190.00,32.00,32.00,21.25,9.82,11.43,Mitsui Engineering & Shipbuilding Company Limited (Tamano),B&W Diesel A/S,Mitsui O.S.K. Lines Limited (MOL),Japan,Nassau,—,Mitsui O.S.K. Lines Limited (MOL),Japan,Mitsui O.S.K. Lines Limited (MOL),Japan,Glacier Transport Incorporated,Marshall Islands,MOL Ship Management (Singapore) Private Limited,Republic of Singapore,—,—,—,—,MOL Ship Management (Singapore) Private Limited,Republic of Singapore,—,—,—,—,9584059,311045300,15130,20290,7S60MC-C
vehicle carrier,105520,Traviata,Dead,Sweden,22539,1977,30'-50'gt,17197,Single,—,43487,4557,Hitachi Shipbuilding Corporation (Innoshima),Innoshima,190.00,180.00,32.20,32.20,13.60,8.52,5.08,Hitachi Zosen Corporation,Sulzer Turbomachinery Services,Wallenius AB,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7616250,—,12975,17400,6RND90
vehicle carrier,105535,Fontana,Dead,Panama,15665,1977,50'+ gt,16602,Single,—,52214,2035,Shin Kurushima Dockyard Company Limited,Tokyo,196.00,184.00,30.00,30.00,12.20,8.82,3.38,Kawasaki Shipbuilding Corporation,MAN Energy Solutions SE,Chinese Breakers,—,Panama,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7701287,—,12577,15390,K9SZ70/125
vehicle carrier,105567,Veracruz I,Dead,Panama,15517,1977,30'-50'gt,10535,Single,—,30259,4567,Hitachi Shipbuilding Corporation (Maizuru),Maizuru,180.00,170.00,28.00,28.00,12.30,7.50,4.80,Hitachi Zosen Corporation,B&W Diesel A/S,Indian Breakers,—,Panama,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7631391,—,9769,13100,7L67GF
vehicle carrier,10605438,Tongala,Live,Malta,23696,2012,50'+ gt,22585,Single,9HA2776,61106,2284,Mitsubishi Heavy Industries Limited Shipbuilding,Nagasaki,199.99,192.00,32.29,32.26,36.02,11.03,24.99,—,Mitsubishi Heavy Industries Limited,Wallenius Wilhelmsen Ocean Holding AS,Norway,Valletta,—,Wilh Wilhelmsen ASA (WILSHIP),Norway,Wallenius Wilhelmsen Ocean Holding AS,Norway,Wilhelmsen Lines Shipowning Malta Limited,Malta,Wilhelmsen Ship Management (Norway) AS,Norway,—,—,—,—,Wilhelmsen Ship Management (Norway) AS,Norway,—,—,—,—,9605786,215654000,14682,19689,7UEC60LSII
vehicle carrier,10605440,Tosca,Live,Norway (Int. Register),23696,2013,50'+ gt,22585,Single,LATG8,61106,2285,Mitsubishi Heavy Industries Limited Shipbuilding,Nagasaki,199.99,192.00,32.29,32.26,36.02,11.00,25.02,—,Mitsubishi Heavy Industries Limited,Wallenius Wilhelmsen Ocean Holding AS,Norway,Bergen,—,Wilh Wilhelmsen ASA (WILSHIP),Norway,Wallenius Wilhelmsen Ocean Holding AS,Norway,Wallenius Wilhelmsen Shipowning Norway AS,Norway,Wallenius Marine AB,Sweden,—,—,—,—,Wallenius Marine AB,Sweden,—,—,—,—,9605798,257268000,14682,19689,7UEC60LSII
vehicle carrier,106101,Saturn Diamond,Dead,Panama,10609,1977,30'-50'gt,13266,Single,—,35361,—,—,Japan,190.00,—,29.20,—,12.00,8.60,3.40,—,Unknown Engine Designer,NYK S.M.,—,Panama,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7632735,—,11931,16000,UNKNOWN
vehicle carrier,106125,Ocean Kmir,Dead,Liberia,26035,1977,30'-50'gt,13977,Single,—,38413,829,Namura Shipbuilding Company Limited,Imari,188.00,176.00,29.40,29.40,12.28,8.52,3.76,—,Unknown Engine Designer,Fram Shipping L.,—,Monrovia,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7638727,—,13423,18000,UNKNOWN
vehicle carrier,10620269,An Ji 8,Live,China,8541,2011,-30'gt,5126,Single,BAHP,19568,MD135-2300PCC-01,Nantong Mingde Heavy Industry Company Limited (SEE NOW AS NANTONG XIANGYU),Nantong,140.50,129.60,—,24.40,10.42,6.00,4.43,STX Engine Company Limited,B&W Diesel A/S,Dalian Jifa Ship Management Company Limited,People's Republic of China,Dalian,—,Dalian Jifa Bohai Rim Container Lines Company Limited,People's Republic of China,Dalian Jifa Ship Management Company Limited,People's Republic of China,Dalian Jifa Ship Management Company Limited,People's Republic of China,Shanghai Ansheng Automotive Shipping Company Limited,People's Republic of China,—,—,—,—,Shanghai Ansheng Automotive Shipping Company Limited,People's Republic of China,—,—,—,—,9605695,413202490,6480,8690,6S42MC
vehicle carrier,10620668,Mercury Ace,Live,Panama,19081,2011,50'+ gt,19110,Single,3FNS7,59409,1533,Imabari Shipbuilding Company Limited (Marugame),Marugame,199.97,190.00,—,32.26,21.31,10.02,24.78,—,Mitsubishi Heavy Industries Limited,Shoei Kisen KK (Shoei Kisen Kaisha Limited),Japan,Panama,—,Imabari Shipbuilding Company Limited,Japan,Shoei Kisen KK (Shoei Kisen Kaisha Limited),Japan,Los Halillos Shipping Company S.A.,Panama,Shoei Kisen KK (Shoei Kisen Kaisha Limited),Japan,—,—,—,—,Shoei Kisen KK (Shoei Kisen Kaisha Limited),Japan,—,—,—,—,9591052,370644000,15100,20249,8UEC60LSII
vehicle carrier,10620675,Gracious Ace,Live,Liberia,19091,2012,50'+ gt,18924,Single,D5CB7,59583,1535,Imabari Shipbuilding Company Limited (Marugame),Marugame,199.97,190.00,—,32.26,21.31,10.02,11.29,Kobe Diesel Company Limited,Unknown Engine Designer,Nichitoku Kisen Company Limited,Japan,Monrovia,—,Nichitoku Kisen Company Limited,Japan,Nichitoku Kisen Company Limited,Japan,South Devon Maritime S.A.,Panama,Nichitoku Kisen Company Limited,Japan,—,—,—,—,Nichitoku Kisen Company Limited,Japan,—,—,—,—,9604914,636015657,15100,20249,8UEC60LSII
vehicle carrier,10620677,Euphrates Highway,Live,Panama,19152,2012,50'+ gt,18668,Single,3FHU5,59447,1537,Imabari Shipbuilding Company Limited (Marugame),Marugame,199.97,192.00,—,32.26,21.31,10.02,11.29,Kobe Diesel Company Limited,Unknown Engine Designer,Kawasaki Kisen Kaisha Limited (Kawasaki Kisen KK) ('K' Line),Japan,Panama,—,Kawasaki Kisen Kaisha Limited (Kawasaki Kisen KK) ('K' Line),Japan,Kawasaki Kisen Kaisha Limited (Kawasaki Kisen KK) ('K' Line),Japan,ISC1537 Shipping SA,Panama,'K' Line RoRo Bulk Ship Management Company Limited,Japan,—,—,—,—,'K' Line RoRo Bulk Ship Management Company Limited,Japan,—,—,—,—,9604926,373228000,13260,17782,8UEC60LSII
vehicle carrier,10620680,Eurasian Highway,Live,Japan,18949,2012,50'+ gt,18709,Single,7JKY,59029,1539,Imabari Shipbuilding Company Limited (Marugame),Marugame,199.97,190.00,—,32.26,21.31,10.02,13.15,Kobe Diesel Company Limited,Mitsubishi Heavy Industries Limited,Kawasaki Kisen Kaisha Limited (Kawasaki Kisen KK) ('K' Line),Japan,Kobe,—,Kawasaki Kisen Kaisha Limited (Kawasaki Kisen KK) ('K' Line),Japan,Kawasaki Kisen Kaisha Limited (Kawasaki Kisen KK) ('K' Line),Japan,Kawasaki Kisen Kaisha Limited (Kawasaki Kisen KK) ('K' Line),Japan,Sugahara Kisen Company Limited,Japan,—,—,—,—,Sugahara Kisen Company Limited,Japan,—,—,—,—,9604938,432839000,13260,17782,8UEC60LSII
vehicle carrier,10620682,Rigel Leader,Live,Japan,19122,2012,50'+ gt,18884,Single,7KLE,59337,1541,Imabari Shipbuilding Company Limited (Marugame),Marugame,199.97,190.00,—,32.26,21.31,10.02,13.15,Kobe Diesel Company Limited,Mitsubishi Heavy Industries Limited,Hakuyo Shipping Company Limited,Japan,Fukuoka,—,Hakuyo Shipping Company Limited,Japan,Hakuyo Shipping Company Limited,Japan,Hakuyo Shipping Company Limited,Japan,Excel Marine Company Limited,Japan,Nippon Yusen Kabushiki Kaisha (NYK Line) (Nippon Yusen Kaisha),Japan,—,—,Excel Marine Company Limited,Japan,—,—,—,—,9604940,431718000,13260,17782,8UEC60LSII
vehicle carrier,10656265,Brilliant Ace,Live,Panama,18296,2011,50'+ gt,18448,Single,HPAK,59022,715,Minami-Nippon Shipbuilding Company Limited,Usuki,199.95,190.00,—,32.20,21.25,9.82,24.78,Mitsui Engineering & Shipbuilding Company Limited,B&W Diesel A/S,Masumoto Shipping Company Limited,Japan,Panama,—,Masumoto Shipping Company Limited,Japan,Masumoto Shipping Company Limited,Japan,Prosper World Marine Company Limited,Liberia,Masumoto Shipping Company Limited,Japan,—,—,—,—,Masumoto Shipping Company Limited,Japan,—,—,—,—,9598012,355911000,15130,20290,7S60MC-C
vehicle carrier,1068624,COSCO Shengshi,Live,Panama,15502,2011,50'+ gt,14868,Single,3FXM2,51671,ZS07012,COSCO Zhoushan Shipyard Company Limited,Zhoushan,182.88,170.50,—,32.20,14.95,8.40,1.45,Hudong Heavy Machinery Company Limited,Sulzer Turbomachinery Services,COSCO Shipping Specialized Carriers Company Limited,People's Republic of China,Panama,—,China COSCO Shipping Corporation Limited (China Cosco Shipping Group) (COSCO Shipping) (COSCOCS),People's Republic of China,COSCO Shipping Specialized Carriers Company Limited,People's Republic of China,COSCOL (HK) Investment And Development Company Limited,"Hong Kong, S.A.R., China",COSCO Shipping Specialized Carriers Company Limited,People's Republic of China,—,—,—,—,COSCO Shipping Specialized Carriers Company Limited,People's Republic of China,—,—,—,—,9454711,372727000,14520,19472,6RT-FLEX60C-B
vehicle carrier,1068627,COSCO Tengfei,Live,Panama,15510,2011,50'+ gt,14707,Single,HPMO,51699,ZS07013,COSCO Zhoushan Shipyard Company Limited,Zhoushan,182.80,170.50,—,32.20,14.95,8.40,1.45,Hudong Heavy Machinery Company Limited,Sulzer Turbomachinery Services,COSCO Shipping Specialized Carriers Company Limited,People's Republic of China,Panama,—,China COSCO Shipping Corporation Limited (China Cosco Shipping Group) (COSCO Shipping) (COSCOCS),People's Republic of China,COSCO Shipping Specialized Carriers Company Limited,People's Republic of China,COSCOL (HK) Investment And Development Company Limited,"Hong Kong, S.A.R., China",COSCO Shipping Specialized Carriers Company Limited,People's Republic of China,—,—,—,—,COSCO Shipping Specialized Carriers Company Limited,People's Republic of China,—,—,—,—,9454723,355518000,14520,19472,6RT-FLEX60C-B
