Name,LLI Vessel Type,Built At,Built By,LLI NO,Status,Flag,Net Weight,Vessel Type and Size,DWT,Hull Type,Call Sign,Gross Tonnes,Yard Number,Length Overall (m),Length Between Perpendicular (m),Breadth Extreme (m),Breadth Moulded (m),Maximum Draught (m),Freeboard (m),Designed By,Port Of Registry,TEU Capacity,Beneficial Owner,Beneficial Owner Country/Region,Commercial Operator,Commercial Operator Country/Region,Registered Owner,Registered Owner Country/Region,Third Party Operator,Third Party Operator Country/Region,Nominal Owner,Nominal Owner Country/Region,IMO,MMSI,Depth (m),Built,Scrubber installation type,Scrubber manufacturer,Scrubber operating arrangement,Scrubber type,Engine Built By,Engine Power (kW),Engine Horsepower,Engine Designation,P & I Club,Class 1,Class 2,Class 3,Last docking survey date,Last intermediate survey date,Last special survey date,Last tailshaft survey date,Next Docking Survey Date,Next Special Survey Date,ISM Manager,ISM Manager Country/Region,Technical Manager,Technical Manager Country/Region,AIS Destination,Matched Destination,Latest AIS message type,Latest AIS message timestamp,AIS ETA,Company contact,Company contact Country/Region,Lat,Lng
Radha Mohan,asphalt tanker,Taizhou(Jiangsu),Taizhou Huaji Shipbuilding Company Limited,10626655,Live,Barbados,1717,1'+ dwt,5895,Double Hull,8PKO2,4126,HL-18,112.10,105.75,-,16.20,6.01,2.01,Yanmar Diesel Engine Company Limited,Bridgetown,-,Unknown Owners,-,Unknown Owners,-,R S G Shipping Incorporated,Marshall Islands,-,-,-,-,9600803,314731000,8.00,2011,-,-,-,-,Qingdao Zichai Boyang Diesel Engine Company Limited,2574,3497,6N330,Hydor AS,RINA Services S.p.A.,-,-,-,-,-,-,2026-10-16T00:00:00,2026-10-16T00:00:00,Equator Maritime Ship Management (FZE),United Arab Emirates,Equator Maritime Ship Management (FZE),United Arab Emirates,VIZAG INDIA,Visakhapatnam,A,17 Aug 2026 14:10:17 GMT,15 Aug 2026 22:00:00 GMT,Unknown Owners,-,"17° 41' 43"" N","83° 16' 22"" E"
Al Jazeera II,water tanker,Piraeus,Nava Shipyard,10952235,Live,Bahrain,107,-1' dwt,540,Single,A9D2506,312,-,33.00,31.70,11.75,11.75,2.41,0.79,Cummins Incorporated,Bahrain,-,Al Jazeera Shipping Company W.L.L.,Kingdom of Bahrain,Al Jazeera Shipping Company W.L.L.,Kingdom of Bahrain,Al Jazeera Shipping Company W.L.L.,Kingdom of Bahrain,-,-,-,-,8647127,408201000,3.20,1978,-,-,-,-,Cummins Incorporated,143,194,N-855-M,-,Bureau Veritas,-,-,2026-07-19T00:00:00,2023-12-13T00:00:00,2026-07-01T00:00:00,2020-06-28T00:00:00,-,-,-,-,Al Jazeera Shipping Company W.L.L.,Kingdom of Bahrain,-,-,Both,11 Jul 2026 04:12:55 GMT,-,Al Jazeera Shipping Company W.L.L.,Kingdom of Bahrain,"26° 11' 50"" N","50° 36' 14"" E"
VP Asphalt 2,asphalt tanker,Vietnam,Hong Ha Shipbuilding Company,10996270,Live,Vietnam,935,1'+ dwt,3095,Double Hull,3WIT9,3118,HH16,98.00,90.97,15.00,15.00,4.61,2.41,Wartsila Corporation,Haiphong,-,Vietnam National Petroleum Group (Tong Cong Ty Xang Dau) (PETROLIMEX),Vietnam,Vietnam National Petroleum Group (Tong Cong Ty Xang Dau) (PETROLIMEX),Vietnam,VP Petrochemical Transport Joint Stock Company,Vietnam,-,-,-,-,9616395,574001760,7.00,2013,-,-,-,-,Wartsila Italia S.p.A.,2486,3334,6L26,West of England Mutual Shipowners Protection & Indemnity Association (Luxemburg),Vietnam,DNV,-,-,-,2017-07-13T00:00:00,-,2027-07-13T00:00:00,2027-07-13T00:00:00,Vietnam Petroleum Transport Joint Stock Company (VIPCO),Vietnam,Vietnam Petroleum Transport Joint Stock Company (VIPCO),Vietnam,HAIPHONG,-,A,17 Aug 2026 14:14:35 GMT,16 Aug 2026 07:00:00 GMT,Vietnam National Petroleum Group (Tong Cong Ty Xang Dau) (PETROLIMEX),Vietnam,"20° 53' 28"" N","106° 37' 12"" E"
Barin 59,water tanker,U.S.A.,-,10996508,Live,Iran,277,Unknown size,444,Single,9BAU,490,-,50.55,50.55,9.75,9.75,-,-,Caterpillar Incorporated,Bandar Imam Khomeini,-,Unknown Owners,-,Unknown Owners,-,Unknown Owners,-,-,-,-,-,7620392,422323000,4.57,1945,-,-,-,-,Caterpillar Incorporated,787,1055,D399,-,ASIA Classification Society,-,-,-,-,-,-,-,-,-,-,Unknown Owners,-,BANDAR ABBAS,-,A,27 Oct 2024 13:38:06 GMT,03 Feb 2025 23:45:00 GMT,Unknown Owners,-,"27° 9' 32"" N","56° 16' 10"" E"
San Du Ao,asphalt tanker,Fuzhou,Fujian Shenglong Shipbuilding Company Limited,10997047,Live,"Hong Kong, S.A.R., China",3197,1'+ dwt,12779,Double Hull,VRIP6,9963,SL801,146.00,137.20,22.00,22.00,7.90,2.90,B&W Diesel A/S,Hong Kong,-,Aviation Industry Corporation of China,People's Republic of China,AVIC International Leasing Company Limited,People's Republic of China,Bright Sandu Shipping Limited,Marshall Islands,Xin Yuan Ocean Shipping (HK) Group Limited,"Hong Kong, S.A.R., China",-,-,9608752,477229900,10.80,2011,-,-,-,-,Yichang Marine Diesel Engine Plant,4440,6033,6S35MC,China Shipowners Mutual Assurance Association,Bureau Veritas,-,-,2024-07-18T00:00:00,2024-07-18T00:00:00,2026-07-01T00:00:00,2019-06-25T00:00:00,-,-,Columbia Shipmanagement (Singapore) Private Limited,Republic of Singapore,Columbia Shipmanagement (Singapore) Private Limited,Republic of Singapore,COBAQ>USALB,-,A,17 Aug 2026 13:18:13 GMT,22 Aug 2026 07:00:00 GMT,AVIC International Leasing Company Limited,People's Republic of China,"20° 34' 18"" N","73° 3' 0"" W"
Iver Brilliant,asphalt tanker,Ulsan,HD Hyundai Mipo Company Limited,10997120,Live,Netherlands,1831,1'+ dwt,6265,Double Hull,PBCR,6105,2323,112.00,104.68,-,18.20,6.70,3.31,MAN Energy Solutions SE,Breskens,-,Vroon Group B.V.,Netherlands,Iver Ships B.V.,Netherlands,HB Tankship VI B.V.,Netherlands,Trafigura Beheer B.V.,Netherlands,-,-,9616761,244308000,10.00,2012,-,-,-,-,Oy Wartsila AB,3500,5064,7L32,Steamship Mutual Underwriting Association (Bermuda) Ltd,RI (provisional), (provisional), (provisional),-,-,2017-05-04T00:00:00,-,2027-05-04T00:00:00,2027-05-04T00:00:00,Iver Ships B.V.,Netherlands,Iver Ships B.V.,Netherlands,NOTOS,Tromso,A,17 Aug 2026 14:15:17 GMT,18 Aug 2026 03:00:00 GMT,Iver Ships B.V.,Netherlands,"69° 13' 8"" N","13° 38' 39"" E"
Asphalt Spirit,asphalt tanker,Istanbul,Sedef Shipbuilding Incorporated  (Sedef Gemi Insaati AS),10997438,Live,Marshall Islands,3800,1'+ dwt,14484,Double Hull,V7XS3,10491,175,139.95,134.70,-,21.00,10.60,2.86,Wartsila Corporation,Majuro,-,Vitol Holding II S.A.,Luxembourg,VALT Asphalt Sarl,United States of America,Asphalt Spirit Private Limited,Republic of Singapore,-,-,-,-,9612557,538004558,13.46,2012,-,-,-,-,Wartsila Finland oy,4500,6114,9L32,U.K. Mutual Steam Ship Assurance Association (Bermuda) Ltd,Bureau Veritas,-,-,2022-05-22T00:00:00,2025-03-06T00:00:00,2024-12-01T00:00:00,2022-05-22T00:00:00,2027-02-06T00:00:00,2027-02-06T00:00:00,LSC SIA,Republic of Latvia,LSC SIA,Republic of Latvia,-,Maceio,A,17 Aug 2026 13:49:52 GMT,-,VALT Asphalt Sarl,United States of America,"0° 11' 22"" N","47° 12' 3"" W"
VP Asphalt 1,asphalt tanker,Vietnam,Hong Ha Shipbuilding Company,10997847,Live,Vietnam,938,1'+ dwt,3102,Double Hull,3WIA9,3125,HH15,98.00,91.03,15.00,15.00,4.60,2.41,Unknown Engine Designer,Haiphong,-,Vietnam National Petroleum Group (Tong Cong Ty Xang Dau) (PETROLIMEX),Vietnam,Vietnam National Petroleum Group (Tong Cong Ty Xang Dau) (PETROLIMEX),Vietnam,VP Petrochemical Transport Joint Stock Company,Vietnam,-,-,-,-,9616383,574001620,7.00,2012,-,-,-,-,Wartsila Italia S.p.A.,2490,3339,6L26,West of England Mutual Shipowners Protection & Indemnity Association (Luxemburg),Vietnam,DNV,-,-,-,2017-04-14T00:00:00,-,2027-04-14T00:00:00,2027-04-14T00:00:00,Vietnam Petroleum Transport Joint Stock Company (VIPCO),Vietnam,Vietnam Petroleum Transport Joint Stock Company (VIPCO),Vietnam,RAYONG,-,A,17 Aug 2026 14:13:41 GMT,12 Aug 2026 23:00:00 GMT,Vietnam National Petroleum Group (Tong Cong Ty Xang Dau) (PETROLIMEX),Vietnam,"12° 35' 26"" N","101° 13' 49"" E"
Iver Bright,asphalt tanker,Ulsan,HD Hyundai Mipo Company Limited,10998674,Live,Netherlands,1831,1'+ dwt,6265,Double Hull,PCCB,6105,2322,112.00,104.68,-,18.20,6.70,3.31,MAN Energy Solutions SE,Breskens,-,Vroon Group B.V.,Netherlands,Iver Ships B.V.,Netherlands,HB Tankship V B.V.,Netherlands,-,-,-,-,9616759,244283000,10.00,2012,-,-,-,-,Oy Wartsila AB,3500,4755,7L32,Steamship Mutual Underwriting Association (Bermuda) Ltd,RI (provisional), (provisional), (provisional),-,-,2017-04-15T00:00:00,-,2027-05-30T00:00:00,2027-05-30T00:00:00,Iver Ships B.V.,Netherlands,Iver Ships B.V.,Netherlands,USDET,-,A,17 Aug 2026 14:15:27 GMT,17 Aug 2026 11:00:00 GMT,Iver Ships B.V.,Netherlands,"42° 16' 45"" N","83° 7' 9"" W"
Tasco Amarit,asphalt tanker,Japan,Shin Kurushima Dockyard Company Limited,10998824,Live,Thailand,1832,1'+ dwt,7525,Double Hull,HSB4699,6106,5698,104.90,99.95,-,19.60,6.98,4.02,Unknown Engine Designer,Bangkok,-,Tipco Asphalt Public Company Limited,Thailand,Tipco Maritime Company Limited (The Marine Group),Thailand,Tasco Shipping Company Limited,Thailand,-,-,-,-,9615999,567463000,11.00,2012,-,-,-,-,Makita Corporation,3900,5064,LH46L,Assuranceforeningen Skuld,Nippon Kaiji Kyokai,-,-,2020-07-15T00:00:00,-,2017-07-28T00:00:00,-,2027-07-26T00:00:00,2027-07-26T00:00:00,Tipco Maritime Company Limited (The Marine Group),Thailand,Tipco Maritime Company Limited (The Marine Group),Thailand,AU TSV,Townsville,A,17 Aug 2026 14:15:38 GMT,28 Aug 2026 18:00:00 GMT,Tipco Maritime Company Limited (The Marine Group),Thailand,"2° 15' 27"" N","105° 21' 53"" E"
Kingbird Arrow,asphalt tanker,Ulsan,HD Hyundai Mipo Company Limited,11004421,Live,Marshall Islands,4683,1'+ dwt,19308,Double Hull,V7A3903,15607,2325,157.00,148.50,23.50,23.50,9.60,5.40,Cummins Incorporated,Majuro,-,Kawana Kaiun (Company Limited) K.K.,Japan,Kawana Kaiun (Company Limited) K.K.,Japan,KTM Corporation SA,Panama,Trafigura Beheer B.V.,Netherlands,-,-,9635389,538090712,15.00,2013,-,-,-,-,-,201,9078,NT-855-M,Steamship Mutual Underwriting Association (Bermuda) Ltd,DNV,-,-,-,-,2018-11-06T00:00:00,-,2028-11-22T00:00:00,2028-11-22T00:00:00,Suntech Ship Management Private Limited,Republic of Singapore,Suntech Ship Management Private Limited,Republic of Singapore,FOR ORDERS,Singapore East Anchorage,A,17 Aug 2026 14:07:33 GMT,24 Aug 2026 02:00:00 GMT,Kawana Kaiun (Company Limited) K.K.,Japan,"5° 50' 41"" N","84° 59' 59"" E"
Bluebird Arrow,asphalt tanker,Ulsan,HD Hyundai Mipo Company Limited,11004422,Live,Marshall Islands,4683,1'+ dwt,19379,Double Hull,V7A3959,15607,2324,157.00,148.50,23.50,23.50,9.60,5.40,Unknown Engine Designer,Majuro,-,Shichifukugumi Company Limited,Japan,Shichifukugumi Company Limited,Japan,Seven Shipping S.A.,Panama,-,-,-,-,9635377,538090720,15.00,2013,-,-,-,-,-,6769,9078,LH46L,Steamship Mutual Underwriting Association (Bermuda) Ltd,DNV,-,-,-,-,2017-12-15T00:00:00,-,2028-01-18T00:00:00,2028-01-18T00:00:00,Suntech Ship Management Private Limited,Republic of Singapore,Suntech Ship Management Private Limited,Republic of Singapore,FOR ORDERS,-,A,17 Aug 2026 14:16:09 GMT,28 Aug 2026 09:00:00 GMT,Shichifukugumi Company Limited,Japan,"22° 54' 14"" N","60° 45' 19"" E"
Blue Kingdom,asphalt tanker,Saiki,K.K. Miura Zosensho,11004448,Live,Panama,596,1'+ dwt,2240,Double Hull,3FLI8,1984,1381,79.89,74.00,-,13.20,5.01,1.39,Akasaka Diesels Limited,Panama,-,Dojima Marine Company Limited,Japan,Dojima Marine Company Limited,Japan,TKC Panama S.A.,Panama,Wooil Marine Company Limited,Republic of Korea,-,-,9634828,373706000,6.40,2012,-,-,-,-,Akasaka Diesels Limited,1618,2517,A34C,Japan Shipowners Mutual Protection & Indemnity Association,Nippon Kaiji Kyokai,-,-,2020-05-11T00:00:00,-,2017-07-27T00:00:00,-,2027-07-29T00:00:00,2027-07-29T00:00:00,Wooil Marine Company Limited,Republic of Korea,Dojima Marine Company Limited,Japan,JP-SBK/OFF,-,A,17 Aug 2026 14:13:32 GMT,19 Aug 2026 01:00:00 GMT,Dojima Marine Company Limited,Japan,"31° 15' 6"" N","131° 26' 35"" E"
Yu Shun 88,asphalt tanker,Unknown,-,11011100,Live,China,-,1'+ dwt,4210,Single,BKVK5,2940,-,97.00,-,15.00,15.00,3.50,-,Unknown Engine Designer,Zhoushan,-,Zhejiang Yushun Shipping Company Limited,People's Republic of China,Zhejiang Yushun Shipping Company Limited,People's Republic of China,Zhejiang Yushun Shipping Company Limited,People's Republic of China,-,-,-,-,8555520,413443140,-,2011,-,-,-,-,-,2397,3214,6N330-EN,-,-,-,-,-,-,-,-,-,-,Zhejiang Xinhang Shipping Company Limited,People's Republic of China,Zhejiang Xinhang Shipping Company Limited,People's Republic of China,ZHOU SHAN,-,A,17 Aug 2026 14:07:06 GMT,17 Aug 2026 06:00:00 GMT,Zhejiang Yushun Shipping Company Limited,People's Republic of China,"30° 2' 60"" N","121° 58' 6"" E"
Barakah,water tanker,Hardinxveld,Damen Shipyards (Hardinxveld) B.V.,110152,Live,United Arab Emirates,302,-1' dwt,950,Single,-,544,598,50.00,-,10.20,10.00,1.70,1.80,Caterpillar Incorporated,Abu Dhabi,-,Royal Boat Group,United Arab Emirates,Royal Boat Group,United Arab Emirates,Royal Boat Group,United Arab Emirates,-,-,-,-,7710240,-,3.50,1978,-,-,-,-,Caterpillar Incorporated,541,725,D348TA,-,-,-,-,-,-,1992-11-01T00:00:00,-,-,-,-,-,Royal Boat Group,United Arab Emirates,IRAQ,-,A,08 Oct 2021 13:31:17 GMT,11 Oct 2021 20:30:00 GMT,Royal Boat Group,United Arab Emirates,"25° 23' 52"" N","55° 28' 2"" E"
Black Dragon,asphalt tanker,Yawatahama,Kurinoura Dockyard K.K.,11069335,Live,Panama,632,1'+ dwt,2329,Double Hull,3FBS2,2106,425,79.89,74.00,-,14.00,4.71,1.39,Akasaka Diesels Limited,Panama,-,Nippon Yusen Kabushiki Kaisha (NYK Line) (Nippon Yusen Kaisha),Japan,ENEOS Ocean Corporation,Japan,IM Marine S.A. Incorporated (80%) & Sunny Cape Maritime S.A. (20%),Panama,Itochu Corporation,Japan,-,-,9652301,373901000,6.10,2012,-,-,-,-,Akasaka Diesels Limited,1912,2612,A37,Japan Shipowners Mutual Protection & Indemnity Association,Nippon Kaiji Kyokai,-,-,2020-04-17T00:00:00,-,2017-07-18T00:00:00,-,2027-09-24T00:00:00,2027-09-24T00:00:00,Fine Ocean Marine Company Limited,Republic of Korea,Fine Ocean Marine Company Limited,Republic of Korea,KR.YOS,Yeosu,A,17 Aug 2026 14:08:26 GMT,19 Aug 2026 13:00:00 GMT,ENEOS Ocean Corporation,Japan,"39° 28' 43"" N","135° 53' 19"" E"
JS Onsan,asphalt tanker,Yueqing,Zhejiang Yueqing Changhong Shipbuilding Company Limited,11091546,Live,South Korea,1717,1'+ dwt,5881,Double Hull,D8BV,4091,AT007,112.10,105.75,-,16.20,6.01,1.99,Unknown Engine Designer,Jeju,-,Jisung Global Company Limited,Republic of Korea,Jisung Global Company Limited,Republic of Korea,Jisung Shipping Company Limited,Republic of Korea,-,-,-,-,9657519,441968000,8.00,2012,-,-,-,-,Shaanxi Diesel Engine Factory,2943,3947,6N330-EN,Assuranceforeningen Gard,Korean Register,-,-,-,-,-,-,2027-06-27T00:00:00,2027-06-27T00:00:00,Jisung Shipping Company Limited,Republic of Korea,Jisung Shipping Company Limited,Republic of Korea,SHD-CN,-,A,17 Aug 2026 09:23:14 GMT,12 Aug 2026 19:00:00 GMT,Jisung Global Company Limited,Republic of Korea,"36° 51' 40"" N","122° 22' 28"" E"
The Blacksmith,asphalt tanker,Ulsan,HD Hyundai Mipo Company Limited,11126132,Live,Marshall Islands,6859,1'+ dwt,31289,Double Hull,V7BB9,23009,2365,183.00,175.00,-,27.42,10.00,6.40,B&W Diesel A/S,Majuro,-,Shinomiya Tanker KK (Shinomiya Tanker Company Limited),Japan,Shinomiya Tanker KK (Shinomiya Tanker Company Limited),Japan,Four Shrine Corporation,Panama,-,-,-,-,9659660,538005111,16.40,2013,-,-,-,-,HD Hyundai Heavy Industries Company Limited,7050,9579,6S46MC-C,Steamship Mutual Underwriting Association (Bermuda) Ltd,Bureau Veritas,-,-,2019-03-30T00:00:00,2022-02-06T00:00:00,2026-02-01T00:00:00,2023-12-03T00:00:00,2028-12-17T00:00:00,2028-12-17T00:00:00,Executive Ship Management Private Limited,Republic of Singapore,Executive Ship Management Private Limited,Republic of Singapore,CN TXG,-,A,17 Aug 2026 14:15:49 GMT,20 Aug 2026 02:00:00 GMT,Shinomiya Tanker KK (Shinomiya Tanker Company Limited),Japan,"33° 58' 41"" N","128° 39' 6"" E"
The Diplomat,asphalt tanker,Ulsan,HD Hyundai Mipo Company Limited,11126169,Live,Marshall Islands,6859,1'+ dwt,30094,Double Hull,V7BU8,23009,2366,183.00,175.00,-,27.42,10.00,6.40,B&W Diesel A/S,Majuro,-,China Minsheng Bank Corporation Limited,People's Republic of China,Minsheng Blueocean Leasing Corporation Limited,"Hong Kong, S.A.R., China",Minsheng Ruixin (Tianjin) Shipping Leasing Company Limited,People's Republic of China,Puma Energy International BV,Netherlands,-,-,9659672,538005203,16.40,2014,-,-,-,-,HD Hyundai Heavy Industries Company Limited,7050,9579,6S46MC-C,Steamship Mutual Underwriting Association (Bermuda) Ltd,Bureau Veritas,-,-,2019-05-19T00:00:00,2022-02-09T00:00:00,2024-04-01T00:00:00,2024-02-08T00:00:00,2029-04-07T00:00:00,2029-04-07T00:00:00,Executive Ship Management Private Limited,Republic of Singapore,Executive Ship Management Private Limited,Republic of Singapore,FOR ORDERS,-,A,17 Aug 2026 14:09:57 GMT,22 Aug 2026 01:00:00 GMT,Minsheng Blueocean Leasing Corporation Limited,"Hong Kong, S.A.R., China","5° 49' 26"" N","86° 0' 49"" E"
Zhuang Yuan Ao,asphalt tanker,Dalian,COSCO (Dalian) Shipyard Company Limited,11139246,Live,"Hong Kong, S.A.R., China",3197,1'+ dwt,12000,Double Hull,VRKU4,9963,N409,146.00,137.20,-,22.00,7.80,3.00,B&W Diesel A/S,Hong Kong,-,-,-,-,-,Bright Zhuang Yuan Shipping Ltd,Marshall Islands,Xin De Yuan (Hong Kong) Shipping Limited,"Hong Kong, S.A.R., China",-,-,9650339,477938700,10.80,2012,-,-,-,-,Yichang Marine Diesel Engine Plant,4440,6033,6S35MC,China Shipowners Mutual Assurance Association,Bureau Veritas,-,-,2024-10-16T00:00:00,2024-10-16T00:00:00,2022-09-01T00:00:00,2017-07-21T00:00:00,2027-07-25T00:00:00,2027-07-25T00:00:00,Wallem Shipmanagement Limited (WSM),"Hong Kong, S.A.R., China",Wallem Shipmanagement Limited (WSM),"Hong Kong, S.A.R., China",NLRTM-FIPOR,-,A,17 Aug 2026 14:16:29 GMT,19 Aug 2026 03:00:00 GMT,Bright Zhuang Yuan Shipping Ltd,Marshall Islands,"56° 59' 4"" N","18° 48' 22"" E"
Kowa Maru No.8,asphalt tanker,Hakata,Hakata Shipbuilding Company Limited,11145002,Live,Japan,-,1'+ dwt,1418,Double Hull,JD3441,749,752,69.95,-,-,10.80,4.41,0.29,The Hanshin Diesel Works Limited,Matsuyama,-,"Japan Railway Construction, Transport & Technology Agency",Japan,"Japan Railway Construction, Transport & Technology Agency & Shinei Kaiun K.K. (Shinei Marine Company Limited)",Japan,"Japan Railway Construction, Transport & Technology Agency & Shinei Kaiun K.K. (Shinei Marine Company Limited)",Japan,-,-,-,-,9652636,431004009,4.70,2012,-,-,-,-,The Hanshin Diesel Works Limited,1471,2000,LA32G,-,Nippon Kaiji Kyokai,-,-,2019-12-20T00:00:00,-,2017-11-28T00:00:00,-,2026-12-22T00:00:00,2026-12-22T00:00:00,Shinei Kaiun K.K. (Shinei Marine Company Limited),Japan,Shinei Kaiun K.K. (Shinei Marine Company Limited),Japan,>JP YOK AZ,-,A,17 Aug 2026 14:16:27 GMT,18 Aug 2026 08:20:00 GMT,"Japan Railway Construction, Transport & Technology Agency & Shinei Kaiun K.K. (Shinei Marine Company Limited)",Japan,"34° 34' 22"" N","138° 44' 10"" E"
Tovra,edible oil tanker,Tyne,Clelands Shipbuilders Limited,111507,Live,Russia,358,1'+ dwt,1188,Single,UIFM,1037,342,72.32,68.07,11.20,11.20,3.30,0.81,Alpha Diesels A/S,Archangel,-,Bunkering Company JSC,Russian Federation,Bunkering Company JSC,Russian Federation,Bunkering Company JSC,Russian Federation,-,-,-,-,7719002,273433290,4.12,1978,-,-,-,-,Alpha Diesels A/S,925,1240,8V23L-VO,-,-,-,-,-,-,2020-09-11T00:00:00,-,-,-,-,-,Bunkering Company JSC,Russian Federation,ARHANGELSK,-,A,07 May 2020 04:11:31 GMT,13 Nov 2020 08:00:00 GMT,Bunkering Company JSC,Russian Federation,"64° 30' 40"" N","40° 35' 14"" E"
Marlin Pearl,asphalt tanker,Yueqing,Xinshun Shipyard Group Company Limited,1121251,Live,Panama,1661,1'+ dwt,6003,Double Hull,3E7849,5539,XS0806,106.99,101.50,-,17.60,6.50,3.60,The Hanshin Diesel Works Limited,Panama,-,Chandra Asri Group,Indonesia,PT Chandra Daya Investasi TBK,Indonesia,Chandra Maritime International Private Limited,Republic of Singapore,-,-,-,-,9468530,352006245,10.10,2011,-,-,-,-,Wartsila Italia S.p.A.,3060,4158,9L26B2,-,-,-,-,2021-03-11T00:00:00,2024-05-04T00:00:00,2026-04-01T00:00:00,2021-03-11T00:00:00,-,-,Arcadia Shipping Private Limited,Republic of Singapore,Arcadia Shipping Private Limited,Republic of Singapore,FOR ORDERS,-,A,17 Aug 2026 14:13:15 GMT,15 Aug 2026 20:50:00 GMT,PT Chandra Daya Investasi TBK,Indonesia,"38° 1' 44"" N","23° 35' 43"" E"
RMS Watercourse,water tanker,Hull,Drypool Engineering & Dry Dock Company Limited,11219570,Live,U.K.,86,-1' dwt,300,Single,GSEW,285,-,40.10,-,4.00,-,1.50,2.01,Unknown Engine Designer,-,-,"Alan, Annette, David & Michael Pratt",United Kingdom,"Alan, Annette, David & Michael Pratt",United Kingdom,"Alan, Annette, David & Michael Pratt",United Kingdom,-,-,-,-,7340796,235093292,3.51,1973,-,-,-,-,-,-,-,UNKNOWN,-,Overseas Marine Certification Services,-,-,-,-,-,-,-,-,-,-,"Alan, Annette, David & Michael Pratt",United Kingdom,-,-,A,29 Jul 2026 06:30:29 GMT,-,"Alan, Annette, David & Michael Pratt",United Kingdom,"51° 23' 5"" N","0° 31' 7"" E"
Kiymet Ana,asphalt tanker,Taizhou,Taizhou Hongda Ship Industry Company Limited,11230089,Live,Liberia,1566,1'+ dwt,5848,Double Hull,5LRX7,4178,FX-118,112.10,105.50,16.20,16.20,6.37,1.63,Yanmar Diesel Engine Company Limited,Monrovia,-,Guven Holding,Turkiye,Guven Holding,Turkiye,Kiymet Ana Shipping Limited,Liberia,-,-,-,-,9669263,636024297,8.00,2021,-,-,-,-,Qingdao Zichai Boyang Diesel Engine Company Limited,2574,3999,6N330-EN,London Steamship Owners Mutual Insurance Association Ltd,RINA Services S.p.A.,-,-,-,-,-,-,2031-04-13T00:00:00,2031-04-13T00:00:00,Mavera Denizcilik Dis Ticaret Limited Sirketi,Turkiye,Mavera Denizcilik Dis Ticaret Limited Sirketi,Turkiye,TNRDS,Rades Anchorage,A,17 Aug 2026 14:11:24 GMT,17 Aug 2026 12:00:00 GMT,Guven Holding,Turkiye,"36° 48' 25"" N","10° 23' 8"" E"
Naxos,wine tanker,Bordeaux,Constructions Industrielles Bordeaux (France-Gironde),11257,Live,Italy,612,1'+ dwt,2176,Double Hull,ITIY,1429,270,79.51,71.50,12.30,12.30,5.11,0.52,Mak Motoren GmbH & Company KG,Naples,-,Vetor S.r.l.,Italy,Vetor S.r.l.,Italy,Vetor S.r.l.,Italy,-,-,-,-,6909909,247448000,5.60,1969,-,-,-,-,Atlas-Mak Maschinenbau GmbH,1765,2400,6MU551AK,-,RINA Services S.p.A.,-,-,-,-,2014-04-30T00:00:00,-,-,-,-,-,Vetor S.r.l.,Italy,-,-,A,07 Feb 2026 07:07:34 GMT,-,Vetor S.r.l.,Italy,"41° 13' 28"" N","13° 34' 14"" E"
Castillo de Pambre,asphalt tanker,Istanbul,Sedef Shipbuilding Incorporated  (Sedef Gemi Insaati AS),11265748,Live,Malta,1916,1'+ dwt,8353,Double Hull,9HA3312,6388,176,110.00,105.70,20.00,19.50,7.60,3.00,MAN Diesel AS,Valletta,-,Empresa Naviera Elcano SA (ENE),Spain,Empresa Naviera Elcano SA (ENE),Spain,Ojeda Shipping Limited,Malta,-,-,-,-,9661857,229412000,10.60,2013,-,-,-,-,"MAN B&W Diesel AS, Alpha Diesel",2040,2772,6L27/38,"Britannia Steam Ship Insurance Association Ltd., The",Bureau Veritas,-,-,2023-07-18T00:00:00,2021-08-14T00:00:00,2024-09-01T00:00:00,2023-07-18T00:00:00,2028-07-03T00:00:00,2028-07-03T00:00:00,Empresa Naviera Elcano SA (ENE),Spain,Empresa Naviera Elcano SA (ENE),Spain,MANDR,-,A,17 Aug 2026 14:14:34 GMT,18 Aug 2026 11:00:00 GMT,Empresa Naviera Elcano SA (ENE),Spain,"36° 39' 58"" N","6° 46' 14"" W"
