LLI Vessel Type,LLI NO,Name,Status,Flag,Net Weight,Built,Vessel Type and Size,DWT,Hull Type,Call Sign,Gross Tonnes,Yard Number,Built By,Built At,Length Overall (m),Length Between Perpendicular (m),Breadth Extreme (m),Breadth Moulded (m),Depth (m),Maximum Draught (m),Freeboard (m),Engine Built By,Designed By,Company contact,Company contact Country/Region,Port Of Registry,TEU Capacity,Beneficial Owner,Beneficial Owner Country/Region,Commercial Operator,Commercial Operator Country/Region,Registered Owner,Registered Owner Country/Region,Technical Manager,Technical Manager Country/Region,Third Party Operator,Third Party Operator Country/Region,Nominal Owner,Nominal Owner Country/Region,ISM Manager,ISM Manager Country/Region,Scrubber type,Scrubber operating arrangement,Scrubber manufacturer,Scrubber installation type,IMO,MMSI,Engine Power (kW),Engine Horsepower,Engine Designation
passenger (cruise),431975,William H.Johnson,Live,U.S.A.,34,2004,-2'gt,13,Single,WDB8368,42,—,Gladding-Hearn SB. Duclos Corporation,Somerset(Mass),17.00,—,5.00,—,2.23,—,—,—,Unknown Engine Designer,Delta Launch Services LLC,United States of America,New Orleans,—,Delta Launch Services LLC,United States of America,Delta Launch Services LLC,United States of America,Delta Launch Services LLC,United States of America,Delta Launch Services LLC,United States of America,—,—,—,—,—,—,—,—,—,—,—,366957490,—,—,UNKNOWN
passenger (cruise),432409,Havengore,Live,U.K.,—,,-2'gt,28,Single,MHQK,90,—,—,"",—,—,—,—,—,—,—,—,Unknown Engine Designer,Unknown Owners,—,—,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,—,—,—,—,—,—,—,—,—,—,—,235035759,—,—,UNKNOWN
passenger (cruise),43247,Nivaga 1,Dead,New Zealand,113,1962,-2'gt,—,Single,—,369,—,—,Hong Kong,41.00,—,8.70,—,3.10,2.50,0.60,—,L. Gardner & Sons Limited,Carter & Wright,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,5254084,—,142,190,8L3B
passenger (cruise),43430,Pacific,Dead,St. Kitts-Nevis,11049,1971,10'-60'gt,3700,Single,—,23149,393,STX Finland OY - SEE NOW AS Arctech Helsinki Shipyard Incorporated,Helsinki,194.32,163.16,24.02,24.00,14.20,6.72,7.48,Wartsila Finland oy,Sulzer Turbomachinery Services,Indian Breakers,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7027411,—,3356,4500,9ZH40/48
passenger (cruise),4366975,Silver Spirit,Live,Bahamas,—,2009,10'-60'gt,3882,Single,C6XU6,39444,6178,Fincantieri-Cantieri Navali Italiani S.p.A. Ancona,Ancona,210.70,167.50,—,26.50,11.50,6.60,4.90,—,Wartsila Corporation,Silversea Cruises Limited,United States of America,Nassau,—,Lefebvre family,Monaco,Silversea Cruises Limited,United States of America,Silversea Cruises Limited,United States of America,Silversea S.A.M.,Monaco,—,—,—,—,Silversea S.A.M.,Monaco,—,—,—,—,9437866,311022500,8500,11399,9L38
passenger (cruise),4410162,Azuki Maru,Live,Japan,—,1990,-2'gt,252,Single,JL5830,965,117,Fujiwara Zoshensho Shipbuilding,Omishima,65.00,59.15,—,14.00,3.74,2.94,0.80,Niigata Shipbuilding & Repair Incorporated,Niigata Shipbuilding & Repair Incorporated,Shikoku Ferry K.K.,Japan,Takamatsu,—,Shikoku Ferry K.K.,Japan,Shikoku Ferry K.K.,Japan,Shodoshima Kososuken K.K.,Japan,Shikoku Ferry K.K.,Japan,—,—,—,—,—,—,—,—,—,—,8848604,431000381,1618,2200,6MG28HX
passenger (cruise),44175,The Oceanic,Dead,Tuvalu,20666,1965,10'-60'gt,8378,Single,—,38772,1876,Cantieri Riuniti Dell'Adriatico,Monfalcone,238.45,206.00,29.40,29.40,14.70,8.78,6.13,Cantieri Riuniti Dell'Adriatico,AB De Lavals Angturbin,Seahawk N.A.,—,Funafuti,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,5260679,—,22000,53367,DE LAVAL TURBINE
passenger (cruise),44205,Constitution,Dead,U.S.A.,8747,1951,10'-60'gt,7222,Single,—,29638,1619,Massachusetts Heavy Industries,Boston(USA),208.00,192.95,27.18,27.18,16.13,9.20,6.93,—,Unknown Engine Designer,American Classic,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,5078882,—,41014,55000,UNKNOWN
passenger (cruise),44214,Platinum II,Dead,Unknown,9016,1950,10'-60'gt,7250,Single,—,20220,1618,Bethlehem Steel Corporation,Baltimore,208.00,—,27.20,27.13,16.14,9.20,6.94,Bethlehem SB. Corporation,Unknown Engine Designer,Indian Breakers,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,5160180,—,—,—,UNKNOWN TURBINE
passenger (cruise),44252,Sydney,Dead,Comoros,4405,1974,10'-60'gt,2142,Single,—,11889,1085,Vickers Shipbuilding & Engineering Limited,Barrow-in-Furness,136.00,—,21.50,—,12.90,5.80,7.10,Crossley Marine Engines,Semt Pielstick SA,Indian Breakers,—,Moroni,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7301221,—,5966,8000,16PC2-2V-400
passenger (cruise),44403,Okean,Dead,Russia,990,1969,2'-10'gt,1170,Single,—,3284,B88/06,Stocznia Szczecinska Nowa Sp. z o.o.,Szczecin,96.35,88.76,13.83,13.78,8.77,5.30,3.47,Zaklady Przemyslu Metalowego H. Cegielski S.A.,Sulzer Turbomachinery Services,Hydrometeorology,—,Vladivostok,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7016503,—,1790,2400,8TD48
passenger (cruise),44505,Regal Empress,Dead,St. Kitts-Nevis,11236,1953,10'-60'gt,7860,Single,—,21909,636,Alexander Stephen & Sons Limited,Glasgow,173.04,170.69,24.08,24.08,14.33,8.53,5.80,Deutz AG,Deutz AG,Indian Breakers,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,5262835,—,5369,7200,RBV12M540
passenger (cruise),447769,Sunset Queen,Live,U.S.A.,67,1973,-2'gt,—,Single,WCZ7292,98,107,—,Panama City(USA),—,—,—,—,—,—,—,—,Unknown Engine Designer,Unknown Owners,—,New York,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,—,—,—,—,—,—,—,—,—,—,—,367005720,—,—,UNKNOWN
passenger (cruise),45104,Sun,Dead,St. Kitts-Nevis,2792,1953,2'-10'gt,1599,Single,—,5119,1475,Ansaldo S.p.A.,Genoa,126.00,—,16.80,—,9.00,5.40,3.60,Nordberg Manufacturing Company,Nordberg Manufacturing Company,Turkish Breakers,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,5001889,—,2319,3110,TSM-219
passenger (cruise),45133,Orpheus,Dead,Greece,1751,1948,2'-10'gt,942,Single,—,4890,1349,Harland & Wolff Heavy Industries Limited,Belfast,114.00,105.39,15.24,15.24,5.80,4.88,0.92,—,Unknown Engine Designer,Epirotiki C.,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,5243762,—,2088,2800,UNKNOWN DIESEL
passenger (cruise),45173,Osetiya,Dead,Ukraine,1322,1963,2'-10'gt,682,Single,—,3219,—,—,U.S.S.R.,101.00,—,14.60,—,5.70,3.90,1.80,—,"Skodaexport, a.s.",Ukrainian Danube,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,6421490,—,1491,2000,8DR43/61-V1
passenger (cruise),451888,Sightseer XII,Live,U.S.A.,197,1933,-2'gt,—,Single,WM8392,290,—,John H. Mathis Company,Camden(NJ USA),—,—,—,—,—,9.20,—,—,Unknown Engine Designer,Circle Line-Sightseeing Yachts Incorporated,United States of America,New York,—,Circle Line-Sightseeing Yachts Incorporated,United States of America,Circle Line-Sightseeing Yachts Incorporated,United States of America,Circle Line-Sightseeing Yachts Incorporated,United States of America,Circle Line-Sightseeing Yachts Incorporated,United States of America,—,—,—,—,—,—,—,—,—,—,—,367032250,—,—,3306PCTA
passenger (cruise),452554,Bali Hai II,Live,Indonesia,120,1994,-2'gt,48,Single,YGKZ,399,15,Austal Ships Proprietary Limited,Fremantle,33.60,30.83,10.81,10.50,3.50,1.20,2.30,—,MTU Friedrichshafen GmbH,P.T. Bali Cruises Nusantara,Indonesia,Benoa,—,P.T. Bali Cruises Nusantara,Indonesia,P.T. Bali Cruises Nusantara,Indonesia,P.T. Bali Cruises Nusantara,Indonesia,P.T. Bali Cruises Nusantara,Indonesia,—,—,—,—,—,—,—,—,—,—,9034884,525010109,1490,1999,12V396TE74
passenger (cruise),453516,Laura,Live,Italy,13,1974,-2'gt,—,Single,ISRA,56,91,—,Ancona,—,17.00,5.60,5.30,2.96,—,—,Caterpillar Incorporated,Caterpillar Incorporated,Servizi Ecologici Porto di Genova S.p.A.,Italy,Genoa,—,Servizi Ecologici Porto di Genova S.p.A.,Italy,Servizi Ecologici Porto di Genova S.p.A.,Italy,Servizi Ecologici Porto di Genova S.p.A.,Italy,Servizi Ecologici Porto di Genova S.p.A.,Italy,—,—,—,—,—,—,—,—,—,—,—,—,423,567,D379
passenger (cruise),45507,Acif,Dead,Togo,7856,1971,10'-60'gt,2936,Single,—,20186,411,Emder Werft und Dockbetriebe GmbH (EWD),Emden,168.00,144.30,24.59,24.59,15.14,7.70,7.44,Fiat Avio SpA,Fiat Avio SpA,Pullmantur,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,7018563,—,3356,4500,C420.10SS
passenger (cruise),462005,Amadeus Royal,Live,Germany,—,,Unknown size,—,Single,DB2416,83607,—,—,"",—,—,—,—,—,—,—,—,Unknown Engine Designer,Unknown Owners,—,—,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,—,—,—,—,—,—,—,—,—,—,—,211171550,—,—,UNKNOWN
passenger (cruise),4635,Copa Casino,Dead,Bahamas,4590,1951,2'-10'gt,7068,Single,—,9114,—,—,Netherlands,153.00,—,21.10,—,12.80,8.80,4.00,—,Unknown Engine Designer,Indian Breakers,—,Nassau,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,5302776,—,—,—,UNKNOWN
passenger (cruise),4642673,Big Thunder,Live,U.S.A.,63,1981,-2'gt,—,Single,WDC7083,93,100-8,Neuville Boat Works,"",—,—,—,—,—,—,—,—,Unknown Engine Designer,Unknown Owners,—,Houston,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,—,—,—,—,—,—,—,—,—,—,—,367065920,—,—,UNKNOWN
passenger (cruise),46666,Petropavlovsk,Dead,Russia,1499,1960,2'-10'gt,1357,Single,—,4999,—,—,East Germany,122.00,—,16.10,—,10.30,5.20,5.10,—,MAN Energy Solutions SE,Unknown Owners,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,5276563,—,3095,4150,K6Z57/80C
passenger (cruise),4669246,Phillip D.,Live,U.S.A.,67,1981,-2'gt,30,Single,WDE3690,99,261,Camcraft Incorporated,U.S.A.,—,—,—,—,—,—,—,—,Unknown Engine Designer,Unknown Owners,—,New Orleans,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,—,—,—,—,—,—,—,—,—,—,—,367342810,—,—,UNKNOWN
passenger (cruise),469889,Nordstern 2,Live,Unknown,—,1902,Unknown size,—,Single,—,,—,—,"",—,—,—,—,—,—,—,—,Unknown Engine Designer,Unknown Owners,—,—,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,UNKNOWN
passenger (cruise),4713313,Blue Sea V,Live,U.S.A.,67,1971,-2'gt,—,Single,WDD7016,99,H-3-710025,Swiftship Shipbuilders LLC,"",—,—,—,—,—,—,—,—,Unknown Engine Designer,Unknown Owners,—,New York,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,—,—,—,—,—,—,—,—,—,—,—,367018020,—,—,UNKNOWN
passenger (cruise),4722,Philippines,Dead,St. Kitts-Nevis,14608,1952,10'-60'gt,8852,Single,—,27090,1757,Cantieri Riuniti Dell'Adriatico,Monfalcone,207.00,188.45,26.60,26.60,15.02,8.54,6.48,Fiat Avio SpA,Fiat Avio SpA,Manila F.,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,5030684,—,9321,12500,FIAT DIESEL
passenger (cruise),472510,AIDAblu,Live,Italy,45123,2010,60'-100'gt,7889,Single,IBWX,71304,S680,Meyer Werft GmbH (Dormant),Papenburg,253.33,225.00,—,32.20,9.60,7.30,2.30,Caterpillar Motoren Rostock GmbH,Mak Motoren GmbH & Company KG,Costa Crociere S.p.A.,Italy,Genoa,—,Carnival Corporation,United States of America,Costa Crociere S.p.A.,Italy,Costa Crociere S.p.A.,Italy,Carnival Maritime GmbH,Germany,Aida Cruises German Branch of Costa Crociere SpA,Germany,—,—,Carnival Maritime GmbH,Germany,Unknown,Unknown,Unknown Scrubber Manufacturer,—,9398888,247282500,12500,10400,9M43
passenger (cruise),472530,Carnival Luminosa,Live,Bahamas,59465,2009,60'-100'gt,10528,Single,C6GB6,92720,6155,Fincantieri-Cantieri Navali Italiani S.p.A. Venice,Venice,294.00,265.36,36.00,32.25,14.00,8.10,5.90,—,Unknown Engine Designer,Carnival Corporation (Carnival Cruise Line),United States of America,Nassau,—,Carnival Corporation,United States of America,Carnival Corporation (Carnival Cruise Line),United States of America,Carnival Corporation (Carnival Cruise Line),United States of America,Carnival Corporation (Carnival Cruise Line),United States of America,—,—,—,—,Carnival Corporation (Carnival Cruise Line),United States of America,Unknown,Unknown,Ecospray Technologies S.r.l.,Retrofit,9398905,311001201,—,—,UNKNOWN
passenger (cruise),472531,Costa Deliziosa,Live,Italy,59465,2010,60'-100'gt,7500,Single,IBJD,92720,6164,Fincantieri-Cantieri Navali Italiani S.p.A. Venice,Venice,294.00,265.30,—,32.25,13.69,8.10,5.59,—,Mak Motoren GmbH & Company KG,Costa Crociere S.p.A.,Italy,Genoa,—,Carnival Corporation,United States of America,Costa Crociere S.p.A.,Italy,Costa Crociere S.p.A.,Italy,Carnival Maritime GmbH,Germany,—,—,—,—,Carnival Maritime GmbH,Germany,Unknown,Unknown,Unknown Scrubber Manufacturer,—,9398917,247282900,13600,18490,12M43C
passenger (cruise),4727672,Caribena,Live,Puerto Rico,—,2004,-2'gt,—,Single,WDB7391,191,1954,VT Halter Marine,Pascagoula,28.95,—,—,7.31,3.04,—,—,—,—,Puerto Rico Ports Authority,Puerto Rico,Fajardo,—,Puerto Rico Ports Authority,Puerto Rico,Puerto Rico Ports Authority,Puerto Rico,Puerto Rico Ports Authority,Puerto Rico,Puerto Rico Ports Authority,Puerto Rico,—,—,—,—,—,—,—,—,—,—,8990988,—,245,329,12V2000M70
passenger (cruise),4727868,Canadian II,Live,Canada,52,1961,-2'gt,—,Single,CY8723,104,—,Paasch Marine Services,Erie,22.80,—,5.34,—,—,—,—,Cummins Incorporated,Cummins Incorporated,H Orleans Holdings Incorporated,Canada,Vancouver,—,H Orleans Holdings Incorporated,Canada,H Orleans Holdings Incorporated,Canada,H Orleans Holdings Incorporated,Canada,H Orleans Holdings Incorporated,Canada,—,—,—,—,—,—,—,—,—,—,6815873,—,393,535,V12-525-M
passenger (cruise),4728207,Fajardo II,Live,Puerto Rico,—,1996,-2'gt,—,Single,WCW9905,186,1658,VT Halter Marine,Lockport,28.95,—,—,7.30,3.05,—,—,—,—,Puerto Rico Ports Authority,Puerto Rico,San Juan,—,Puerto Rico Ports Authority,Puerto Rico,Puerto Rico Ports Authority,Puerto Rico,Puerto Rico Ports Authority,Puerto Rico,Puerto Rico Ports Authority,Puerto Rico,—,—,—,—,—,—,—,—,—,—,9068926,—,375,503,12V-71-TI
passenger (cruise),473508,Hog Wild,Live,Italy,64,2002,-2'gt,—,Single,—,80,JDL68030F002,—,Beaufort,68.00,—,—,19.70,9.00,—,—,—,Unknown Engine Designer,Decoy LLC,United States of America,Capri,—,Decoy LLC,United States of America,Decoy LLC,United States of America,Decoy LLC,United States of America,Decoy LLC,United States of America,—,—,—,—,—,—,—,—,—,—,2959827,—,—,—,UNKNOWN
passenger (cruise),473513,Kenangan 3,Live,Malaysia,47,1999,-2'gt,24,Single,9MAN9,156,-,P.T.Palindo,Tanjung Pinang,30.00,—,6.00,—,1.65,1.30,0.35,—,Unknown Engine Designer,Langkawi Ferry Services Sendirian Berhad,Malaysia,Penang,—,Langkawi Ferry Services Sendirian Berhad,Malaysia,Langkawi Ferry Services Sendirian Berhad,Malaysia,Langkawi Ferry Services Sendirian Berhad,Malaysia,Langkawi Ferry Services Sendirian Berhad,Malaysia,—,—,—,—,—,—,—,—,—,—,8958784,533615000,984,1319,3196DITA
passenger (cruise),473693,Soltara,Live,U.S.A.,14,2006,-2'gt,—,Single,—,15,—,—,"",37.00,—,—,11.50,10.00,—,—,—,Unknown Engine Designer,Waldemar Bruj,United States of America,Seattle,—,Waldemar Bruj,United States of America,Waldemar Bruj,United States of America,Waldemar Bruj,United States of America,Waldemar Bruj,United States of America,—,—,—,—,—,—,—,—,—,—,2959803,—,—,—,UNKNOWN
passenger (cruise),4751308,Vieques II,Live,Puerto Rico,—,1996,-2'gt,—,Single,WCW7097,493,1695,Breaux Bay Craft Incorporated,Loreauville,—,—,—,9.00,3.65,—,—,—,—,Puerto Rico Ports Authority,Puerto Rico,San Juan,—,Puerto Rico Ports Authority,Puerto Rico,Puerto Rico Ports Authority,Puerto Rico,Puerto Rico Ports Authority,Puerto Rico,Puerto Rico Ports Authority,Puerto Rico,—,—,—,—,—,—,—,—,—,—,9068902,—,375,503,12V-71-TI
passenger (cruise),475436,Miss Suzanne,Live,U.S.A.,66,2002,-2'gt,—,Single,WDD3505,98,106,—,Cut Off,—,—,—,—,—,2.00,—,—,Unknown Engine Designer,Unknown Owners,—,—,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,—,—,—,—,—,—,—,—,—,—,—,367132360,—,—,UNKNOWN
passenger (cruise),4757,Winner 5,Dead,St. Kitts-Nevis,5102,1957,10'-60'gt,3542,Single,—,12609,1821,Cantieri Riuniti Dell'Adriatico,Monfalcone,159.20,140.30,21.20,21.20,11.62,0.00,4.81,Cantieri Riuniti Dell'Adriatico,Unknown Engine Designer,Indian Breakers,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,5031078,—,12944,17400,UNKNOWN TURBINE
passenger (cruise),47752,Priamurye,Dead,Antigua & Barbuda,2061,1960,2'-10'gt,1332,Single,—,4871,—,—,East Germany,122.00,—,16.10,—,10.30,5.30,5.00,—,Unknown Engine Designer,FESCO,—,St. John's,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,5383029,—,3095,4150,UNKNOWN
passenger (cruise),47753,Priboy,Live,Russia,980,1969,2'-10'gt,1140,Single,UHIP,3269,5,Stocznia Szczecinska Nowa Sp. z o.o.,Szczecin,96.35,88.40,13.83,13.80,8.76,5.30,3.46,Zaklady Przemyslu Metalowego H. Cegielski S.A.,Sulzer Turbomachinery Services,Russian Federal Service for Hydrometeorology & Environmental Monitoring 'HYDROMETFLOT',Russian Federation,Vladivostok,—,Russian Federal Service for Hydrometeorology & Environmental Monitoring 'HYDROMETFLOT',Russian Federation,Russian Federal Service for Hydrometeorology & Environmental Monitoring 'HYDROMETFLOT',Russian Federation,Far Eastern Region Hydrometeorological Institute (Dalnevostochnyy Gidromet. NII),Russian Federation,Russian Federal Service for Hydrometeorology & Environmental Monitoring 'HYDROMETFLOT',Russian Federation,—,—,—,—,—,—,—,—,—,—,6916586,273439900,1790,2400,8TD48
passenger (cruise),477560,Drottning Silvia,Live,Sweden,—,,Unknown size,1,Single,SJNV,2,—,—,"",6.00,—,24.00,—,—,0.20,—,—,Unknown Engine Designer,Unknown Owners,—,—,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,—,—,—,—,—,—,—,—,—,—,—,265524770,—,—,UNKNOWN
passenger (cruise),47760,Priliv,Live,Russia,969,1969,2'-10'gt,1050,Single,UHIR,3283,4,Stocznia Szczecinska Nowa Sp. z o.o.,Szczecin,97.10,86.00,13.83,13.80,8.75,5.20,3.55,Zaklady Przemyslu Metalowego H. Cegielski S.A.,Sulzer Turbomachinery Services,Russian Federal Service for Hydrometeorology & Environmental Monitoring 'HYDROMETFLOT',Russian Federation,Vladivostok,—,Russian Federal Service for Hydrometeorology & Environmental Monitoring 'HYDROMETFLOT',Russian Federation,Russian Federal Service for Hydrometeorology & Environmental Monitoring 'HYDROMETFLOT',Russian Federation,Far Eastern Region Hydrometeorological Institute (Dalnevostochnyy Gidromet. NII),Russian Federation,Russian Federal Service for Hydrometeorology & Environmental Monitoring 'HYDROMETFLOT',Russian Federation,—,—,—,—,—,—,—,—,—,—,6916574,273437900,1790,2400,8TD48
passenger (cruise),481928,Int'l Star,Live,U.S.A.,66,1980,-2'gt,30,Single,WDD5897,98,108,Offshore Trawlers Incorporated,Bayou La Batre,—,—,—,—,—,3.00,—,—,Unknown Engine Designer,International Offshore Services LLC,United States of America,New Orleans,—,International Offshore Services LLC,United States of America,International Offshore Services LLC,United States of America,International Marine LLC,United States of America,International Offshore Services LLC,United States of America,—,—,—,—,—,—,—,—,—,—,—,367165460,—,—,UNKNOWN
passenger (cruise),4819948,Avontuur IV,Live,U.K.,—,2006,Unknown size,—,Single,MLCK7,,—,—,"",35.00,—,5.00,—,—,1.10,—,—,Unknown Engine Designer,Viscount Cruises Limited,United Kingdom,—,—,Viscount Cruises Limited,United Kingdom,Viscount Cruises Limited,United Kingdom,Viscount Cruises Limited,United Kingdom,Viscount Cruises Limited,United Kingdom,—,—,—,—,—,—,—,—,—,—,—,235054304,2000,2681,8210M
passenger (cruise),482756,St. Tatiana,Live,U.S.A.,22,1995,-2'gt,8,Single,WDD2610,27,9,—,Sitka,—,—,—,7.01,1.83,—,—,—,Unknown Engine Designer,Unknown Owners,—,Sitka,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,—,—,—,—,—,—,—,—,—,—,—,367117540,—,—,UNKNOWN
passenger (cruise),483230,Ms Jane,Live,U.S.A.,66,1977,-2'gt,30,Single,WDE9656,98,23,Offshore Trawlers Incorporated,Bayou La Batre,31.00,—,11.00,—,—,2.60,—,—,Unknown Engine Designer,REC Marine Logistics LLC,United States of America,Houma,—,Gulf Offshore Logistics LLC,United States of America,REC Marine Logistics LLC,United States of America,REC Boats LLC,United States of America,REC Marine Logistics LLC,United States of America,—,—,—,—,—,—,—,—,—,—,8978150,367419770,—,—,UNKNOWN
passenger (cruise),483390,Lorraine G.,Live,U.S.A.,64,1978,-2'gt,—,Single,WCW8615,94,0169,Swiftship Shipbuilders LLC,Morgan City,109.00,—,22.00,—,—,24.80,—,—,Unknown Engine Designer,Unknown Owners,—,New Orleans,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,—,—,—,—,—,—,—,—,—,—,—,367126070,—,—,UNKNOWN
passenger (cruise),489389,Princess,Live,Netherlands,—,1981,Unknown size,—,Single,—,,—,Husumer Shipbuilding (Dock & Repair) GmbH,Husum(DEU),—,—,—,—,—,—,—,—,Unknown Engine Designer,Exploitatie Maatschappij Princess B.V.,Netherlands,—,—,Exploitatie Maatschappij Princess B.V.,Netherlands,Exploitatie Maatschappij Princess B.V.,Netherlands,Exploitatie Maatschappij Princess B.V.,Netherlands,Exploitatie Maatschappij Princess B.V.,Netherlands,—,—,—,—,—,—,—,—,—,—,—,—,—,—,UNKNOWN
passenger (cruise),491240,Suncruz VIII,Live,U.S.A.,65,1991,-2'gt,—,Single,WDA5098,96,—,Nichols Bros. Boat Builders Incorporated,Freeland,—,—,—,—,—,—,—,—,Unknown Engine Designer,Vessel Casinos Incorporated,United States of America,Cape Canaveral,—,Vessel Casinos Incorporated,United States of America,Vessel Casinos Incorporated,United States of America,Vessel Casinos Incorporated,United States of America,Vessel Casinos Incorporated,United States of America,—,—,—,—,—,—,—,—,—,—,—,—,—,—,UNKNOWN
passenger (cruise),492177,El Suavecito,Live,Colombia,—,2006,-2'gt,—,Single,—,10,—,—,"",—,—,—,—,—,—,—,—,Unknown Engine Designer,Unknown Owners,—,—,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,—,—,—,—,—,—,—,—,—,—,2959516,—,—,—,UNKNOWN
passenger (cruise),492316,Lavelina,Live,Colombia,—,2006,-2'gt,—,Single,—,2,—,—,"",—,—,—,—,—,—,—,—,Unknown Engine Designer,Unknown Owners,—,—,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,—,—,—,—,—,—,—,—,—,—,2959607,—,—,—,UNKNOWN
passenger (cruise),492321,Nina Wen,Live,Colombia,—,2006,-2'gt,—,Single,—,7,—,—,"",—,—,—,—,—,—,—,—,Unknown Engine Designer,Unknown Owners,—,—,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,—,—,—,—,—,—,—,—,—,—,2959645,—,—,—,UNKNOWN
passenger (cruise),4943688,Svea,Live,Sweden,—,1979,-2'gt,200,Single,SFEB,241,123,Asi Verkstads AB,Amal,41.00,38.99,12.00,9.61,4.02,3.30,0.72,—,Unknown Engine Designer,Government of The Kingdom of Sweden,Sweden,Vaxholm,—,Government of The Kingdom of Sweden,Sweden,Government of The Kingdom of Sweden,Sweden,Produktion Vast Vagverket,Sweden,Government of The Kingdom of Sweden,Sweden,—,—,—,—,—,—,—,—,—,—,7723596,265604520,209,280,DSI11
passenger (cruise),496581,Golden Image,Live,Indonesia,—,1976,-2'gt,—,Single,YB3443,115,—,—,Kinoe,23.00,—,—,5.40,2.50,—,—,—,Unknown Engine Designer,Batamfast Private Limited,Republic of Singapore,—,—,Batamfast Private Limited,Republic of Singapore,Batamfast Private Limited,Republic of Singapore,Batam Fast Ferry Private Limited,Republic of Singapore,Batamfast Private Limited,Republic of Singapore,—,—,—,—,Batam Fast Ferry Private Limited,Republic of Singapore,—,—,—,—,8883408,525023092,—,—,6LU26G
passenger (cruise),498116,Opah,Live,U.S.A.,—,1997,Unknown size,—,Single,WBJ5308,,—,—,"",—,—,—,—,—,—,—,—,Unknown Engine Designer,Frank P. Porembski,United States of America,—,—,Frank P. Porembski,United States of America,Frank P. Porembski,United States of America,Frank P. Porembski,United States of America,Frank P. Porembski,United States of America,—,—,—,—,—,—,—,—,—,—,—,366318260,—,—,UNKNOWN
passenger (cruise),498357,Donny Jr,Live,U.S.A.,59,1980,-2'gt,—,Single,WDD3803,88,275,Swiftship Shipbuilders LLC,Morgan City,—,—,—,—,—,2.00,—,—,Unknown Engine Designer,Unknown Owners,—,Galveston,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,—,—,—,—,—,—,—,—,—,—,—,367136380,—,—,UNKNOWN
passenger (cruise),498364,Jody Ray,Live,U.S.A.,66,1964,-2'gt,—,Single,WDD3802,97,—,—,Loreauville,—,—,—,—,—,—,—,—,Unknown Engine Designer,Unknown Owners,—,Galveston,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,—,—,—,—,—,—,—,—,—,—,7307366,367136370,—,—,UNKNOWN
passenger (cruise),50033,Marianna 9,Dead,Greece,11230,1961,10'-60'gt,8738,Single,—,19769,—,—,U.K.,190.00,—,24.00,—,13.60,7.80,5.80,—,Unknown Engine Designer,Consolidated M.,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,5285045,—,—,—,UNKNOWN
