LLI Vessel Type,LLI NO,Name,Status,Flag,Net Weight,Built,Vessel Type and Size,DWT,Hull Type,Call Sign,Gross Tonnes,Yard Number,Built By,Built At,Length Overall (m),Length Between Perpendicular (m),Breadth Extreme (m),Breadth Moulded (m),Depth (m),Maximum Draught (m),Freeboard (m),Engine Built By,Designed By,Company contact,Company contact Country/Region,Port Of Registry,TEU Capacity,Beneficial Owner,Beneficial Owner Country/Region,Commercial Operator,Commercial Operator Country/Region,Registered Owner,Registered Owner Country/Region,Technical Manager,Technical Manager Country/Region,Third Party Operator,Third Party Operator Country/Region,Nominal Owner,Nominal Owner Country/Region,ISM Manager,ISM Manager Country/Region,Scrubber type,Scrubber operating arrangement,Scrubber manufacturer,Scrubber installation type,IMO,MMSI,Engine Power (kW),Engine Horsepower,Engine Designation
passenger (cruise),10002668,Aqua,Live,Peru,—,2007,-2'gt,—,Single,—,400,—,—,"",39.80,—,7.30,—,—,2.25,—,—,—,Aqua Expeditions,Peru,Peru,—,Aqua Expeditions,Peru,Aqua Expeditions,Peru,Aqua Expeditions,Peru,Aqua Expeditions,Peru,—,—,—,—,—,—,—,—,—,—,—,—,388,520,3412
passenger (cruise),10017990,Casino Royale,Live,India,854,2008,2'-10'gt,233,Single,AUTU,2848,116,Waterways Shipyard Private Limited,Mormugao,70.00,66.65,13.42,13.42,3.75,2.01,1.74,Cummins Incorporated,Cummins Incorporated,High Street Cruises & Entertainment Private Limited,India,Panaji,—,High Street Cruises & Entertainment Private Limited,India,High Street Cruises & Entertainment Private Limited,India,High Street Cruises & Entertainment Private Limited,India,High Street Cruises & Entertainment Private Limited,India,—,—,—,—,High Street Cruises & Entertainment Private Limited,India,—,—,—,—,9507439,419076700,379,515,KTA-19
passenger (cruise),10029676,Seachaser,Live,U.S.A.,66,1981,-2'gt,—,Single,WDE6416,97,252,Camcraft Incorporated,"",—,—,—,—,—,—,—,—,Unknown Engine Designer,Unknown Owners,—,Houston,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,—,—,—,—,—,—,—,—,—,—,—,367380030,—,—,UNKNOWN
passenger (cruise),10037358,American Princess 2,Live,U.S.A.,64,1995,-2'gt,—,Single,WDC7054,94,405,Gulf Craft LLC,Patterson,—,—,—,—,—,—,—,—,Unknown Engine Designer,Unknown Owners,—,Newburyport,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,—,—,—,—,—,—,—,—,—,—,—,367065440,—,—,UNKNOWN
passenger (cruise),10051765,Fire Island Belle,Live,U.S.A.,52,2009,-2'gt,—,Single,WDE9324,131,326,Blount Marine Corporation,Warren(USA),24.41,—,—,6.09,2.13,—,—,—,Unknown Engine Designer,Fire Island Ferries Incorporated,United States of America,New York,—,Fire Island Ferries Incorporated,United States of America,Fire Island Ferries Incorporated,United States of America,Fire Island Ferries Incorporated,United States of America,Fire Island Ferries Incorporated,United States of America,—,—,—,—,—,—,—,—,—,—,9574341,—,—,—,UNKNOWN
passenger (cruise),10061270,Sri Labuan Lima,Live,Malaysia,61,2004,-2'gt,—,Single,9WEQ9,137,2381,Yong Choo Kui Shipyard Sendirian Berhad,Sibu,—,—,—,4.28,1.50,—,—,Yanmar Diesel Engine Company Limited,Yanmar Diesel Engine Company Limited,Trans-Link Sendirian Berhad,Malaysia,Kota Kinabalu,—,Trans-Link Sendirian Berhad,Malaysia,Trans-Link Sendirian Berhad,Malaysia,Trans-Link Sendirian Berhad,Malaysia,Trans-Link Sendirian Berhad,Malaysia,—,—,—,—,—,—,—,—,—,—,8993899,533000233,610,829,6AYM-ETE
passenger (cruise),101145,Nordbris,Live,Norway,165,1959,-2'gt,90,Single,JXZM,435,152,Kaldnes Mek Verkstad A/S,Tonsberg,45.00,—,8.60,—,5.40,3.20,2.20,MAN Energy Solutions SE,MAN Energy Solutions SE,Norbrise AS,Norway,—,—,Norbrise AS,Norway,Norbrise AS,Norway,Norbrise AS,Norway,Norbrise AS,Norway,—,—,—,—,—,—,—,—,—,—,5300819,—,623,835,G7V30/45ATL
passenger (cruise),101677,Serenissima,Live,Bahamas,829,1960,2'-10'gt,590,Single,C6IF6,2598,244,Aker Trondelag AS,Trondheim,87.41,79.55,13.28,13.26,7.35,4.92,2.44,K/S Burmeister & Wain I,B&W Diesel A/S,Unknown Owners,—,Nassau,—,Unknown Owners,—,Unknown Owners,—,Maritime Nine Invest Limited,Liberia,Vestland Marine Spolka Z.O.O.,Poland,—,—,—,—,Vestland Marine Spolka Z.O.O.,Poland,—,—,—,—,5142657,311006560,2573,3450,5-50VTBF-110/40
passenger (cruise),10172092,Scenic Sapphire,Live,Malta,—,2008,2'-10'gt,—,Single,9HA2277,2721,—,—,"",261.00,—,32.00,—,—,1.80,—,—,Unknown Engine Designer,Scenic Tours Europe AG,Switzerland,—,—,Scenic Tours Proprietary Limited,Australia,Scenic Tours Europe AG,Switzerland,MS Scenic Sapphire AG,Switzerland,Scenic Tours Europe AG,Switzerland,—,—,—,—,—,—,—,—,—,—,8338415,248236000,—,—,3516TA
passenger (cruise),10172889,Tuah 2,Live,Malaysia,63,2008,-2'gt,—,Single,9MGY6,168,—,P.T.Palindo,Tanjung Pinang,33.00,—,6.20,6.20,—,11.30,—,—,Unknown Engine Designer,Penaga Timur (M) Sendirian Berhad,Malaysia,Port Klang,—,Penaga Timur (M) Sendirian Berhad,Malaysia,Penaga Timur (M) Sendirian Berhad,Malaysia,Penaga Timur (M) Sendirian Berhad,Malaysia,Penaga Timur (M) Sendirian Berhad,Malaysia,—,—,—,—,—,—,—,—,—,—,9526447,533019400,—,—,D2842LE
passenger (cruise),101747,Southern Elegance,Live,Panama,691,1956,-2'gt,309,Single,3EMI5,1511,115,Aalborg Vaerft,Aalborg,70.00,—,13.00,—,5.80,3.80,2.00,—,British Polar Engines Limited,Tropical Cruise Line S.A.,United States of America,Panama,—,Tropical Cruise Line S.A.,United States of America,Tropical Cruise Line S.A.,United States of America,Tropical Cruise Line S.A.,United States of America,Tropical Cruise Line S.A.,United States of America,—,—,—,—,—,—,—,—,—,—,5136359,—,1212,1625,MN110
passenger (cruise),10188810,Prinzessin Sisi,Live,Malta,—,2000,-2'gt,—,Single,9HTT8,370,—,IHC Merwede Shipyard B.V.,Hardinxveld,109.96,—,11.40,11.40,1.50,1.50,0.00,—,Unknown Engine Designer,Unknown Owners,—,—,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,—,—,—,—,—,—,—,—,—,—,8643456,256417000,78,105,4BT3.9
passenger (cruise),10230311,Avalon Felicity,Live,Germany,—,2010,Unknown size,—,Single,DF5975,—,—,—,"",—,—,—,—,—,—,—,—,Unknown Engine Designer,Avalon Waterways,United States of America,—,—,Avalon Waterways,United States of America,Avalon Waterways,United States of America,Avalon Waterways,United States of America,Avalon Waterways,United States of America,—,—,—,—,—,—,—,—,—,—,—,211479640,—,—,UNKNOWN
passenger (cruise),10236107,Prinzessin Katharina,Live,Malta,—,1991,-2'gt,478,Single,9HOX7,240,—,—,Unknown,110.00,—,11.20,11.20,—,1.10,—,—,Unknown Engine Designer,Unknown Owners,—,Valletta,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,—,—,—,—,—,—,—,—,—,—,8643365,215437000,608,815,3196DITA
passenger (cruise),102544,Noura,Dead,Mongolia,4419,1966,2'-10'gt,1900,Single,—,7586,380,STX Finland OY - SEE NOW AS Arctech Helsinki Shipyard Incorporated,Helsinki,134.00,118.92,22.53,19.89,7.30,4.40,2.90,Wartsila Finland oy,Sulzer Turbomachinery Services,Indian Breakers,—,Ulan Bator,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,6605450,—,2610,3500,8TD56
passenger (cruise),10254598,SH-Sutluce,Live,Turkiye,71,2009,-2'gt,100,Single,TCXU7,175,—,Halicioglu Tersanesi,Istanbul,41.97,38.56,—,8.50,1.99,1.80,0.19,—,Unknown Engine Designer,Istanbul Buyuksehir Belediye Baskanligi (Istanbul Metropolitan Municipality),Turkiye,Istanbul,—,Government of the Republic of Turkiye (Turkey),Turkiye,Istanbul Buyuksehir Belediye Baskanligi (Istanbul Metropolitan Municipality),Turkiye,Istanbul Buyuksehir Belediye Baskanligi (Istanbul Metropolitan Municipality),Turkiye,Istanbul Sehir Hatlari Turizm Sanayi ve Ticaret Anonim Sirketi,Turkiye,—,—,—,—,Istanbul Sehir Hatlari Turizm Sanayi ve Ticaret Anonim Sirketi,Turkiye,—,—,—,—,9564009,271040378,224,300,3406C-TA
passenger (cruise),10254600,Sh-Kasimpasa,Live,Turkiye,69,2009,-2'gt,100,Single,TCXH9,175,—,Halicioglu Tersanesi,Turkey,41.97,38.56,—,8.50,1.99,1.80,0.19,—,Unknown Engine Designer,Istanbul Buyuksehir Belediye Baskanligi (Istanbul Metropolitan Municipality),Turkiye,Istanbul,—,Government of the Republic of Turkiye (Turkey),Turkiye,Istanbul Buyuksehir Belediye Baskanligi (Istanbul Metropolitan Municipality),Turkiye,Istanbul Buyuksehir Belediye Baskanligi (Istanbul Metropolitan Municipality),Turkiye,Istanbul Sehir Hatlari Turizm Sanayi ve Ticaret Anonim Sirketi,Turkiye,—,—,—,—,Istanbul Sehir Hatlari Turizm Sanayi ve Ticaret Anonim Sirketi,Turkiye,—,—,—,—,9563990,271040301,224,300,3406C-TA
passenger (cruise),10258552,Heinrich Heine,Live,Bulgaria,—,1990,-2'gt,—,Single,LZG2223,1600,—,—,"",106.00,—,11.10,—,—,1.50,—,—,Unknown Engine Designer,Unknown Owners,—,—,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,—,—,—,—,—,—,—,—,—,—,—,207072223,224,300,3406TA
passenger (cruise),102672,Victoria,Dead,Georgia,1308,1962,2'-10'gt,576,Single,—,3435,691,Severney Verf Shipbuilding (Northern Shipyard),St. Petersburg,101.00,—,14.60,—,5.70,3.90,1.80,CKD Praha DIZ a.s.,"Skodaexport, a.s.",Turkish Breakers,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,6730217,—,1491,2000,8DR43/61-V1
passenger (cruise),10289525,Amadeus Elegant,Live,Germany,—,—,Unknown size,—,Single,DF6170,—,—,—,"",123.00,—,12.00,—,—,—,—,—,Unknown Engine Designer,Unknown Owners,—,—,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,—,—,—,—,—,—,—,—,—,—,—,211490230,—,—,UNKNOWN
passenger (cruise),10291109,Ikaros Pallas,Live,Greece,92,1999,-2'gt,46,Single,SX7739,178,125,Kanellos Bros.,Greece,31.40,26.05,8.00,8.00,3.00,1.82,0.88,—,Unknown Engine Designer,Unknown Owners,—,Lefkas,—,Unknown Owners,—,Unknown Owners,—,Ionian K & S Cruises Maritime Company,Greece,Ionian K & S Cruises Maritime Company,Greece,—,—,—,—,Ionian K & S Cruises Maritime Company,Greece,—,—,—,—,8680791,237037100,608,815,3196DITA
passenger (cruise),10301298,Delos Express,Live,Greece,67,1992,-2'gt,28,Single,SW9406,246,35,—,Chornomorsk,40.15,—,7.00,6.90,4.25,1.75,2.50,Zvezda JSC,Zvezda JSC,Delos Tours Maritime Company,Greece,Piraeus,—,Delos Tours Maritime Company,Greece,Delos Tours Maritime Company,Greece,Delos Tours Maritime Company,Greece,Delos Tours Maritime Company,Greece,—,—,—,—,—,—,—,—,—,—,9075864,237039500,379,508,M401A-1
passenger (cruise),10306391,Paria Bullet,Live,Trinidad & Tobago,193,2010,-2'gt,40,Single,9YHR,562,237,Austal Ships Proprietary Limited,Fremantle,41.30,36.77,10.90,10.90,4.30,1.49,2.81,MTU Friedrichshafen GmbH,MTU Friedrichshafen GmbH,National Infrastructure Development Company Limited (NIDCO),Trinidad & Tobago,Port of Spain,—,Government of The Republic of Trinidad and Tobago,Trinidad & Tobago,National Infrastructure Development Company Limited (NIDCO),Trinidad & Tobago,National Infrastructure Development Company Limited (NIDCO),Trinidad & Tobago,National Infrastructure Development Company Limited (NIDCO),Trinidad & Tobago,—,—,—,—,—,—,—,—,—,—,9582128,362063000,1224,1664,16V2000M72
passenger (cruise),10318525,American Independence,Live,U.S.A.,65,2010,2'-10'gt,—,Single,WDF3297,2169,90,Chesapeake Shipbuilding Incorporated,Salisbury MD (USA),65.00,—,14.00,—,3.44,—,—,—,Unknown Engine Designer,American Cruise Lines Incorporated,United States of America,—,—,American Cruise Lines Incorporated,United States of America,American Cruise Lines Incorporated,United States of America,American Cruise Lines Incorporated,United States of America,American Cruise Lines Incorporated,United States of America,—,—,—,—,—,—,—,—,—,—,9583366,367438210,—,—,16V4000M70
passenger (cruise),10328800,Alkionis,Live,Greece,95,1995,-2'gt,45,Single,SX4338,191,44,—,"",40.40,34.00,6.90,6.75,2.90,1.80,1.11,—,Unknown Engine Designer,Meandros Maritime Company,Greece,Piraeus,—,Meandros Maritime Company,Greece,Meandros Maritime Company,Greece,Meandros Maritime Company,Greece,Meandros Maritime Company,Greece,—,—,—,—,—,—,—,—,—,—,8655590,237027200,672,901,3196DITA
passenger (cruise),10337629,Passau,Live,Germany,—,1986,-2'gt,—,Single,DC3055,276,—,—,"",80.00,—,10.40,—,—,1.70,—,—,Unknown Engine Designer,Unknown Owners,—,—,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,—,—,—,—,—,—,—,—,—,—,—,211169130,—,—,SBF12M716
passenger (cruise),10361754,Prinzessin Isabella,Live,Malta,—,2002,2'-10'gt,—,Single,9HKQ9,7654,—,Scheepswerf de Hoop Lobith B.V.,Unknown,125.50,—,11.40,11.40,—,1.50,—,—,Unknown Engine Designer,Unknown Owners,—,—,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,—,—,—,—,—,—,—,—,—,—,—,249099000,746,1000,3516C-DITA
passenger (cruise),10378394,Scenic Diamond,Live,Malta,—,2008,Unknown size,2148,Single,9HA2276,9474,—,—,"",135.00,—,12.00,—,—,1.70,—,—,Unknown Engine Designer,Scenic Tours Europe AG,Switzerland,Valletta,—,Scenic Tours Proprietary Limited,Australia,Scenic Tours Europe AG,Switzerland,MS Scenic Diamond AG,Switzerland,Scenic Tours Europe AG,Switzerland,—,—,—,—,—,—,—,—,—,—,8338154,248235000,2000,2681,6EY26W
passenger (cruise),10390104,Incisu,Live,Turkiye,169,2010,-2'gt,—,Single,TCYI4,322,—,—,Turkey,41.90,39.40,9.90,—,3.60,1.80,1.80,—,Unknown Engine Designer,Incisu Turizm Organizasyon Restaurant Isletmesi Ticaret Limited Sirketi,Turkiye,Trabzon,—,Incisu Turizm Organizasyon Restaurant Isletmesi Ticaret Limited Sirketi,Turkiye,Incisu Turizm Organizasyon Restaurant Isletmesi Ticaret Limited Sirketi,Turkiye,Incisu Turizm Organizasyon Restaurant Isletmesi Ticaret Limited Sirketi,Turkiye,Incisu Turizm Organizasyon Restaurant Isletmesi Ticaret Limited Sirketi,Turkiye,—,—,—,—,Incisu Turizm Organizasyon Restaurant Isletmesi Ticaret Limited Sirketi,Turkiye,—,—,—,—,—,271041245,197,264,8291SRM85
passenger (cruise),10391343,Moda,Live,Turkiye,208,1986,-2'gt,150,Single,TC5878,456,—,Halicioglu Tersanesi,Istanbul,58.20,55.93,11.00,10.60,3.60,—,—,—,Unknown Engine Designer,Istanbul Buyuksehir Belediye Baskanligi (Istanbul Metropolitan Municipality),Turkiye,Istanbul,—,Government of Government of the Republic of Turkiye (Turkey ),Turkiye,Istanbul Buyuksehir Belediye Baskanligi (Istanbul Metropolitan Municipality),Turkiye,Istanbul Buyuksehir Belediye Baskanligi (Istanbul Metropolitan Municipality),Turkiye,Istanbul Sehir Hatlari Turizm Sanayi ve Ticaret Anonim Sirketi,Turkiye,—,—,—,—,Istanbul Sehir Hatlari Turizm Sanayi ve Ticaret Anonim Sirketi,Turkiye,—,—,—,—,8113255,271002524,168,225,6AL20/24
passenger (cruise),10395071,Baltija,Live,Panama,249,1986,-2'gt,—,Single,HP5584,770,—,—,"",—,—,—,—,—,—,—,—,Unknown Engine Designer,Unknown Owners,—,—,—,Unknown Owners,—,Unknown Owners,—,Baltija Segunda SA,Panama,Unknown Owners,—,—,—,—,—,—,—,—,—,—,—,8741167,—,248,333,R8V22/30ATL
passenger (cruise),10397017,Carlotta M.,Live,Italy,—,2010,-2'gt,112,Single,IIXZ2,240,1012,Air Naval S.r.l.,Italy,37.50,31.60,—,7.00,2.49,1.01,1.48,—,Unknown Engine Designer,Liberty Lines S.p.A.,Italy,Palermo,—,Liberty Lines S.p.A.,Italy,Liberty Lines S.p.A.,Italy,Liberty Lines S.p.A.,Italy,Liberty Lines S.p.A.,Italy,—,—,—,—,Liberty Lines S.p.A.,Italy,—,—,—,—,9598672,247294800,—,—,16V4000M70
passenger (cruise),10431,Oceanbreeze,Dead,St. Vincent & Grenadines,9295,1955,10'-60'gt,7005,Single,—,21667,1498,Harland & Wolff Heavy Industries Limited ( Harland & Wolff),Belfast,184.00,170.69,23.78,23.78,13.80,7.98,5.82,Harland & Wolff Heavy Industries Limited ( Harland & Wolff),Stork-Werkspoor Diesel B.V.,Bangladesh Breakers,—,Kingstown,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,5335319,—,14914,20000,PAMETRADA TURBINE
passenger (cruise),10519180,Kapetan Fotis,Live,Greece,24,2004,-2'gt,—,Single,SY5230,96,Y8749559,—,Thessaloniki,33.00,—,8.00,—,—,2.50,—,—,Unknown Engine Designer,Unknown Owners,—,—,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,—,—,—,—,—,—,—,—,—,—,8749559,237813500,—,—,UNKNOWN
passenger (cruise),10527854,Agios Panteleimon,Live,Greece,170,1999,-2'gt,526,Single,SX7669,498,—,Proteus Z. Vassiliadis Bros. Nafpigiki Limited,Salamis,57.25,54.00,14.20,14.20,3.30,2.39,0.90,Caterpillar Incorporated,Caterpillar Incorporated,Anonimh Naftiliaki Eteria Thassou SA (ANETH),Greece,Piraeus,—,Anonimh Naftiliaki Eteria Thassou SA (ANETH),Greece,Anonimh Naftiliaki Eteria Thassou SA (ANETH),Greece,Anonimh Naftiliaki Eteria Thassou SA (ANETH),Greece,North West Ferries I Shipping Company,Greece,—,—,—,—,—,—,—,—,—,—,8968961,237033700,368,493,3412
passenger (cruise),10530427,SH-Haskoy,Live,Turkiye,71,2009,-2'gt,100,Single,TCYA6,175,—,Halicioglu Tersanesi,Turkey,42.00,38.56,9.00,8.60,1.89,—,—,—,Unknown Engine Designer,Istanbul Buyuksehir Belediye Baskanligi (Istanbul Metropolitan Municipality),Turkiye,Istanbul,—,Government of the Republic of Turkiye (Turkey),Turkiye,Istanbul Buyuksehir Belediye Baskanligi (Istanbul Metropolitan Municipality),Turkiye,Istanbul Buyuksehir Belediye Baskanligi (Istanbul Metropolitan Municipality),Turkiye,Istanbul Sehir Hatlari Turizm Sanayi ve Ticaret Anonim Sirketi,Turkiye,—,—,—,—,Istanbul Sehir Hatlari Turizm Sanayi ve Ticaret Anonim Sirketi,Turkiye,—,—,—,—,9564023,271040573,224,300,3406C-TA
passenger (cruise),10543,Canberra,Dead,U.K.,25190,1961,10'-60'gt,8775,Double Bottom,—,49073,1621,Harland & Wolff Heavy Industries Limited,Belfast,249.00,—,31.30,—,12.70,10.00,2.70,—,Unknown Engine Designer,P & O,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,5059953,—,—,—,UNKNOWN
passenger (cruise),106,Achille Lauro,Dead,Italy,10682,1947,10'-60'gt,3937,Single,—,23478,—,—,Netherlands,192.00,176.56,24.90,24.90,14.48,8.95,5.53,Sulzer Mitsubishi,Sulzer Turbomachinery Services,Starlauro,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,5390008,—,2983,4000,SULZER DIESEL
passenger (cruise),10613578,Avalon Luminary,Live,Germany,—,2010,Unknown size,—,Single,DD6381,—,—,—,"",110.00,—,11.00,—,—,1.70,—,—,Unknown Engine Designer,Avalon Waterways,United States of America,—,—,Avalon Waterways,United States of America,Avalon Waterways,United States of America,Avalon Waterways,United States of America,Avalon Waterways,United States of America,—,—,—,—,—,—,—,—,—,—,—,211507510,—,—,UNKNOWN
passenger (cruise),10632409,Swiss Diamond,Live,Switzerland,—,2010,Unknown size,—,Single,HE7030,—,—,—,"",101.00,—,12.00,—,—,8.00,—,—,Unknown Engine Designer,Unknown Owners,—,—,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,—,—,—,—,—,—,—,—,—,—,—,269057030,—,—,UNKNOWN
passenger (cruise),106341,Golden Princess,Live,Bahamas,4637,1967,10'-60'gt,1773,Double Bottom,C6DC,12704,383,STX Finland OY - SEE NOW AS Arctech Helsinki Shipyard Incorporated,Helsinki,157.70,133.80,20.00,20.00,12.90,5.60,7.30,Wartsila Finland oy,Sulzer Turbomachinery Services,The Schulte Group,Germany,Nassau,—,The Schulte Group,Germany,The Schulte Group,Germany,Harbour Assets Limited,British Virgin Islands,Island Ship Management Limited,"Hong Kong, S.A.R., China",—,—,—,—,—,—,—,—,—,—,6622458,309469000,4157,5574,9ZH40/48
passenger (cruise),106427,Klavdiya Yelanskaya,Live,Russia,1445,1977,2'-10'gt,1414,Double Bottom,UCKE,4329,416,Brodogradiliste Tito,Mitrovica,100.02,90.00,16.24,16.20,7.00,4.65,2.35,Uljanik Brodogradiliste d.d.,B&W Diesel A/S,Murmansk Shipping Company Joint-Stock Company,Russian Federation,Murmansk,—,Murmansk Shipping Company Joint-Stock Company,Russian Federation,Murmansk Shipping Company Joint-Stock Company,Russian Federation,Murmansk Shipping Company Joint-Stock Company,Russian Federation,Murmansk Shipping Company Joint-Stock Company,Russian Federation,—,—,—,—,Murmansk Shipping Company Joint-Stock Company,Russian Federation,—,—,—,—,7422922,273131500,1969,2640,8-35VF-62
passenger (cruise),10643033,Scenic Pearl,Live,Malta,—,2010,2'-10'gt,—,Single,9HA2560,2773,—,—,"",23.00,—,6.00,—,—,—,—,—,Unknown Engine Designer,Scenic Tours Europe AG,Switzerland,Valletta,—,Scenic Tours Proprietary Limited,Australia,Scenic Tours Europe AG,Switzerland,MS Scenic Pearl AG,Switzerland,Scenic Tours Europe AG,Switzerland,—,—,—,—,—,—,—,—,—,—,9585807,248880000,—,—,16V4000M70
passenger (cruise),10649333,Gonul,Live,Turkiye,146,2011,-2'gt,114,Single,TCZJ5,485,—,—,"",41.90,37.40,10.00,10.00,3.20,1.39,1.81,—,Unknown Engine Designer,"Yaser Yilmaz Zafer Yilmaz, Ziver Yimaz Adi Ortakligi",Turkiye,Istanbul,—,"Yaser Yilmaz Zafer Yilmaz, Ziver Yimaz Adi Ortakligi",Turkiye,"Yaser Yilmaz Zafer Yilmaz, Ziver Yimaz Adi Ortakligi",Turkiye,"Yaser Yilmaz Zafer Yilmaz, Ziver Yimaz Adi Ortakligi",Turkiye,"Yaser Yilmaz Zafer Yilmaz, Ziver Yimaz Adi Ortakligi",Turkiye,—,—,—,—,—,—,—,—,—,—,8746296,271042480,—,—,8291SRM85
passenger (cruise),10687864,Deep Sea,Live,Marshall Islands,61,2010,-2'gt,—,Single,V7A4869,225,41710110,Sunseeker International Limited,Poole,34.00,—,8.00,—,—,2.80,—,—,Unknown Engine Designer,Unknown Owners,—,Jaluit,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,—,—,—,—,—,—,—,—,—,—,9598036,538071633,—,—,16V4000M70
passenger (cruise),1073857,Columbia Queen,Live,U.S.A.,1260,1994,2'-10'gt,—,Single,WDD7181,4225,311,Leevac Shipyards Incorporated,Portland(OR USA),62.12,—,—,18.29,3.66,—,—,—,—,Majestic America Line,United States of America,—,—,Majestic America Line,United States of America,Majestic America Line,United States of America,CQ Boat LLC,United States of America,V. Ships Leisure SAM,Monaco,—,—,—,—,—,—,—,—,—,—,8643303,—,1051,1409,3516TA
passenger (cruise),10744593,Amacerto,Live,Switzerland,—,—,Unknown size,—,Single,HE7394,—,—,—,"",110.00,—,12.00,—,—,0.20,—,—,Unknown Engine Designer,Unknown Owners,—,—,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,—,—,—,—,—,—,—,—,—,—,—,269057394,—,—,UNKNOWN
passenger (cruise),1074473,Sea Cloud Spirit,Live,Malta,1630,2021,2'-10'gt,904,Single,9HA5333,5431,299,Factoria Naval de Marin S.A.,Marin,125.70,92.84,17.59,17.20,7.15,5.56,1.59,—,Unknown Engine Designer,Sea Cloud Cruises GmbH,Germany,Valletta,—,Sea Cloud Cruises GmbH,Germany,Sea Cloud Cruises GmbH,Germany,Puerto De Manresa SL,Spain,STL Shipping Management SL,Spain,—,—,—,—,STL Shipping Management SL,Spain,—,—,—,—,9483712,215855000,1700,2280,6EY26W
passenger (cruise),10883695,Alina,Live,Switzerland,1022,2011,Unknown size,—,Single,HE7367,—,—,—,Unknown,125.00,—,11.00,—,—,13.70,—,—,Unknown Engine Designer,Unknown Owners,—,Basle,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,—,—,—,—,—,—,—,—,—,—,—,269057367,—,—,UNKNOWN
passenger (cruise),10904568,Dive Master 1,Live,Japan,—,2000,Unknown size,—,Single,—,—,—,—,Samut Prakan,30.00,—,6.00,—,—,—,—,—,Unknown Engine Designer,Unknown Owners,—,—,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,—,—,—,—,—,—,—,—,—,—,8984109,431001546,2000,2681,M200-EN
passenger (cruise),1092301,Miss Kaleigh,Live,U.S.A.,67,1976,-2'gt,—,Single,WDC7338,98,—,Universal Iron Works Incorporated,Houma,31.66,—,—,7.60,2.00,—,—,—,Unknown Engine Designer,K & K Offshore,United States of America,—,—,K & K Offshore,United States of America,K & K Offshore,United States of America,K & K Offshore,United States of America,K & K Offshore,United States of America,—,—,—,—,—,—,—,—,—,—,—,367069830,—,—,UNKNOWN
passenger (cruise),10967602,Gellen,Live,Germany,—,1993,-2'gt,68,Single,DH8804,222,—,Yachtwerft Berlin GmbH,Unknown,8.00,—,40.00,7.70,—,0.20,—,—,Unknown Engine Designer,Unknown Owners,—,—,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,—,—,—,—,—,—,—,—,—,—,—,211534760,672,901,3196DITA
passenger (cruise),10975651,Schaprode,Live,Germany,—,1993,-2'gt,68,Single,DH7530,222,—,—,Berlin,6.00,—,40.00,7.70,2.70,0.20,2.50,—,Unknown Engine Designer,Unknown Owners,—,—,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,—,—,—,—,—,—,—,—,—,—,—,211535070,608,815,3196DITA
passenger (cruise),10982230,Nikolaos M.,Live,Greece,72,1962,-2'gt,—,Single,SV2290,110,—,—,"",—,—,—,—,—,—,—,—,Unknown Engine Designer,AM Gavanozin,Greece,Piraeus,—,AM Gavanozin,Greece,AM Gavanozin,Greece,AM Gavanozin,Greece,AM Gavanozin,Greece,—,—,—,—,—,—,—,—,—,—,5407124,237038700,140,188,UNKNOWN DIESEL
passenger (cruise),10997006,Schloss Heidelberg,Live,Germany,—,1928,Unknown size,—,Single,DC4571,—,—,—,"",34.40,—,8.20,—,—,1.50,—,—,Unknown Engine Designer,Unknown Owners,—,—,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,—,—,—,—,—,—,—,—,—,—,—,211541290,—,—,UNKNOWN
