LLI Vessel Type,LLI NO,Name,Status,Flag,Net Weight,Built,Vessel Type and Size,DWT,Hull Type,Call Sign,Gross Tonnes,Yard Number,Built By,Built At,Length Overall (m),Length Between Perpendicular (m),Breadth Extreme (m),Breadth Moulded (m),Depth (m),Maximum Draught (m),Freeboard (m),Engine Built By,Designed By,Company contact,Company contact Country/Region,Port Of Registry,TEU Capacity,Beneficial Owner,Beneficial Owner Country/Region,Commercial Operator,Commercial Operator Country/Region,Registered Owner,Registered Owner Country/Region,Technical Manager,Technical Manager Country/Region,Third Party Operator,Third Party Operator Country/Region,Nominal Owner,Nominal Owner Country/Region,ISM Manager,ISM Manager Country/Region,Scrubber type,Scrubber operating arrangement,Scrubber manufacturer,Scrubber installation type,IMO,MMSI,Engine Power (kW),Engine Horsepower,Engine Designation
Roll On Roll Off,283012,Blue Moon I,Live,Honduras,—,1968,Unknown size,—,Single,—,260,—,Binan Senpaku Kogyo K.K.,Hiroshima,35.00,—,7.80,—,2.70,2.60,0.10,—,Unknown Engine Designer,P.T. Jembatan Madura,Indonesia,San Lorenzo,—,P.T. Jembatan Madura,Indonesia,P.T. Jembatan Madura,Indonesia,P.T. Jembatan Madura,Indonesia,P.T. Jembatan Madura,Indonesia,—,—,—,—,—,—,—,—,—,—,8898312,—,373,500,6DSM-26
Roll On Roll Off,283019,D'Asean Journey,Live,Philippines,—,1981,-5'dwt,307,Single,DUA2351,297,265,Kanda Shipbuilding Company Limited,Japan,46.00,—,10.20,—,7.40,2.70,4.70,Daihatsu Diesel Manufacturing Company Limited,Daihatsu Diesel Manufacturing Company Limited,JV Serrano Shipping Lines,Philippines,—,—,JV Serrano Shipping Lines,Philippines,JV Serrano Shipping Lines,Philippines,JV Serrano Shipping Lines,Philippines,JV Serrano Shipping Lines,Philippines,—,—,—,—,—,—,—,—,—,—,8021866,548759200,1193,1600,8DSM-26S
roll on roll off with container capacity,283315,Eurocargo Salerno,Live,Malta,6232,1998,10'-15'dwt,14413,Single,9HA3534,29303,184,Francesco Visentini & C. Cantieri Navale Shipbuilding,Donada,195.10,178.50,25.20,25.20,8.60,7.30,1.30,MAN Energy Solutions SE,MAN Energy Solutions SE,Malta Motorways of the Sea Limited,Malta,Valletta,1012,Grimaldi Group S.p.A.,Italy,Malta Motorways of the Sea Limited,Malta,Malta Motorways of the Sea Limited,Malta,Grimaldi Deep Sea S.p.A.,Italy,—,—,—,—,Grimaldi Deep Sea S.p.A.,Italy,—,—,—,—,9175494,229706000,12510,17009,9L58/64
roll on roll off with container capacity,283517,Jolly Express,Live,Madeira,6103,1999,10'-15'dwt,11203,Single,CQAT4,20343,1249,Samsung Shipbuilding & Heavy Industries Company Limited,Goeje Is.,184.00,172.37,23.64,23.60,16.10,6.35,9.75,Wartsila Finland oy,Wartsila Corporation,Mediterranean Shipping Company S.A. (MSC),Switzerland,Funchal,422,Mediterranean Shipping Company S.A. (MSC),Switzerland,Mediterranean Shipping Company S.A. (MSC),Switzerland,Crimson Navigation Limited,Liberia,MSC Shipmanagement Limited,Cyprus,—,—,—,—,MSC Shipmanagement Limited,Cyprus,—,—,—,—,9180190,255806270,3893,5221,8L32
roll on roll off with container capacity,283518,Jolly Blue,Live,Madeira,6103,1999,10'-15'dwt,11000,Double Bottom,CQIS6,20343,1250,Samsung Shipbuilding & Heavy Industries Company Limited,Goeje Is.,184.00,172.37,23.64,23.60,16.10,6.37,9.73,Wartsila Finland oy,Wartsila Corporation,Mediterranean Shipping Company S.A. (MSC),Switzerland,Madeira,394,Mediterranean Shipping Company S.A. (MSC),Switzerland,Mediterranean Shipping Company S.A. (MSC),Switzerland,Peclod Oceanway Limited,Liberia,MSC Shipmanagement Limited,Cyprus,—,—,—,—,MSC Shipmanagement Limited,Cyprus,—,—,—,—,9180205,255806056,3893,5221,8L32
Roll On Roll Off,283950,Wenatchee,Live,U.S.A.,3138,1997,-5'dwt,1779,Single,WCY3378,4998,92,Vigor Shipyards LLC,Seattle,138.00,—,26.70,—,7.50,5.30,2.20,General Motors Corporation,General Motors Corporation,Washington State Transport,United States of America,—,—,State of Washington,United States of America,Washington State Transport,United States of America,Washington State Ferries,United States of America,Washington State Transport,United States of America,—,—,—,—,—,—,—,—,—,—,9137351,366749710,2685,3600,16-710-G7
Roll On Roll Off,283952,PacifiCat Discovery,Live,Canada,5130,1999,-5'dwt,532,Single,CFG7612,9022,002,Catamaran Ferries International Incorporated  (CFI),Vancouver(CAN),122.50,96.00,25.80,24.80,6.65,3.90,2.75,MTU Friedrichshafen GmbH,MTU Friedrichshafen GmbH,Abu Dhabi MAR,United Arab Emirates,Victoria,—,Abu Dhabi MAR,United Arab Emirates,Abu Dhabi MAR,United Arab Emirates,Abu Dhabi MAR,United Arab Emirates,Abu Dhabi MAR,United Arab Emirates,Seaspan Engineering Department,Canada,—,—,—,—,—,—,—,—,9146431,316001790,6590,8837,20V1163TB73
roll on roll off with container capacity,284136,Sea Caryatis,Live,Panama,7196,1999,5'-10'dwt,9729,Single,3E5976,28631,1485,Kawasaki Heavy Industries Limited Shipbuilding Division,Sakaide,162.49,150.00,25.20,25.20,15.45,6.50,8.95,Kawasaki Shipbuilding Corporation,MAN Energy Solutions SE,Unknown Owners,—,Panama,400,Unknown Owners,—,Unknown Owners,—,Sea Experience Marine Enterprises SA,Marshall Islands,Mediterranean Car-Carriers Line S.A. (MCCL),Greece,—,—,—,—,Mediterranean Car-Carriers Line S.A. (MCCL),Greece,—,—,—,—,9166625,352003090,4738,6354,7L40/54
roll on roll off with container capacity,284137,Melusine,Live,Belgium,7196,1999,5'-10'dwt,9729,Single,ONDM,23987,1486,Kawasaki Heavy Industries Limited Shipbuilding Division,Sakaide,162.40,150.00,25.20,25.20,24.00,6.50,17.50,Kawasaki Shipbuilding Corporation,MAN Energy Solutions SE,Cobelfret S.A. (CLdN),Luxembourg,—,400,COBELFRET Group,Belgium,Cobelfret S.A. (CLdN),Luxembourg,CLdN Ferries NV,Belgium,Anglo-Eastern (Antwerp) N.V.,Belgium,—,—,—,—,Anglo-Eastern (Antwerp) N.V.,Belgium,—,—,—,—,9166637,205453000,4988,6689,7L40/54
Roll On Roll Off,284161,Srikandi Nusantara,Live,Indonesia,143,1993,-5'dwt,116,Single,YB5167,476,205,Imamura Zosen (Imamura Shipbuilding Company Limited),Kure,38.71,32.50,10.01,8.18,2.90,2.45,0.45,Niigata Shipbuilding & Repair Incorporated,Niigata Shipbuilding & Repair Incorporated,P.T Jembatan Nusantara,Indonesia,Semarang,—,P.T Jembatan Nusantara,Indonesia,P.T Jembatan Nusantara,Indonesia,P.T Jembatan Nusantara,Indonesia,P.T Jembatan Nusantara,Indonesia,—,—,—,—,P.T Jembatan Nusantara,Indonesia,—,—,—,—,7506247,525002104,441,600,6MG25BXB
Roll On Roll Off,284552,Ionian Express,Live,Mongolia,—,1998,-5'dwt,1379,Single,JVFD8,1958,1015,Yamanishi Shipbuilding & Iron Works Incorporated,Ishinomaki,100.02,—,15.80,15.80,11.00,4.50,6.50,Daihatsu Diesel Manufacturing Company Limited,Daihatsu Diesel Manufacturing Company Limited,Unknown Owners,—,Ulan Bator,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,—,—,—,—,—,—,—,—,—,—,9178692,457900647,2983,8000,6DLM-40A
Roll On Roll Off,284573,Star,Live,Tonga,277,1982,-5'dwt,826,Single,A3BK4,925,—,Brodogradiliste Brodosplit Shipbuilding,Split,58.00,—,11.00,—,5.20,4.10,1.10,Alpha Diesels A/S,Alpha Diesels A/S,Unknown Owners,—,—,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,Unknown Owners,—,—,—,—,—,—,—,—,—,—,—,8929367,—,1387,1860,12V23LU
Roll On Roll Off,284575,Carlota II,Live,Belize,277,1983,-5'dwt,825,Single,V3WW,925,—,Brodogradiliste Brodosplit Shipbuilding,Split,58.00,—,11.00,—,5.20,4.10,1.10,Alpha Diesels A/S,Alpha Diesels A/S,Laumar Sociedade Maritime Transitavia Limitada,Angola,Belize City,—,Laumar Sociedade Maritime Transitavia Limitada,Angola,Laumar Sociedade Maritime Transitavia Limitada,Angola,Dunstan World Maritime S.A.,Panama,Laumar Sociedade Maritime Transitavia Limitada,Angola,Imbondex Maritima,Angola,—,—,—,—,—,—,—,—,8929379,—,1387,1860,12V23L-VO
Roll On Roll Off,284651,Puyallup,Live,U.S.A.,3138,1999,-5'dwt,1400,Single,WCY7938,4998,93,Vigor Shipyards LLC,Seattle,138.00,—,26.70,—,7.50,5.30,2.20,General Motors Corporation,General Motors Corporation,Washington State Transport,United States of America,Seattle,—,State of Washington,United States of America,Washington State Transport,United States of America,Washington State Ferries,United States of America,Washington State Transport,United States of America,—,—,—,—,—,—,—,—,—,—,9137363,366759130,2685,3600,16-710-G7
Roll On Roll Off,284870,Endeavour,Live,St. Vincent & Grenadines,366,1968,Unknown size,884,Single,J8PN7,805,112,Liaaen Verft AS,Aalesund,45.00,—,10.20,—,4.20,3.30,0.90,Aabenraa Motorfabrik Heinrich Callesen A/S,Aabenraa Motorfabrik Heinrich Callesen A/S,Unknown Owners,—,Kingstown,—,Unknown Owners,—,Unknown Owners,—,Mustique Marine,St. Vincent & Grenadines,Unknown Owners,—,—,—,—,—,—,—,—,—,—,—,6821066,375990000,515,690,6-427-FOT
roll on roll off with container capacity,284995,Estraden,Live,Finland,5462,1999,5'-10'dwt,9700,Single,OJIL,18205,423,STX Finland OY - SEE NOW AS Arctech Helsinki Shipyard Incorporated,Rauma,162.70,149.40,25.20,25.20,16.60,6.60,10.00,Wartsila Finland oy,Wartsila Corporation,Bore Oy AB (Bore Limited),Finland,Helsinki,363,Spliethoff's Bevrachtingskantoor B.V.,Netherlands,Bore Oy AB (Bore Limited),Finland,Bore Oy AB (Bore Limited),Finland,Bore Oy AB (Bore Limited),Finland,—,—,—,—,Bore Oy AB (Bore Limited),Finland,—,—,—,—,9181077,230917000,7240,9843,8R46A
roll on roll off with container capacity,285150,Angara,Live,Russia,2793,1998,5'-10'dwt,7331,Single,UBYT2,8811,479,Peene-Werft GmbH - NOW SEE P&S WERFTEN GMBH,Wolgast,126.84,118.00,20.00,20.00,11.50,6.65,4.85,MAN Energy Solutions SE,B&W Diesel A/S,NB Shipping Company Limited,Russian Federation,St. Petersburg,632,NB Shipping Company Limited,Russian Federation,NB Shipping Company Limited,Russian Federation,NB Shipping Company Limited,Russian Federation,NB Shipping Company Limited,Russian Federation,—,—,—,—,NB Shipping Company Limited,Russian Federation,—,—,—,—,9179842,273210440,5840,7831,12V32/40
roll on roll off with container capacity,285151,Adler,Live,Russia,2793,1998,5'-10'dwt,7331,Single,UGPS,8811,480,Peene-Werft GmbH - NOW SEE P&S WERFTEN GMBH,Wolgast,126.85,118.00,20.00,20.00,11.50,6.65,4.85,MAN Energy Solutions SE,B&W Diesel A/S,NB Shipping Company Limited,Russian Federation,St. Petersburg,632,NB Shipping Company Limited,Russian Federation,NB Shipping Company Limited,Russian Federation,NB Shipping Company Limited,Russian Federation,NB Shipping Company Limited,Russian Federation,—,—,—,—,NB Shipping Company Limited,Russian Federation,—,—,—,—,9179854,273414440,5840,7831,12V32/40
Roll On Roll Off,285238,Panchavati,Live,India,264,1996,-5'dwt,248,Single,ATFD,880,459,Hooghly Dock & Port Engineers Limited.,Haora,43.00,40.00,11.50,11.50,2.80,1.91,0.89,Kirloskar Cummins Limited,MAN Energy Solutions SE,The Shipping Corporation of India Limited (SCI),India,Kolkata,—,Government of The Republic of India,India,The Shipping Corporation of India Limited (SCI),India,The Shipping Corporation of India Limited (SCI),India,The Shipping Corporation of India Limited (SCI),India,—,—,—,—,—,—,—,—,—,—,8713914,—,375,503,W8VBSLM
Roll On Roll Off,285405,Fynshav,Live,Denmark,1014,1998,-5'dwt,489,Single,OZPH,3380,205,Orskov Yard A/S,Frederikshavn,68.80,63.58,14.80,14.80,4.35,3.20,1.16,"MAN B&W Diesel AS, Alpha Diesel",Alpha Diesels A/S,Molslinjen A/S,Denmark,Kolby Kaas,—,Molslinjen A/S,Denmark,Molslinjen A/S,Denmark,Molslinjen A/S,Denmark,Molslinjen A/S,Denmark,—,—,—,—,Molslinjen A/S,Denmark,—,—,—,—,9183025,219000577,1470,1997,6L28/32
roll on roll off with container capacity,285747,Celandine,Live,Malta,7196,2000,5'-10'dwt,9729,Single,9HA4244,23987,1490,Kawasaki Heavy Industries Limited Shipbuilding Division,Sakaide,162.40,150.00,25.20,25.20,24.00,6.50,17.50,Kawasaki Shipbuilding Corporation,MAN Energy Solutions SE,Cobelfret S.A. (CLdN),Luxembourg,Valletta,340,COBELFRET Group,Belgium,Cobelfret S.A. (CLdN),Luxembourg,CLdN ro-ro S.A.,Luxembourg,Anglo-Eastern Ship Management (NL) B.V.,Netherlands,—,—,—,—,Anglo-Eastern Ship Management (NL) B.V.,Netherlands,—,—,—,—,9183984,249436000,4988,6689,7L40/54
Roll On Roll Off,286008,Bintang Balikpapan,Live,Indonesia,189,1987,-5'dwt,200,Single,POCD,627,957,Evergreen Heavy Industry Company,Nagasaki,52.00,47.61,12.80,12.80,3.50,2.48,1.02,The Hanshin Diesel Works Limited,The Hanshin Diesel Works Limited,P.T. Pelayaran Sadena Mitra Bahari,Indonesia,Balikpapan,—,P.T. Pelayaran Sadena Mitra Bahari,Indonesia,P.T. Pelayaran Sadena Mitra Bahari,Indonesia,P.T. Pelayaran Sadena Mitra Bahari,Indonesia,P.T. Pelayaran Sadena Mitra Bahari,Indonesia,—,—,—,—,—,—,—,—,—,—,8708751,525015910,522,700,6LB26G
Roll On Roll Off,286192,Visser 153,Live,Netherlands,—,1997,-5'dwt,45,Single,—,195,153,Las Mobiel B.V.,Sliedrecht,26.00,—,6.50,—,3.90,1.50,2.40,Caterpillar Incorporated,Caterpillar Incorporated,Government of the Kingdom of Netherlands,Netherlands,—,—,Government of the Kingdom of Netherlands,Netherlands,Government of the Kingdom of Netherlands,Netherlands,Koninklijke Marine,Netherlands,Government of the Kingdom of Netherlands,Netherlands,—,—,—,—,—,—,—,—,—,—,9168013,—,465,624,3412
Roll On Roll Off,286257,Kamoshika,Live,Japan,—,1998,-5'dwt,124,Single,JE3153,611,2338,Niigata Shipbuilding & Repair Incorporated,Niigata,44.18,—,11.61,11.61,3.08,2.50,0.58,Niigata Shipbuilding & Repair Incorporated,Niigata Shipbuilding & Repair Incorporated,Shimokita Kisen K.K.,Japan,—,—,Shimokita Kisen K.K.,Japan,Shimokita Kisen K.K.,Japan,Shimokita Kisen K.K.,Japan,Shimokita Kisen K.K.,Japan,—,—,—,—,—,—,—,—,—,—,9185712,431000442,690,925,6MG19HX
roll on roll off with container capacity,286369,Norsky,Live,Finland,6088,1999,10'-15'dwt,11564,Single,OJRB,20296,424,STX Finland OY - SEE NOW AS Arctech Helsinki Shipyard Incorporated,Rauma,180.00,166.20,25.50,25.20,16.70,6.51,10.20,Wartsila Finland oy,Wartsila Corporation,Bore Oy AB (Bore Limited),Finland,Helsinki,420,Spliethoff's Bevrachtingskantoor B.V.,Netherlands,Bore Oy AB (Bore Limited),Finland,Bore Oy AB (Bore Limited),Finland,Bore Oy AB (Bore Limited),Finland,—,—,—,—,Bore Oy AB (Bore Limited),Finland,—,—,—,—,9186182,230652000,9450,12847,9L46
roll on roll off with container capacity,286370,Norstream,Live,Finland,6088,1999,10'-15'dwt,11400,Single,OJRC,20296,425,STX Finland OY - SEE NOW AS Arctech Helsinki Shipyard Incorporated,Rauma,180.00,166.20,25.50,25.20,16.70,6.51,10.20,Wartsila Finland oy,Wartsila Corporation,Bore Oy AB (Bore Limited),Finland,Helsinki,420,Spliethoff's Bevrachtingskantoor B.V.,Netherlands,Bore Oy AB (Bore Limited),Finland,Bore Oy AB (Bore Limited),Finland,Bore Oy AB (Bore Limited),Finland,—,—,—,—,Bore Oy AB (Bore Limited),Finland,—,—,—,—,9186194,230653000,9450,12847,9L46
roll on roll off with container capacity,286388,EOS,Live,Cyprus,3676,1998,5'-10'dwt,8853,Double Bottom,5BLK6,12433,907,Damen Shipyards Galatz S.A.,Galatz,154.50,142.60,22.74,22.70,14.80,7.15,7.65,Wartsila Sweden AB,Wartsila Corporation,Grimaldi Euromed S.p.A.,Italy,Limassol,174,Grimaldi Group S.p.A.,Italy,Grimaldi Euromed S.p.A.,Italy,Grimaldi Euromed S.p.A.,Italy,Balearia Eurolineas Maritimas S.A.,Spain,—,—,—,—,Balearia Eurolineas Maritimas S.A.,Spain,Wet,Open Loop,Wartsila Corporation,Retrofit,9132014,210707000,15600,21208,16V46B
Roll On Roll Off,286389,Viggen,Live,Aland,513,1998,-5'dwt,300,Single,OJIQ,1512,97/98,Uudenkaupungin Tyovene Oy (UKI Workboat Limited),Finland,53.50,47.00,12.25,12.20,5.00,4.00,1.00,Wartsila Finland oy,Wartsila Corporation,Suomen Valtio/Alv,Finland,Mariehamn,—,Suomen Valtio/Alv,Finland,Suomen Valtio/Alv,Finland,Alands Landskapsregering,Aland Islands,Suomen Valtio/Alv,Finland,—,—,—,—,—,—,—,—,—,—,9173719,230914000,1339,1795,8R20
Roll On Roll Off,286392,Bodo,Live,Norway,1192,1998,-5'dwt,1560,Single,LLNW,3974,18,Oceanfast International Proprietary Limited,Henderson,80.00,71.62,18.00,18.00,5.70,3.00,9.95,MTU Friedrichshafen GmbH,MTU Friedrichshafen GmbH,Torghatten Nord AS,Norway,Narvik,—,Torghatten ASA,Norway,Torghatten Nord AS,Norway,Torghatten Nord AS,Norway,Torghatten Nord AS,Norway,—,—,—,—,Torghatten Nord AS,Norway,—,—,—,—,9151010,257778000,2028,2719,16V396TE74L
roll on roll off with container capacity,286407,MN Pelican,Live,France (Int. Register),3623,1999,5'-10'dwt,8491,Single,FMLR,12076,908,Damen Shipyards Galatz S.A.,Galatz,154.50,142.60,22.74,22.70,14.80,6.96,7.95,Wartsila Finland oy,Wartsila Corporation,Compagnie Maritime Nantaise - M.N. SaS,France,Marseilles,327,Compagnie Nationale de Navigation SAS (CNN),France,Compagnie Maritime Nantaise - M.N. SaS,France,Compagnie Maritime Nantaise - M.N. SaS,France,Compagnie Maritime Nantaise - M.N. SaS,France,—,—,—,—,Compagnie Maritime Nantaise - M.N. SaS,France,—,—,—,—,9170999,228315700,15815,21208,16V46B
roll on roll off with container capacity,286573,San Jorge,Live,Mexico,3921,2000,5'-10'dwt,5700,Single,XCAR7,13073,7130010,CSSC Offshore & Marine Engineering Group Company Limited,Guangzhou,142.50,131.58,23.20,23.20,13.15,13.15,0.00,Sulzer Mitsubishi,Sulzer Turbomachinery Services,Transportacion Maritima de California S.A. de C.V.,Mexico,La Paz,300,Transportacion Maritima de California S.A. de C.V.,Mexico,Transportacion Maritima de California S.A. de C.V.,Mexico,Transportacion Maritima de California S.A. de C.V.,Mexico,Transportacion Maritima de California S.A. de C.V.,Mexico,—,—,—,—,Transportacion Maritima de California S.A. de C.V.,Mexico,—,—,—,—,9186637,345040500,5444,7301,8ZAL40S
roll on roll off with container capacity,286574,Blue Carrier 1,Live,Greece,3921,2000,-5'dwt,4650,Single,SVCU5,13073,7130011,CSSC Offshore & Marine Engineering Group Company Limited,Guangzhou,142.00,134.00,23.20,23.20,7.40,5.00,2.40,Sulzer Mitsubishi,Sulzer Turbomachinery Services,Blue Star Ferries Single Member Maritime SA,Greece,Piraeus,300,Attica Holdings SA (Attica Group),Greece,Blue Star Ferries Single Member Maritime SA,Greece,Attica Ferries Single Member Maritime SA,Greece,Blue Star Ferries Single Member Maritime SA,Greece,—,—,—,—,Blue Star Ferries Single Member Maritime SA,Greece,—,—,—,—,9186649,241671000,10740,7301,8ZAL40S
roll on roll off with container capacity,286578,Friedrich Russ,Live,Madeira,3141,1999,5'-10'dwt,7296,Single,CQEX4,10471,1185,J.J. Sietas Shipbuilding GmbH & Company KG,Hamburg,153.45,142.80,20.60,20.60,14.15,14.15,0.00,Wartsila Finland oy,Wartsila Corporation,Ernst Russ Maritime Management GmbH & Company KG,Germany,Funchal,303,Ernst Russ AG,Germany,Ernst Russ Maritime Management GmbH & Company KG,Germany,ms Friedrich Russ Schiffahrtsges. mbH & Company KG,Germany,Ernst Russ Maritime Management GmbH & Company KG,Germany,—,—,—,—,Ernst Russ Maritime Management GmbH & Company KG,Germany,—,—,—,—,9186417,255806511,12600,14995,16V46B
roll on roll off with container capacity,286579,Elisabeth Russ,Live,Madeira,3141,1999,5'-10'dwt,7296,Single,CQFE,10471,1186,J.J. Sietas Shipbuilding GmbH & Company KG,Hamburg,153.45,142.80,20.60,20.60,14.15,14.15,0.00,Wartsila Finland oy,Wartsila Corporation,Ernst Russ Maritime Management GmbH & Company KG,Germany,Funchal,303,Ernst Russ AG,Germany,Ernst Russ Maritime Management GmbH & Company KG,Germany,ms Elisabeth Russ Schiffahrtsges. mbH & Company,Germany,Ernst Russ Maritime Management GmbH & Company KG,Germany,—,—,—,—,Ernst Russ Maritime Management GmbH & Company KG,Germany,—,—,—,—,9186429,255805606,4691,14995,16V46B
Roll On Roll Off,286616,Base 173,Live,Norway,135,1969,Unknown size,631,Single,LKJO,451,83,Ankerlokken Nye Verft Floro AS,Floro,57.20,—,10.60,10.60,3.80,2.60,1.20,Wartsila Norway AS,Wartsila Norway AS,Fortuna Mare AS,Norway,Drobak,—,Fortuna Mare AS,Norway,Fortuna Mare AS,Norway,Fortuna Mare AS,Norway,Fortuna Mare AS,Norway,—,—,—,—,—,—,—,—,—,—,7012399,257235400,738,990,6ACA
Roll On Roll Off,286621,Hilligenlei,Live,Germany,142,1985,-5'dwt,79,Single,DLXI,467,1494,Husumer Shipbuilding (Dock & Repair) GmbH,Husum(DEU),38.29,35.20,10.00,10.00,3.10,1.50,1.60,Deutz MWM AG,Deutz MWM AG,Wyker Dampfschiffs Reederei Fohr Amrum GmbH,Germany,Wittdun,—,Wyker Dampfschiffs Reederei Fohr Amrum GmbH,Germany,Wyker Dampfschiffs Reederei Fohr Amrum GmbH,Germany,Wyker Dampfschiffs Reederei Fohr Amrum GmbH,Germany,Wyker Dampfschiffs Reederei Fohr Amrum GmbH,Germany,—,—,—,—,Wyker Dampfschiffs Reederei Fohr Amrum GmbH,Germany,—,—,—,—,8411217,211379770,289,387,TBD601-6K
Roll On Roll Off,286702,Danica Joy,Live,Philippines,245,1972,-5'dwt,218,Single,DUJ2051,493,270,Nakamura Shipbuilding & Engine Works Company Limited,Matsue,48.00,—,12.20,—,3.70,2.50,1.20,—,Unknown Engine Designer,Aleson Shipping Lines Incorporated,Philippines,—,—,Aleson Shipping Lines Incorporated,Philippines,Aleson Shipping Lines Incorporated,Philippines,Aleson Shipping Lines Incorporated,Philippines,Aleson Shipping Lines Incorporated,Philippines,—,—,—,—,—,—,—,—,—,—,7852414,—,746,1000,6DSM-26
