Name,LLI Vessel Type,Built At,Built By,LLI NO,Status,Flag,Net Weight,Vessel Type and Size,DWT,Hull Type,Call Sign,Gross Tonnes,Yard Number,Length Overall (m),Length Between Perpendicular (m),Breadth Extreme (m),Breadth Moulded (m),Maximum Draught (m),Freeboard (m),Designed By,Port Of Registry,TEU Capacity,Beneficial Owner,Beneficial Owner Country/Region,Commercial Operator,Commercial Operator Country/Region,Registered Owner,Registered Owner Country/Region,Third Party Operator,Third Party Operator Country/Region,Nominal Owner,Nominal Owner Country/Region,IMO,MMSI,Depth (m),Built,Scrubber installation type,Scrubber manufacturer,Scrubber operating arrangement,Scrubber type,Engine Built By,Engine Power (kW),Engine Horsepower,Engine Designation,P & I Club,Class 1,Class 2,Class 3,Last docking survey date,Last intermediate survey date,Last special survey date,Last tailshaft survey date,Next Docking Survey Date,Next Special Survey Date,ISM Manager,ISM Manager Country/Region,Technical Manager,Technical Manager Country/Region,AIS Destination,Matched Destination,Latest AIS message type,Latest AIS message timestamp,AIS ETA,Company contact,Company contact Country/Region,Lat,Lng
Dione Leader,vehicle carrier,Onishi,Shin Kurushima Dockyard Company Limited,10001259,Live,Japan,18878,50'+ gt,21111,Single,7KPJ,62927,5662,199.94,190.00,-,32.26,10.33,13.79,B&W Diesel A/S,Tokyo,-,Nippon Yusen Kabushiki Kaisha (NYK Line) (Nippon Yusen Kaisha),Japan,Nippon Yusen Kabushiki Kaisha (NYK Line) (Nippon Yusen Kaisha),Japan,Urushi Ship Holding LLC,Japan,-,-,-,-,9561954,431172000,24.12,2013,-,-,-,-,Kobe Diesel Company Limited,15540,18283,7S60MC-C,Japan Shipowners Mutual Protection & Indemnity Association,Nippon Kaiji Kyokai,-,-,2018-09-16T00:00:00,-,2018-09-16T00:00:00,-,2028-09-07T00:00:00,2028-09-07T00:00:00,NYK Bulkship Partners Company Limited,Japan,NYK Bulkship Partners Company Limited,Japan,ID TPP,-,A,25 May 2026 05:57:49 GMT,24 May 2026 22:30:00 GMT,Nippon Yusen Kabushiki Kaisha (NYK Line) (Nippon Yusen Kaisha),Japan,"6° 5' 56"" S","106° 55' 1"" E"
Glorious Ace,vehicle carrier,Usuki,Minami-Nippon Shipbuilding Company Limited,10001327,Live,Liberia,18159,50'+ gt,18836,Single,A8FW4,58939,710,199.95,190.00,-,32.20,9.82,11.37,B&W Diesel A/S,Monrovia,-,Meiji Shipping Group,Japan,Meiji Shipping Company Limited,Japan,Esteem Maritime S.A.,Panama,-,-,-,-,9561277,636026053,21.19,2010,-,-,-,-,Mitsui Engineering & Shipbuilding Company Limited,15130,18283,7S60MC-C,Assuranceforeningen Gard,Nippon Kaiji Kyokai,-,-,2020-08-28T00:00:00,-,2020-08-28T00:00:00,-,2030-05-20T00:00:00,2030-05-20T00:00:00,MMS Company Limited,Japan,MMS Company Limited,Japan,MU PLU,-,A,25 May 2026 05:56:24 GMT,04 Jun 2026 03:00:00 GMT,Meiji Shipping Company Limited,Japan,"1° 33' 14"" N","103° 4' 1"" E"
Elegant Ace,vehicle carrier,Usuki,Minami-Nippon Shipbuilding Company Limited,10001328,Live,Panama,18159,50'+ gt,18833,Single,3E3535,58939,709,199.95,190.00,-,32.20,9.82,11.37,B&W Diesel A/S,Panama,-,Mitsui O.S.K. Lines Limited (MOL),Japan,MOL Auto Logistics (India) Private Limited,India,Polar Express S.A.,Panama,-,-,-,-,9561265,352980796,21.19,2010,-,-,-,-,Mitsui Engineering & Shipbuilding Company Limited (Tamano),15130,18283,7S60MC-C,Assuranceforeningen Skuld,Nippon Kaiji Kyokai,-,-,2020-02-02T00:00:00,-,2020-02-02T00:00:00,-,2030-01-28T00:00:00,2030-01-28T00:00:00,MOL Ship Management (Singapore) Private Limited,Republic of Singapore,MOL Ship Management (Singapore) Private Limited,Republic of Singapore,PA BLB,-,A,25 May 2026 05:57:37 GMT,26 May 2026 23:00:00 GMT,MOL Auto Logistics (India) Private Limited,India,"12° 28' 26"" N","87° 13' 38"" W"
Tranquil Ace,vehicle carrier,Usuki,Minami-Nippon Shipbuilding Company Limited,10001330,Live,Panama,18159,50'+ gt,18840,Single,H3XK,58939,708,199.95,190.00,-,32.20,9.82,11.37,B&W Diesel A/S,Panama,-,Masumoto Shipping Company Limited,Japan,Masumoto Shipping Company Limited,Japan,Prosper World Marine Company Limited,Liberia,-,-,-,-,9561253,353943000,21.19,2009,-,-,-,-,Mitsui Engineering & Shipbuilding Company Limited (Tamano),15130,18283,7S60MC-C,Japan Shipowners Mutual Protection & Indemnity Association,Nippon Kaiji Kyokai,-,-,2019-11-11T00:00:00,-,2019-11-11T00:00:00,-,2029-10-29T00:00:00,2029-10-29T00:00:00,Masumoto Shipping Company Limited,Japan,Masumoto Shipping Company Limited,Japan,GB BRS,-,A,25 May 2026 05:58:22 GMT,24 May 2026 09:00:00 GMT,Masumoto Shipping Company Limited,Japan,"51° 21' 3"" N","4° 24' 37"" W"
Chesapeake Highway,vehicle carrier,Nantong,Nantong COSCO KHI Ship Engineering Company Limited (NACKS),10096513,Live,Panama,17561,50'+ gt,21643,Single,3FPH4,58535,NE077,199.90,190.00,-,32.26,10.02,13.73,Unknown Engine Designer,Panama,-,Kawasaki Kisen Kaisha Limited (Kawasaki Kisen KK) ('K' Line),Japan,'K' Line RoRo Bulk Ship Management Company Limited,Japan,KAW 1652 Shipping S.A.,Panama,-,-,-,-,9565546,351733000,23.75,2010,-,-,-,-,Kawasaki Heavy Industries Limited (Tokyo),13200,17701,6S60MC-C,Japan Shipowners Mutual Protection & Indemnity Association,Nippon Kaiji Kyokai,-,-,2020-10-13T00:00:00,-,2020-10-13T00:00:00,-,2030-11-08T00:00:00,2030-11-08T00:00:00,'K' Line RoRo Bulk Ship Management Company Limited,Japan,'K' Line RoRo Bulk Ship Management Company Limited,Japan,IN ENR,Kamarajar/Ennore,A,25 May 2026 05:51:15 GMT,18 Jun 2026 12:30:00 GMT,'K' Line RoRo Bulk Ship Management Company Limited,Japan,"48° 27' 57"" N","6° 29' 24"" W"
Cape Town Highway,vehicle carrier,Nantong,Nantong COSCO KHI Ship Engineering Company Limited (NACKS),10096514,Live,Panama,17561,50'+ gt,21676,Single,3FOK4,58535,NE078,199.90,190.00,-,32.26,10.02,13.73,Unknown Engine Designer,Panama,-,Kawasaki Kisen Kaisha Limited (Kawasaki Kisen KK) ('K' Line),Japan,'K' Line RoRo Bulk Ship Management Company Limited,Japan,KAW1653 Shipping SA,Panama,-,-,-,-,9565558,372031000,23.75,2011,-,-,-,-,Kawasaki Heavy Industries Limited Shipbuilding Division,13200,17701,6S60MC-C,Japan Shipowners Mutual Protection & Indemnity Association,Nippon Kaiji Kyokai,-,-,2021-02-18T00:00:00,-,2021-02-18T00:00:00,-,2031-01-13T00:00:00,2031-01-13T00:00:00,'K' Line RoRo Bulk Ship Management Company Limited,Japan,'K' Line RoRo Bulk Ship Management Company Limited,Japan,AE AUH,-,A,25 May 2026 05:50:05 GMT,25 May 2026 04:00:00 GMT,'K' Line RoRo Bulk Ship Management Company Limited,Japan,"24° 49' 18"" N","54° 40' 13"" E"
Dalian Highway,vehicle carrier,Nantong,Nantong COSCO KHI Ship Engineering Company Limited (NACKS),10096515,Live,Panama,17561,50'+ gt,21616,Single,3FYE5,58535,NE079,199.90,190.00,-,32.26,10.02,13.73,Unknown Engine Designer,Panama,-,Kawasaki Kisen Kaisha Limited (Kawasaki Kisen KK) ('K' Line),Japan,'K' Line RoRo Bulk Ship Management Company Limited,Japan,KAW1654 Shipping SA,Panama,-,-,-,-,9565560,357694000,23.75,2011,-,-,-,-,Kawasaki Heavy Industries Limited Shipbuilding Division,13200,17701,6S60MC-C,Japan Shipowners Mutual Protection & Indemnity Association,Nippon Kaiji Kyokai,-,-,2018-08-06T00:00:00,-,2016-03-07T00:00:00,-,2031-04-27T00:00:00,2031-04-27T00:00:00,'K' Line RoRo Bulk Ship Management Company Limited,Japan,'K' Line RoRo Bulk Ship Management Company Limited,Japan,PA BLB,-,A,25 May 2026 05:57:52 GMT,24 May 2026 21:00:00 GMT,'K' Line RoRo Bulk Ship Management Company Limited,Japan,"8° 52' 23"" N","79° 28' 39"" W"
Morning Cara,vehicle carrier,Marugame,Imabari Shipbuilding Company Limited (Marugame),10164579,Live,South Korea,19152,50'+ gt,18907,Single,D7NZ,59454,S1531,199.97,190.00,32.25,32.20,10.02,11.29,Mitsubishi Heavy Industries Limited,-,-,Wilh. Wilhelmsen Holding ASA (Wilship),Norway,EUKOR Car Carriers Incorporated,Republic of Korea,EUKOR Car Carriers Incorporated,Republic of Korea,-,-,-,-,9574092,441148000,21.31,2011,-,-,-,-,Kobe Hatsudoki,13260,18907,8UEC60LSII,Assuranceforeningen Gard,Nippon Kaiji Kyokai,Korean Register,-,-,-,2016-03-04T00:00:00,-,2026-05-29T00:00:00,2026-05-29T00:00:00,Wilhelmsen Ship Management Korea Limited,Republic of Korea,Wilhelmsen Ship Management Korea Limited,Republic of Korea,CN HUA,-,A,25 May 2026 05:49:48 GMT,24 May 2026 23:15:00 GMT,EUKOR Car Carriers Incorporated,Republic of Korea,"23° 0' 52"" N","113° 31' 41"" E"
Morning Crystal,vehicle carrier,Marugame,Imabari Shipbuilding Company Limited (Marugame),10164580,Live,Panama,19148,50'+ gt,18918,Single,3FKJ9,59524,S1530,199.97,192.00,-,32.26,10.02,24.78,Mitsubishi Heavy Industries Limited,Panama,-,Pittas Family,Greece,Eurobulk Limited,Greece,Eurobulk Limited,Greece,-,-,-,-,9574080,371706000,34.80,2011,-,-,-,-,Kobe Hatsudoki,13260,18907,8UEC60LSII,U.K. Mutual Steam Ship Assurance Association (Bermuda) Ltd,Nippon Kaiji Kyokai,Korean Register,-,2018-10-19T00:00:00,-,2016-03-19T00:00:00,-,-,-,-,-,Eurobulk Limited,Greece,-,-,A,20 Apr 2026 03:47:08 GMT,-,Eurobulk Limited,Greece,"29° 56' 17"" N","122° 15' 45"" E"
California Highway,vehicle carrier,Marugame,Imabari Shipbuilding Company Limited (Marugame),10164581,Live,Panama,19152,50'+ gt,18644,Single,3FJL6,59447,1527,199.97,190.00,-,32.26,10.02,11.29,Mitsubishi Heavy Industries Limited,Panama,-,Kawasaki Kisen Kaisha Limited (Kawasaki Kisen KK) ('K' Line),Japan,'K' Line RoRo Bulk Ship Management Company Limited,Japan,9107 Eagles Line SA,Panama,-,-,-,-,9574078,352732000,21.31,2010,-,-,-,-,Kobe Hatsudoki,13260,18907,8UEC60LSII,Japan Shipowners Mutual Protection & Indemnity Association,Nippon Kaiji Kyokai,-,-,2021-01-11T00:00:00,-,2021-01-11T00:00:00,-,2030-12-23T00:00:00,2030-12-23T00:00:00,'K' Line RoRo Bulk Ship Management Company Limited,Japan,'K' Line RoRo Bulk Ship Management Company Limited,Japan,SGSIN,Singapore,A,25 May 2026 05:53:57 GMT,03 Jun 2026 15:00:00 GMT,'K' Line RoRo Bulk Ship Management Company Limited,Japan,"24° 59' 53"" S","49° 43' 57"" E"
Dover Highway,vehicle carrier,Marugame,Imabari Shipbuilding Company Limited (Marugame),10164658,Live,Japan,19006,50'+ gt,18720,Single,7JKA,59030,1538,199.97,192.00,-,32.26,10.02,11.29,Mitsubishi Heavy Industries Limited,Kobe,-,Kawasaki Kisen Kaisha Limited (Kawasaki Kisen KK) ('K' Line),Japan,'K' Line RoRo Bulk Ship Management Company Limited,Japan,'K' Line RoRo Bulk Ship Management Company Limited,Japan,-,-,-,-,9574107,432824000,21.31,2011,-,-,-,-,Kobe Diesel Company Limited,13260,18907,8UEC60LSII,Japan Shipowners Mutual Protection & Indemnity Association,Nippon Kaiji Kyokai,-,-,2019-05-01T00:00:00,-,2016-09-06T00:00:00,-,2026-09-12T00:00:00,2026-09-12T00:00:00,'K' Line RoRo Bulk Ship Management Company Limited,Japan,'K' Line RoRo Bulk Ship Management Company Limited,Japan,BR RIG,Rio Grande,A,25 May 2026 05:56:38 GMT,25 May 2026 16:00:00 GMT,'K' Line RoRo Bulk Ship Management Company Limited,Japan,"35° 4' 22"" S","55° 43' 44"" W"
Canadian Highway,vehicle carrier,Marugame,Imabari Shipbuilding Company Limited (Marugame),10164659,Live,Panama,19152,50'+ gt,18581,Single,3EVW3,59447,1526,199.97,190.00,-,32.26,10.02,11.29,Mitsubishi Heavy Industries Limited,Panama,-,Libera Corporation,Japan,Libera Corporation,Japan,Centennial Shipping SA,Panama,Seven Seas Highway Shipping LLC,United States of America,-,-,9574066,352718000,21.31,2010,-,-,-,-,Kobe Hatsudoki,13260,18907,8UEC60LSII,Japan Shipowners Mutual Protection & Indemnity Association,Nippon Kaiji Kyokai,-,-,2020-12-08T00:00:00,-,2020-12-08T00:00:00,-,2030-11-18T00:00:00,2030-11-18T00:00:00,'K' Line RoRo Bulk Ship Management Company Limited,Japan,'K' Line RoRo Bulk Ship Management Company Limited,Japan,USHNL,Honolulu,A,25 May 2026 05:09:49 GMT,25 May 2026 18:00:00 GMT,Libera Corporation,Japan,"22° 58' 60"" N","154° 59' 28"" W"
Morning Christina,vehicle carrier,Marugame,Imabari Shipbuilding Company Limited (Marugame),10164692,Live,South Korea,19152,50'+ gt,18460,Single,D7OZ,59601,S1516,199.97,190.00,-,32.26,10.02,11.29,Mitsubishi Heavy Industries Limited,-,-,Wilh. Wilhelmsen Holding ASA (Wilship),Norway,EUKOR Car Carriers Incorporated,Republic of Korea,EUKOR Car Carriers Incorporated,Republic of Korea,-,-,-,-,9574054,441010000,21.31,2010,Retrofit,Unknown Scrubber Manufacturer,Unknown,Unknown,Kobe Hatsudoki,13260,18907,8UEC60LSII,Assuranceforeningen Skuld,Nippon Kaiji Kyokai,Korean Register,-,2020-09-12T00:00:00,-,2020-09-12T00:00:00,-,2030-09-26T00:00:00,2030-09-26T00:00:00,Wilhelmsen Ship Management Korea Limited,Republic of Korea,Wilhelmsen Ship Management Korea Limited,Republic of Korea,BR VIX,Vitoria Port,A,25 May 2026 05:50:42 GMT,05 Jun 2026 08:00:00 GMT,EUKOR Car Carriers Incorporated,Republic of Korea,"31° 14' 22"" S","34° 30' 59"" E"
Miyarabi II,vehicle carrier,Saiki,Saiki Heavy Industries Shipbuilding,10324721,Live,Japan,6789,-30'gt,6700,Single,JD3080,22633,1185,168.71,155.00,-,26.00,6.72,11.28,B&W Diesel A/S,Naha,-,Ryukyu Kaiun Kaisha,Japan,Ryukyu Kaiun Kaisha,Japan,Ryukyu Kaiun Kaisha,Japan,-,-,-,-,9580338,432995000,18.00,2010,-,-,-,-,Mitsui Engineering & Shipbuilding Company Limited (Tamano),13280,14608,8S50MC-C,-,Nippon Kaiji Kyokai,-,-,2020-06-09T00:00:00,-,2020-06-09T00:00:00,-,2030-07-01T00:00:00,2030-07-01T00:00:00,Ryukyu Kaiun Kaisha,Japan,Ryukyu Kaiun Kaisha,Japan,JP NAH S,"Naha, Okinawa",A,25 May 2026 05:04:52 GMT,25 May 2026 17:50:00 GMT,Ryukyu Kaiun Kaisha,Japan,"25° 50' 58"" N","126° 45' 4"" E"
Glovis Century,vehicle carrier,Ulsan,HD Hyundai Heavy Industries Company Limited,10326310,Live,South Korea,20557,50'+ gt,20895,Single,D8GC,58465,H2399,199.98,188.60,-,32.26,10.02,4.28,B&W Diesel A/S,Jeju,-,Hyundai Glovis Company Limited,Republic of Korea,Hyundai Glovis Company Limited,Republic of Korea,Hyundai Glovis Company Limited,Republic of Korea,Tesla Shipping Limited,Turkiye,-,-,9590589,441200000,14.30,2012,-,-,-,-,HD Hyundai Heavy Industries Company Limited,11387,15270,6S60MC-C,NorthStandard,Korean Register,-,-,-,-,-,-,-,-,G-Marine Service Company Limited (GMS),Republic of Korea,G-Marine Service Company Limited (GMS),Republic of Korea,KRUSN,Ulsan,A,25 May 2026 05:09:23 GMT,08 Jun 2026 16:00:00 GMT,Hyundai Glovis Company Limited,Republic of Korea,"28° 36' 48"" N","120° 25' 38"" W"
Glovis Challenge,vehicle carrier,Ulsan,HD Hyundai Heavy Industries Company Limited,10326312,Live,South Korea,20557,50'+ gt,20895,Single,D8GI,58465,H2400,199.98,188.60,-,32.26,10.02,10.09,Unknown Engine Designer,Jeju,-,Hyundai Glovis Company Limited,Republic of Korea,Hyundai Glovis Company Limited,Republic of Korea,Hyundai Glovis Company Limited,Republic of Korea,-,-,-,-,9590591,441190000,20.11,2012,-,-,-,-,HD Hyundai Heavy Industries Company Limited,-,-,7S60MC-C,NorthStandard,Korean Register,-,-,-,-,-,-,-,-,G-Marine Service Company Limited (GMS),Republic of Korea,G-Marine Service Company Limited (GMS),Republic of Korea,PTSET,Setubal,A,25 May 2026 05:55:36 GMT,29 May 2026 13:00:00 GMT,Hyundai Glovis Company Limited,Republic of Korea,"13° 4' 35"" N","19° 41' 37"" W"
Neptune Ace,vehicle carrier,Usuki,Minami-Nippon Shipbuilding Company Limited,10539042,Live,Japan,18299,50'+ gt,18436,Single,7KUC,58983,714,199.95,190.00,32.00,32.00,9.82,11.43,B&W Diesel A/S,-,-,Mitsui O.S.K. Lines Limited (MOL),Japan,Mitsui O.S.K. Lines Limited (MOL),Japan,Mitsui O.S.K. Lines Limited (MOL),Japan,-,-,-,-,9584059,431373000,21.25,2010,-,-,-,-,Mitsui Engineering & Shipbuilding Company Limited (Tamano),15130,20290,7S60MC-C,Japan Shipowners Mutual Protection & Indemnity Association,Nippon Kaiji Kyokai,-,-,2020-09-21T00:00:00,-,2020-09-21T00:00:00,-,2030-10-02T00:00:00,2030-10-02T00:00:00,-,-,Mitsui O.S.K. Lines Limited (MOL),Japan,ZA ELS,East London,A,25 May 2026 05:54:47 GMT,03 Jun 2026 12:00:00 GMT,Mitsui O.S.K. Lines Limited (MOL),Japan,"34° 50' 5"" S","53° 15' 27"" W"
Tongala,vehicle carrier,Nagasaki,Mitsubishi Heavy Industries Limited Shipbuilding,10605438,Live,Malta,23696,50'+ gt,22585,Single,9HA2776,61106,2284,199.99,192.00,32.29,32.26,11.03,24.99,Mitsubishi Heavy Industries Limited,Valletta,-,Wilh Wilhelmsen ASA (WILSHIP),Norway,Wallenius Wilhelmsen Ocean Holding AS,Norway,Wilhelmsen Lines Shipowning Malta Limited,Malta,-,-,-,-,9605786,215654000,36.02,2012,-,-,-,-,-,14682,19689,7UEC60LSII,West of England Mutual Shipowners Protection & Indemnity Association (Luxemburg),DNV,-,-,-,-,2017-07-03T00:00:00,-,2027-09-21T00:00:00,2027-09-21T00:00:00,Wilhelmsen Ship Management (Norway) AS,Norway,Wilhelmsen Ship Management (Norway) AS,Norway,PA BLB,Balboa,A,25 May 2026 05:55:52 GMT,12 Jun 2026 21:00:00 GMT,Wallenius Wilhelmsen Ocean Holding AS,Norway,"41° 44' 44"" N","143° 49' 50"" E"
Tosca,vehicle carrier,Nagasaki,Mitsubishi Heavy Industries Limited Shipbuilding,10605440,Live,Norway (Int. Register),23696,50'+ gt,22585,Single,LATG8,61106,2285,199.99,192.00,32.29,32.26,11.00,9.90,Mitsubishi Heavy Industries Limited,Bergen,-,Wilh Wilhelmsen ASA (WILSHIP),Norway,Wallenius Wilhelmsen Ocean Holding AS,Norway,Wallenius Wilhelmsen Shipowning Norway AS,Norway,-,-,-,-,9605798,257268000,20.90,2013,-,-,-,-,-,14682,19689,7UEC60LSII,Assuranceforeningen Skuld,Lloyds Register,-,-,2025-09-24T00:00:00,-,2023-02-01T00:00:00,-,2028-01-17T00:00:00,2028-01-17T00:00:00,Wallenius Marine AB,Sweden,Wallenius Marine AB,Sweden,CNHUA,Huangpu New Port,A,25 May 2026 05:50:40 GMT,14 Jun 2026 22:00:00 GMT,Wallenius Wilhelmsen Ocean Holding AS,Norway,"12° 40' 22"" N","92° 31' 49"" W"
An Ji 8,vehicle carrier,Nantong,Nantong Mingde Heavy Industry Company Limited (SEE NOW AS NANTONG XIANGYU),10620269,Live,China,8541,-30'gt,5126,Single,BQBB6,19568,MD135-2300PCC-01,140.50,129.60,-,24.40,6.00,4.43,B&W Diesel A/S,Dalian,-,Dalian Jifa Bohai Rim Container Lines Company Limited,People's Republic of China,Dalian Jifa Ship Management Company Limited,People's Republic of China,Dalian Jifa Ship Management Company Limited,People's Republic of China,-,-,-,-,9605695,413202490,10.42,2011,-,-,-,-,STX Engine Company Limited,6480,8690,6S42MC,China Shipowners Mutual Assurance Association,China Classification,-,-,-,-,2016-06-04T00:00:00,-,2026-06-16T00:00:00,2026-06-16T00:00:00,Shanghai Ansheng Automotive Shipping Company Limited,People's Republic of China,Shanghai Ansheng Automotive Shipping Company Limited,People's Republic of China,SHANGHAI,-,A,25 May 2026 05:54:20 GMT,25 May 2026 22:00:00 GMT,Dalian Jifa Ship Management Company Limited,People's Republic of China,"29° 45' 50"" N","121° 59' 47"" E"
Mercury Ace,vehicle carrier,Marugame,Imabari Shipbuilding Company Limited (Marugame),10620668,Live,Panama,19081,50'+ gt,19110,Single,3FNS7,59409,1533,199.97,190.00,-,32.26,10.02,11.29,Mitsubishi Heavy Industries Limited,Panama,-,Imabari Shipbuilding Company Limited,Japan,Shoei Kisen KK (Shoei Kisen Kaisha Limited),Japan,Los Halillos Shipping Company S.A.,Panama,-,-,-,-,9591052,370644000,21.31,2011,-,-,-,-,-,15100,20249,8UEC60LSII,U.K. Mutual Steam Ship Assurance Association (Bermuda) Ltd,Nippon Kaiji Kyokai,-,-,2019-04-04T00:00:00,-,2016-07-09T00:00:00,-,2026-07-20T00:00:00,2026-07-20T00:00:00,Shoei Kisen KK (Shoei Kisen Kaisha Limited),Japan,Shoei Kisen KK (Shoei Kisen Kaisha Limited),Japan,CN ZOS,-,A,25 May 2026 05:56:59 GMT,23 May 2026 13:00:00 GMT,Shoei Kisen KK (Shoei Kisen Kaisha Limited),Japan,"29° 49' 54"" N","123° 0' 28"" E"
Gracious Ace,vehicle carrier,Marugame,Imabari Shipbuilding Company Limited (Marugame),10620675,Live,Liberia,19091,50'+ gt,18924,Single,D5CB7,59583,1535,199.97,190.00,-,32.26,10.02,11.29,Unknown Engine Designer,Monrovia,-,Nichitoku Kisen Company Limited,Japan,Nichitoku Kisen Company Limited,Japan,South Devon Maritime S.A.,Panama,-,-,-,-,9604914,636015657,21.31,2012,-,-,-,-,Kobe Diesel Company Limited,15100,20249,8UEC60LSII,Japan Shipowners Mutual Protection & Indemnity Association,Nippon Kaiji Kyokai,-,-,2020-07-24T00:00:00,-,2017-06-26T00:00:00,-,2027-06-19T00:00:00,2027-06-19T00:00:00,Nichitoku Kisen Company Limited,Japan,Nichitoku Kisen Company Limited,Japan,ZA DUR,-,A,25 May 2026 05:54:37 GMT,24 May 2026 15:00:00 GMT,Nichitoku Kisen Company Limited,Japan,"29° 51' 47"" S","31° 1' 55"" E"
Euphrates Highway,vehicle carrier,Marugame,Imabari Shipbuilding Company Limited (Marugame),10620677,Live,Panama,19152,50'+ gt,18668,Single,3FHU5,59447,1537,199.97,192.00,-,32.26,10.02,11.29,Unknown Engine Designer,Panama,-,Kawasaki Kisen Kaisha Limited (Kawasaki Kisen KK) ('K' Line),Japan,Kawasaki Kisen Kaisha Limited (Kawasaki Kisen KK) ('K' Line),Japan,ISC1537 Shipping SA,Panama,-,-,-,-,9604926,373228000,21.31,2012,-,-,-,-,Kobe Diesel Company Limited,13260,17782,8UEC60LSII,U.K. Mutual Steam Ship Assurance Association (Bermuda) Ltd,Nippon Kaiji Kyokai,-,-,2019-11-28T00:00:00,-,2017-01-18T00:00:00,-,2027-01-17T00:00:00,2027-01-17T00:00:00,'K' Line RoRo Bulk Ship Management Company Limited,Japan,'K' Line RoRo Bulk Ship Management Company Limited,Japan,PH BTG,Batangas/Luzon,A,25 May 2026 05:55:23 GMT,27 May 2026 00:00:00 GMT,Kawasaki Kisen Kaisha Limited (Kawasaki Kisen KK) ('K' Line),Japan,"23° 55' 4"" N","122° 8' 46"" E"
Eurasian Highway,vehicle carrier,Marugame,Imabari Shipbuilding Company Limited (Marugame),10620680,Live,Japan,18949,50'+ gt,18709,Single,7JKY,59029,1539,199.97,190.00,-,32.26,10.02,11.29,Mitsubishi Heavy Industries Limited,Kobe,-,Kawasaki Kisen Kaisha Limited (Kawasaki Kisen KK) ('K' Line),Japan,Kawasaki Kisen Kaisha Limited (Kawasaki Kisen KK) ('K' Line),Japan,Kawasaki Kisen Kaisha Limited (Kawasaki Kisen KK) ('K' Line),Japan,-,-,-,-,9604938,432839000,21.31,2012,-,-,-,-,Kobe Diesel Company Limited,13260,17782,8UEC60LSII,Japan Shipowners Mutual Protection & Indemnity Association,Nippon Kaiji Kyokai,-,-,2019-08-23T00:00:00,-,2017-01-18T00:00:00,-,2027-01-18T00:00:00,2027-01-18T00:00:00,Sugahara Kisen Company Limited,Japan,Sugahara Kisen Company Limited,Japan,MXLZC,Lazaro Cardenas,A,25 May 2026 05:53:06 GMT,06 Jun 2026 17:00:00 GMT,Kawasaki Kisen Kaisha Limited (Kawasaki Kisen KK) ('K' Line),Japan,"40° 48' 15"" N","156° 54' 13"" E"
Rigel Leader,vehicle carrier,Marugame,Imabari Shipbuilding Company Limited (Marugame),10620682,Live,Japan,19122,50'+ gt,18884,Single,7KLE,59337,1541,199.97,190.00,-,32.26,10.02,11.29,Mitsubishi Heavy Industries Limited,Fukuoka,-,Hakuyo Shipping Company Limited,Japan,Hakuyo Shipping Company Limited,Japan,Hakuyo Shipping Company Limited,Japan,Nippon Yusen Kabushiki Kaisha (NYK Line) (Nippon Yusen Kaisha),Japan,-,-,9604940,431718000,21.31,2012,-,-,-,-,Kobe Diesel Company Limited,13260,17782,8UEC60LSII,Japan Shipowners Mutual Protection & Indemnity Association,Nippon Kaiji Kyokai,-,-,2020-01-28T00:00:00,-,2017-01-30T00:00:00,-,2027-03-08T00:00:00,2027-03-08T00:00:00,Excel Marine Company Limited,Japan,Excel Marine Company Limited,Japan,AU MEL,-,A,25 May 2026 05:55:25 GMT,24 May 2026 17:00:00 GMT,Hakuyo Shipping Company Limited,Japan,"37° 50' 48"" S","144° 54' 21"" E"
Brilliant Ace,vehicle carrier,Usuki,Minami-Nippon Shipbuilding Company Limited,10656265,Live,Panama,18296,50'+ gt,18448,Single,HPAK,59022,715,199.95,190.00,-,32.20,9.82,11.43,B&W Diesel A/S,Panama,-,Masumoto Shipping Company Limited,Japan,Masumoto Shipping Company Limited,Japan,Prosper World Marine Company Limited,Liberia,-,-,-,-,9598012,355911000,21.25,2011,-,-,-,-,Mitsui Engineering & Shipbuilding Company Limited,15130,20290,7S60MC-C,Japan Shipowners Mutual Protection & Indemnity Association,Nippon Kaiji Kyokai,-,-,2021-03-23T00:00:00,-,2021-03-23T00:00:00,-,2031-03-29T00:00:00,2031-03-29T00:00:00,Masumoto Shipping Company Limited,Japan,Masumoto Shipping Company Limited,Japan,BS NAS,Nassau,A,25 May 2026 05:41:08 GMT,25 May 2026 14:30:00 GMT,Masumoto Shipping Company Limited,Japan,"26° 23' 4"" N","75° 39' 46"" W"
